variant,csr,prefetch,simd,pruning,heap,flat_index,reorder,M,ML,EFC,EFS,build_time_internal_ms,build_time_local_ms,queries_per_sec,avg_recall,avg_query_time_ms,avg_dists,last_query_dists,total_query_time_ms,log_file,run_index
dynamic_struct,0,0,0,0,0,1,0,59,5,763,425,17732.802385,17740.434800, 164.447063, 0.982750, 6.080984, 21093.429900, 16854, 60809.842417,results/ablation_20251204_204819/params_M59_ML5_EFC763_EFS425/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,59,5,763,425,17746.442021,17758.313401, 162.639868, 0.982750, 6.148554, 21093.429900, 16854, 61485.539271,results/ablation_20251204_204819/params_M59_ML5_EFC763_EFS425/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,425,17718.013899,17727.120271, 158.798471, 0.982750, 6.297290, 21093.429900, 16854, 62972.898634,results/ablation_20251204_204819/params_M59_ML5_EFC763_EFS425/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,59,5,763,425,17744.635885,17755.578829, 157.950176, 0.982750, 6.331110, 21093.429900, 16854, 63311.104071,results/ablation_20251204_204819/params_M59_ML5_EFC763_EFS425/heap/run_stdout_1.log,1
no_csr,1,0,0,0,0,0,0,59,5,763,425,17728.046021,20390.431375, 128.036836, 0.000000, 7.810252, 21087.928300, 16727, 78102.523725,results/ablation_20251204_204819/params_M59_ML5_EFC763_EFS425/no_csr/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,59,5,763,425,17746.571636,17757.341794, 150.209682, 0.982750, 6.657360, 21093.429900, 16854, 66573.604739,results/ablation_20251204_204819/params_M59_ML5_EFC763_EFS425/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,59,5,763,425,17684.758317,17693.539826, 163.590253, 0.982750, 6.112834, 21093.429900, 16854, 61128.336280,results/ablation_20251204_204819/params_M59_ML5_EFC763_EFS425/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,59,5,763,425,17745.134578,17754.975724, 159.370040, 0.982750, 6.274705, 21093.429900, 16854, 62747.050985,results/ablation_20251204_204819/params_M59_ML5_EFC763_EFS425/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,59,5,763,425,17721.703657,17731.450520, 162.169338, 0.982750, 6.166394, 21093.429900, 16854, 61663.938088,results/ablation_20251204_204819/params_M59_ML5_EFC763_EFS425/no_simd/run_stdout_1.log,1
nothing,1,1,1,1,1,1,1,59,5,763,425,17737.577597,20384.611028, 120.895034, 0.000000, 8.271638, 21087.928300, 16727, 82716.383816,results/ablation_20251204_204819/params_M59_ML5_EFC763_EFS425/nothing/run_stdout_1.log,1
