variant,csr,prefetch,simd,pruning,heap,flat_index,reorder,M,ML,EFC,EFS,build_time_internal_ms,build_time_local_ms,queries_per_sec,avg_recall,avg_query_time_ms,avg_dists,last_query_dists,total_query_time_ms,log_file,run_index
dynamic_struct,0,0,0,0,0,1,0,59,5,763,1000,3991.193371,3997.183880, 255.445109, 0.996430, 3.914735, 44612.389300, 32101, 39147.353613,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1000/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,59,5,763,1000,4022.813631,4029.472384, 260.738360, 0.996430, 3.835262, 44612.389300, 32101, 38352.622910,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1000/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,1000,4088.949886,4095.411006, 293.159645, 0.996430, 3.411111, 44612.389300, 32101, 34111.106932,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1000/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,59,5,763,1000,3898.184677,3903.893925, 278.400636, 0.996430, 3.591946, 44612.389300, 32101, 35919.458165,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1000/heap/run_stdout_1.log,1
no_csr,1,0,0,0,0,0,0,59,5,763,1000,3889.868230,5292.578691, 175.079747, 0.000000, 5.711683, 44606.696300, 31982, 57116.829172,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1000/no_csr/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,59,5,763,1000,4090.614039,4096.524837, 228.246829, 0.996430, 4.381222, 44612.389300, 32101, 43812.218726,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1000/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,59,5,763,1000,3860.849839,3866.730480, 288.347410, 0.996430, 3.468039, 44612.389300, 32101, 34680.387775,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1000/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,59,5,763,1000,4553.620657,4558.737503, 264.602687, 0.996430, 3.779251, 44612.389300, 32101, 37792.511122,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1000/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,59,5,763,1000,4638.322515,4643.609484, 284.976997, 0.996430, 3.509055, 44612.389300, 32101, 35090.551509,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1000/no_simd/run_stdout_1.log,1
nothing,1,1,1,1,1,1,1,59,5,763,1000,3924.506268,5385.694904, 157.985963, 0.000000, 6.329676, 44606.696300, 31982, 63296.762501,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1000/nothing/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,59,5,763,1025,3850.261070,3855.771512, 287.175129, 0.996640, 3.482196, 45573.739900, 32700, 34821.957022,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1025/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,59,5,763,1025,4615.666241,4621.026638, 285.180420, 0.996640, 3.506552, 45573.739900, 32700, 35065.521028,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1025/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,1025,4203.303885,4210.174970, 254.651931, 0.996640, 3.926929, 45573.739900, 32700, 39269.287909,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1025/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,59,5,763,1025,3878.114202,3883.246658, 289.438725, 0.996640, 3.454963, 45573.739900, 32700, 34549.627023,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1025/heap/run_stdout_1.log,1
no_csr,1,0,0,0,0,0,0,59,5,763,1025,4421.577023,5839.872233, 169.804768, 0.000000, 5.889116, 45567.740600, 32580, 58891.161554,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1025/no_csr/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,59,5,763,1025,4108.639838,4114.586795, 240.898827, 0.996640, 4.151120, 45573.739900, 32700, 41511.202505,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1025/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,59,5,763,1025,4613.113608,4619.010930, 289.192209, 0.996640, 3.457908, 45573.739900, 32700, 34579.078120,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1025/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,59,5,763,1025,3826.606963,3832.349523, 260.503498, 0.996640, 3.838720, 45573.739900, 32700, 38387.200427,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1025/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,59,5,763,1025,3873.742936,3878.808506, 258.416719, 0.996640, 3.869719, 45573.739900, 32700, 38697.186660,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1025/no_simd/run_stdout_1.log,1
nothing,1,1,1,1,1,1,1,59,5,763,1025,3857.008805,5289.134431, 160.526158, 0.000000, 6.229514, 45567.740600, 32580, 62295.143282,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1025/nothing/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,59,5,763,1050,3924.296832,3929.874822, 268.940718, 0.996740, 3.718292, 46532.309400, 33527, 37182.915527,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1050/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,59,5,763,1050,3892.914169,3898.840347, 253.869423, 0.996740, 3.939033, 46532.309400, 33527, 39390.328599,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1050/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,1050,4105.884247,4110.972960, 281.195575, 0.996740, 3.556244, 46532.309400, 33527, 35562.437242,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1050/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,59,5,763,1050,4607.281722,4612.611362, 265.789057, 0.996740, 3.762382, 46532.309400, 33527, 37623.821356,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1050/heap/run_stdout_1.log,1
no_csr,1,0,0,0,0,0,0,59,5,763,1050,3890.994222,5320.560503, 146.043395, 0.000000, 6.847280, 46526.756400, 33407, 68472.798754,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1050/no_csr/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,59,5,763,1050,4146.097939,4151.775036, 239.494887, 0.996740, 4.175454, 46532.309400, 33527, 41754.544782,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1050/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,59,5,763,1050,3861.665377,3867.174236, 252.664345, 0.996740, 3.957820, 46532.309400, 33527, 39578.200086,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1050/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,59,5,763,1050,3907.198000,3913.273838, 273.439225, 0.996740, 3.657120, 46532.309400, 33527, 36571.197869,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1050/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,59,5,763,1050,3915.351938,3920.340562, 278.435147, 0.996740, 3.591501, 46532.309400, 33527, 35915.006133,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1050/no_simd/run_stdout_1.log,1
nothing,1,1,1,1,1,1,1,59,5,763,1050,4600.497660,6003.663764, 157.329666, 0.000000, 6.356080, 46526.756400, 33407, 63560.803522,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1050/nothing/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,59,5,763,1075,4689.592745,4696.168130, 275.457318, 0.996880, 3.630326, 47486.403800, 34203, 36303.264960,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1075/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,59,5,763,1075,3967.622780,3972.696515, 275.506791, 0.996880, 3.629675, 47486.403800, 34203, 36296.745891,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1075/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,1075,4116.608153,4122.734499, 272.831510, 0.996880, 3.665266, 47486.403800, 34203, 36652.657959,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1075/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,59,5,763,1075,4083.675888,4090.259800, 253.204304, 0.996880, 3.949380, 47486.403800, 34203, 39493.799423,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1075/heap/run_stdout_1.log,1
no_csr,1,0,0,0,0,0,0,59,5,763,1075,3883.744276,5285.889710, 139.069563, 0.000000, 7.190646, 47480.788500, 34084, 71906.460207,results/ablation_20251204_221042/params_M59_ML5_EFC763_EFS1075/no_csr/run_stdout_1.log,1
