variant,csr,prefetch,simd,pruning,heap,flat_index,reorder,M,ML,EFC,EFS,build_time_internal_ms,build_time_local_ms,queries_per_sec,avg_recall,avg_query_time_ms,avg_dists,last_query_dists,total_query_time_ms,log_file,run_index
dynamic_struct,0,0,0,0,0,1,0,59,5,763,425,18095.380797,18104.152778, 160.653227, 0.982750, 6.224587, 21093.429900, 16854, 62245.870680,results/ablation_20251204_205935/params_M59_ML5_EFC763_EFS425/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,59,5,763,425,18112.336918,18122.393069, 159.906143, 0.982750, 6.253668, 21093.429900, 16854, 62536.684594,results/ablation_20251204_205935/params_M59_ML5_EFC763_EFS425/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,425,18108.995307,18119.147149, 161.160036, 0.982750, 6.205012, 21093.429900, 16854, 62050.122739,results/ablation_20251204_205935/params_M59_ML5_EFC763_EFS425/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,59,5,763,425,18110.788769,18122.399932, 159.764818, 0.982750, 6.259200, 21093.429900, 16854, 62592.003170,results/ablation_20251204_205935/params_M59_ML5_EFC763_EFS425/heap/run_stdout_1.log,1
no_csr,1,0,0,0,0,0,0,59,5,763,425,18109.278532,25027.976295, 142.552543, 0.000000, 7.014957, 21087.928300, 16727, 70149.572697,results/ablation_20251204_205935/params_M59_ML5_EFC763_EFS425/no_csr/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,59,5,763,425,18097.540661,18107.093971, 154.607016, 0.982750, 6.468012, 21093.429900, 16854, 64680.117565,results/ablation_20251204_205935/params_M59_ML5_EFC763_EFS425/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,59,5,763,425,18087.032043,18097.523127, 162.507119, 0.982750, 6.153577, 21093.429900, 16854, 61535.765711,results/ablation_20251204_205935/params_M59_ML5_EFC763_EFS425/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,59,5,763,425,18106.297414,18116.003462, 162.443399, 0.982750, 6.155990, 21093.429900, 16854, 61559.903804,results/ablation_20251204_205935/params_M59_ML5_EFC763_EFS425/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,59,5,763,425,18096.101574,18106.753042, 162.869122, 0.982750, 6.139899, 21093.429900, 16854, 61398.992427,results/ablation_20251204_205935/params_M59_ML5_EFC763_EFS425/no_simd/run_stdout_1.log,1
nothing,1,1,1,1,1,1,1,59,5,763,425,18096.574744,25029.445304, 132.917698, 0.000000, 7.523453, 21087.928300, 16727, 75234.525801,results/ablation_20251204_205935/params_M59_ML5_EFC763_EFS425/nothing/run_stdout_1.log,1
