timestamp,step,type,C,P,I,recall,time_ms,reward,neighbor_index,event
2025-11-23 12:28:47,1,current,2560,2560,16,.970800,6.870000,30.074464,,
2025-11-23 12:28:47,1,best,2560,2560,16,.970800,6.870000,30.074464,,***NEW_BEST(current)***
2025-11-23 12:28:47,1,current,2560,2560,16,.970800,6.870000,30.074464,,STEP_DOWN
2025-11-23 12:28:47,2,current,2560,2560,16,.970800,6.870000,30.074464,,
2025-11-23 12:28:47,2,current,2560,2560,16,.970800,6.870000,30.074464,,STEP_DOWN
2025-11-23 12:28:47,3,current,2560,2560,16,.970800,6.870000,30.074464,,
2025-11-23 12:28:47,3,current,2560,2560,16,.970800,6.870000,30.074464,,STEP_DOWN
2025-11-23 12:28:47,4,current,2560,2560,16,.970800,6.870000,30.074464,,
2025-11-23 12:28:47,4,current,2560,2560,16,.970800,6.870000,30.074464,,STEP_DOWN
2025-11-23 12:28:47,5,current,2560,2560,16,.970800,6.870000,30.074464,,
2025-11-23 12:28:47,5,current,2560,2560,16,.970800,6.870000,30.074464,,STEP_DOWN
2025-11-23 12:28:47,6,current,2560,2560,16,.970800,6.870000,30.074464,,
2025-11-23 12:28:47,6,current,2560,2560,16,.970800,6.870000,30.074464,,STEP_DOWN
2025-11-23 12:28:47,7,current,2560,2560,16,.970800,6.870000,30.074464,,
2025-11-23 12:28:47,7,current,2560,2560,16,.970800,6.870000,30.074464,,STEP_DOWN
2025-11-23 12:28:47,8,current,2560,2560,16,.970800,6.870000,30.074464,,
2025-11-23 12:28:47,8,current,2982,2048,16,.970800,6.870000,30.074464,,BIG_JUMP
