STAMP,NUM_CENTROIDS,KMEANS_ITER,NPROBE,STATUS,ELAPSED_s,RECALL,AVG_QUERY_TIME_ms,INDEX_BUILD_TIME_s
c128_i1_p128,128,1,128,OK,64.0,0.9994,39.36,1.0
c192_i1_p128,192,1,128,OK,43.0,0.997,26.52,1.0
c256_i1_p128,256,1,128,OK,39.0,0.9913,20.95,1.0
c14336_i1_p112,14336,1,112,OK,36.0,0.9786,3.12,17.0
c8192_i1_p80,8192,1,80,OK,34.0,0.976,2.87,15.0
c64_i1_p4,64,1,4,OK,22.0,0.9534,5.24,0.0
c64_i1_p2,64,1,2,OK,21.0,0.8574,3.52,1.0
c64_i1_p1,64,1,1,OK,20.0,0.7072,2.75,0.0
