variant,csr,prefetch,simd,pruning,heap,flat_index,reorder,M,ML,EFC,EFS,build_time_internal_ms,build_time_local_ms,queries_per_sec,avg_recall,avg_query_time_ms,avg_dists,last_query_dists,total_query_time_ms,log_file,run_index
full,0,0,0,0,0,0,0,43,10,735,425 500 600 625 648 700 711 750 800 888 990 1024,4938.173831,4943.642093, 755.063871, 0.980000, 1.324391, 19206.545900, 16068, 13243.912709
results/ablation_20251204_115429/params_M43_ML10_EFC735_EFS425 500 600 625 648 700 711 750 800 888 990 1024/full/run_20251204_115429_885.log,1,,,,,,,,,,,,,,,,,,
no_csr,1,0,0,0,0,0,0,43,10,735,425 500 600 625 648 700 711 750 800 888 990 1024,3779.388457,4965.093277, 350.105687, 0.000000, 2.856280, 19227.043500, 16289, 28562.803689
results/ablation_20251204_115429/params_M43_ML10_EFC735_EFS425 500 600 625 648 700 711 750 800 888 990 1024/no_csr/run_20251204_115457_192.log,1,,,,,,,,,,,,,,,,,,
no_prefetch,0,1,0,0,0,0,0,43,10,735,425 500 600 625 648 700 711 750 800 888 990 1024,3976.673323,3982.772397, 613.137326, 0.980000, 1.630956, 19206.545900, 16068, 16309.559977
results/ablation_20251204_115429/params_M43_ML10_EFC735_EFS425 500 600 625 648 700 711 750 800 888 990 1024/no_prefetch/run_20251204_115539_873.log,1,,,,,,,,,,,,,,,,,,
no_simd,0,0,1,0,0,0,0,43,10,735,425 500 600 625 648 700 711 750 800 888 990 1024,3819.661112,3824.550859, 745.681878, 0.980000, 1.341054, 19206.545900, 16068, 13410.544483
results/ablation_20251204_115429/params_M43_ML10_EFC735_EFS425 500 600 625 648 700 711 750 800 888 990 1024/no_simd/run_20251204_115609_883.log,1,,,,,,,,,,,,,,,,,,
no_pruning,0,0,0,1,0,0,0,43,10,735,425 500 600 625 648 700 711 750 800 888 990 1024,3825.678214,3830.902955, 736.434351, 0.980000, 1.357894, 19206.545900, 16068, 13578.942891
results/ablation_20251204_115429/params_M43_ML10_EFC735_EFS425 500 600 625 648 700 711 750 800 888 990 1024/no_pruning/run_20251204_115635_846.log,1,,,,,,,,,,,,,,,,,,
heap,0,0,0,0,1,0,0,43,10,735,425 500 600 625 648 700 711 750 800 888 990 1024,3819.426806,3824.280385, 741.060373, 0.980000, 1.349418, 19206.545900, 16068, 13494.177209
results/ablation_20251204_115429/params_M43_ML10_EFC735_EFS425 500 600 625 648 700 711 750 800 888 990 1024/heap/run_20251204_115701_954.log,1,,,,,,,,,,,,,,,,,,
dynamic_struct,0,0,0,0,0,1,0,43,10,735,425 500 600 625 648 700 711 750 800 888 990 1024,3858.563363,3863.475643, 757.314520, 0.980000, 1.320455, 19206.545900, 16068, 13204.553369
results/ablation_20251204_115429/params_M43_ML10_EFC735_EFS425 500 600 625 648 700 711 750 800 888 990 1024/dynamic_struct/run_20251204_115727_930.log,1,,,,,,,,,,,,,,,,,,
no_reorder,0,0,0,0,0,0,1,43,10,735,425 500 600 625 648 700 711 750 800 888 990 1024,3793.118255,3798.359818, 738.330188, 0.980000, 1.354408, 19206.545900, 16068, 13544.075750
results/ablation_20251204_115429/params_M43_ML10_EFC735_EFS425 500 600 625 648 700 711 750 800 888 990 1024/no_reorder/run_20251204_115753_586.log,1,,,,,,,,,,,,,,,,,,
dynamic_with_opts,0,0,0,0,0,1,0,43,10,735,425 500 600 625 648 700 711 750 800 888 990 1024,4308.485640,4313.611904, 708.679915, 0.980000, 1.411074, 19206.545900, 16068, 14110.742792
results/ablation_20251204_115429/params_M43_ML10_EFC735_EFS425 500 600 625 648 700 711 750 800 888 990 1024/dynamic_with_opts/run_20251204_115819_993.log,1,,,,,,,,,,,,,,,,,,
nothing,1,1,1,1,1,1,1,43,10,735,425 500 600 625 648 700 711 750 800 888 990 1024,3832.098612,4986.536987, 409.024087, 0.000000, 2.444844, 19227.043500, 16289, 24448.437918
results/ablation_20251204_115429/params_M43_ML10_EFC735_EFS425 500 600 625 648 700 711 750 800 888 990 1024/nothing/run_20251204_115848_011.log,1,,,,,,,,,,,,,,,,,,
