variant,csr,prefetch,simd,pruning,heap,flat_index,reorder,M,ML,EFC,EFS,build_time_internal_ms,build_time_local_ms,queries_per_sec,avg_recall,avg_query_time_ms,avg_dists,last_query_dists,total_query_time_ms,log_file,run_index
no_pruning,0,0,0,1,0,0,0,80,11,1301,1020,2866.840591,4570.014224, 239.807168, 0.997940, 4.170017, 54020.161900, 38297, 41700.171299,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1020/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,80,11,1301,1020,4373.697600,4379.474506, 208.750805, 0.997940, 4.790401, 54020.161900, 38297, 47904.006868,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1020/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,80,11,1301,1020,4372.104169,4377.791424, 215.886457, 0.997940, 4.632065, 54020.161900, 38297, 46320.645293,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1020/no_simd/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,80,11,1301,1040,4319.305651,4325.299634, 212.912753, 0.998030, 4.696760, 54924.199500, 39076, 46967.595287,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1040/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,80,11,1301,1040,4416.007928,4422.010627, 243.075798, 0.998030, 4.113943, 54924.199500, 39076, 41139.430863,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1040/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,80,11,1301,1040,4673.353897,4678.900439, 224.340131, 0.998030, 4.457517, 54924.199500, 39076, 44575.172303,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1040/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,80,11,1301,1040,4486.594164,4492.324009, 241.613521, 0.998030, 4.138841, 54924.199500, 39076, 41388.412160,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1040/heap/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,80,11,1301,1040,1867.243249,4403.848913, 162.060383, 0.998030, 6.170540, 54924.199500, 39076, 61705.395473,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1040/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,80,11,1301,1040,4197.469562,4202.644449, 241.721341, 0.998030, 4.136995, 54924.199500, 39076, 41369.950896,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1040/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,80,11,1301,1040,4443.421159,4448.897019, 245.778429, 0.998030, 4.068705, 54924.199500, 39076, 40687.053090,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1040/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,80,11,1301,1040,2167.623053,4248.444697, 218.396776, 0.998030, 4.578822, 54924.199500, 39076, 45788.221795,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1040/no_simd/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,80,11,1301,1060,4325.252284,4331.488274, 222.640231, 0.998130, 4.491551, 55825.179300, 39677, 44915.512184,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1060/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,80,11,1301,1060,4789.254979,4795.618491, 207.256359, 0.998130, 4.824942, 55825.179300, 39677, 48249.424323,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1060/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,80,11,1301,1060,4361.562656,4366.840647, 237.273940, 0.998130, 4.214538, 55825.179300, 39677, 42145.378527,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1060/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,80,11,1301,1060,3202.595970,4294.320204, 208.650154, 0.998130, 4.792712, 55825.179300, 39677, 47927.115268,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1060/heap/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,80,11,1301,1060,4292.581151,4298.533041, 180.500255, 0.998130, 5.540158, 55825.179300, 39677, 55401.583739,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1060/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,80,11,1301,1060,4555.090653,4561.070258, 220.626542, 0.998130, 4.532546, 55825.179300, 39677, 45325.462308,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1060/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,80,11,1301,1060,4327.919523,4333.147231, 213.969525, 0.998130, 4.673563, 55825.179300, 39677, 46735.627461,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1060/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,80,11,1301,1060,4348.363996,4354.402082, 225.754829, 0.998130, 4.429584, 55825.179300, 39677, 44295.841009,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1060/no_simd/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,80,11,1301,1080,4371.213214,4376.346738, 230.622091, 0.998180, 4.336098, 56723.693600, 40277, 43360.980571,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1080/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,80,11,1301,1080,4370.850084,4376.084013, 201.995929, 0.998180, 4.950595, 56723.693600, 40277, 49505.948223,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1080/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,80,11,1301,1080,4696.383612,4703.983715, 226.839609, 0.998180, 4.408401, 56723.693600, 40277, 44084.011868,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1080/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,80,11,1301,1080,2953.935319,4346.395857, 228.613132, 0.998180, 4.374202, 56723.693600, 40277, 43742.019180,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1080/heap/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,80,11,1301,1080,4394.775372,4400.873815, 190.907964, 0.998180, 5.238126, 56723.693600, 40277, 52381.261448,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1080/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,80,11,1301,1080,4470.286270,4477.129540, 210.294914, 0.998180, 4.755227, 56723.693600, 40277, 47552.267516,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1080/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,80,11,1301,1080,4500.730738,4505.919821, 227.824068, 0.998180, 4.389352, 56723.693600, 40277, 43893.518691,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1080/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,80,11,1301,1080,4347.058356,4353.308245, 227.998816, 0.998180, 4.385988, 56723.693600, 40277, 43859.876840,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1080/no_simd/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,80,11,1301,1100,4290.088651,4295.369672, 223.442326, 0.998210, 4.475428, 57615.554900, 40892, 44754.278188,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1100/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,80,11,1301,1100,4383.756189,4389.683825, 227.862632, 0.998210, 4.388609, 57615.554900, 40892, 43886.090147,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1100/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,80,11,1301,1100,4460.901295,4466.411386, 212.942353, 0.998210, 4.696107, 57615.554900, 40892, 46961.066457,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1100/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,80,11,1301,1100,4457.822481,4463.424168, 221.282993, 0.998210, 4.519100, 57615.554900, 40892, 45191.001225,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1100/heap/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,80,11,1301,1100,4399.930015,4405.273306, 181.764077, 0.998210, 5.501637, 57615.554900, 40892, 55016.371640,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1100/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,80,11,1301,1100,4543.256303,4548.771013, 210.315327, 0.998210, 4.754765, 57615.554900, 40892, 47547.652159,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1100/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,80,11,1301,1100,4967.806911,4974.776967, 208.587268, 0.998210, 4.794156, 57615.554900, 40892, 47941.564564,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1100/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,80,11,1301,1100,4485.612676,4490.865811, 197.291666, 0.998210, 5.068638, 57615.554900, 40892, 50686.378267,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1100/no_simd/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,80,11,1301,1120,4427.482974,4433.631374, 207.476331, 0.998250, 4.819827, 58506.747800, 41431, 48198.268894,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1120/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,80,11,1301,1120,4558.244256,4564.526681, 205.620007, 0.998250, 4.863340, 58506.747800, 41431, 48633.399659,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1120/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,80,11,1301,1120,4372.420325,4378.186752, 217.044596, 0.998250, 4.607348, 58506.747800, 41431, 46073.480602,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1120/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,80,11,1301,1120,4377.490644,4382.805112, 202.266974, 0.998250, 4.943961, 58506.747800, 41431, 49439.608486,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1120/heap/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,80,11,1301,1120,4297.889686,4303.782938, 171.549661, 0.998250, 5.829216, 58506.747800, 41431, 58292.158426,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1120/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,80,11,1301,1120,4493.657684,4499.465464, 211.940928, 0.998250, 4.718296, 58506.747800, 41431, 47182.958523,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1120/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,80,11,1301,1120,4464.753189,4470.688111, 203.636142, 0.998250, 4.910720, 58506.747800, 41431, 49107.196394,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1120/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,80,11,1301,1120,4352.099296,4357.459813, 219.443945, 0.998250, 4.556972, 58506.747800, 41431, 45569.723937,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1120/no_simd/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,80,11,1301,1140,2765.164450,4425.801992, 216.022225, 0.998310, 4.629153, 59393.486400, 42067, 46291.533111,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1140/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,80,11,1301,1140,4326.425178,4331.736293, 198.883308, 0.998310, 5.028074, 59393.486400, 42067, 50280.740447,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1140/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,80,11,1301,1140,2859.051409,4452.971477, 181.876741, 0.998310, 5.498229, 59393.486400, 42067, 54982.291615,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1140/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,80,11,1301,1140,4367.018171,4372.367574, 211.436565, 0.998310, 4.729551, 59393.486400, 42067, 47295.509238,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1140/heap/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,80,11,1301,1140,2810.358512,4582.470868, 180.412568, 0.998310, 5.542851, 59393.486400, 42067, 55428.510915,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1140/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,80,11,1301,1140,4378.301355,4383.607278, 201.496331, 0.998310, 4.962870, 59393.486400, 42067, 49628.695218,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1140/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,80,11,1301,1140,4390.984636,4396.361773, 217.480644, 0.998310, 4.598110, 59393.486400, 42067, 45981.103414,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1140/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,80,11,1301,1140,4319.173606,4324.665607, 219.972220, 0.998310, 4.546029, 59393.486400, 42067, 45460.285768,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1140/no_simd/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,80,11,1301,1160,4496.904637,4502.558636, 193.170914, 0.998360, 5.176763, 60278.592200, 42600, 51767.628029,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1160/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,80,11,1301,1160,4408.903062,4414.259821, 212.075789, 0.998360, 4.715295, 60278.592200, 42600, 47152.954345,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1160/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,80,11,1301,1160,4353.825179,4359.243438, 202.876028, 0.998360, 4.929119, 60278.592200, 42600, 49291.185864,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1160/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,80,11,1301,1160,4607.395060,4612.575437, 203.785864, 0.998360, 4.907112, 60278.592200, 42600, 49071.117010,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1160/heap/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,80,11,1301,1160,4483.366327,4489.296396, 168.454412, 0.998360, 5.936324, 60278.592200, 42600, 59363.242017,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1160/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,80,11,1301,1160,4383.610649,4388.862894, 199.994896, 0.998360, 5.000128, 60278.592200, 42600, 50001.276151,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1160/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,80,11,1301,1160,4387.311067,4392.711408, 212.164134, 0.998360, 4.713332, 60278.592200, 42600, 47133.319888,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1160/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,80,11,1301,1160,4445.783020,4451.051661, 184.826878, 0.998360, 5.410468, 60278.592200, 42600, 54104.684875,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1160/no_simd/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,80,11,1301,1180,4424.215769,4430.423112, 195.230379, 0.998430, 5.122154, 61158.845000, 43174, 51221.536538,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1180/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,80,11,1301,1180,4521.568534,4526.854484, 176.606593, 0.998430, 5.662303, 61158.845000, 43174, 56623.027621,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1180/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,80,11,1301,1180,4397.089328,4402.641819, 210.930353, 0.998430, 4.740901, 61158.845000, 43174, 47409.013696,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1180/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,80,11,1301,1180,4425.106804,4430.459595, 183.653762, 0.998430, 5.445029, 61158.845000, 43174, 54450.286739,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1180/heap/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,80,11,1301,1180,4694.160932,4700.235504, 175.691252, 0.998430, 5.691803, 61158.845000, 43174, 56918.030150,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1180/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,80,11,1301,1180,4342.888411,4348.496953, 203.262348, 0.998430, 4.919750, 61158.845000, 43174, 49197.503029,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1180/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,80,11,1301,1180,4437.816716,4443.389722, 193.197364, 0.998430, 5.176054, 61158.845000, 43174, 51760.540595,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1180/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,80,11,1301,1180,4404.848738,4410.483619, 212.901727, 0.998430, 4.697003, 61158.845000, 43174, 46970.027582,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1180/no_simd/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,80,11,1301,1200,4431.891443,4437.209402, 189.610904, 0.998490, 5.273958, 62036.957600, 43612, 52739.582913,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1200/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,80,11,1301,1200,4387.116148,4392.609872, 201.457412, 0.998490, 4.963828, 62036.957600, 43612, 49638.282868,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1200/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,80,11,1301,1200,4462.462659,4467.914896, 195.795152, 0.998490, 5.107379, 62036.957600, 43612, 51073.787681,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1200/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,80,11,1301,1200,4448.818018,4454.341775, 202.568087, 0.998490, 4.936612, 62036.957600, 43612, 49366.117652,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1200/heap/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,80,11,1301,1200,2892.613435,4651.281466, 169.380530, 0.998490, 5.903866, 62036.957600, 43612, 59038.662763,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1200/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,80,11,1301,1200,2645.079586,4431.996991, 204.389615, 0.998490, 4.892616, 62036.957600, 43612, 48926.164904,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1200/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,80,11,1301,1200,4384.924880,4390.263226, 202.842436, 0.998490, 4.929935, 62036.957600, 43612, 49299.348784,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1200/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,80,11,1301,1200,2678.411054,4451.536705, 182.744329, 0.998490, 5.472126, 62036.957600, 43612, 54721.260353,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1200/no_simd/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,80,11,1301,1220,4416.496305,4421.742158, 201.508626, 0.998550, 4.962567, 62909.238600, 44112, 49625.667077,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1220/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,80,11,1301,1220,4411.450008,4416.865907, 184.419146, 0.998550, 5.422430, 62909.238600, 44112, 54224.304989,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1220/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,80,11,1301,1220,4505.545909,4511.497233, 185.999892, 0.998550, 5.376347, 62909.238600, 44112, 53763.472211,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1220/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,80,11,1301,1220,4630.022811,4637.748392, 178.108400, 0.998550, 5.614558, 62909.238600, 44112, 56145.583244,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1220/heap/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,80,11,1301,1220,4629.952393,4635.354069, 150.527359, 0.998550, 6.643311, 62909.238600, 44112, 66433.106003,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1220/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,80,11,1301,1220,4529.125449,4535.102617, 187.531659, 0.998550, 5.332433, 62909.238600, 44112, 53324.329591,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1220/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,80,11,1301,1220,4385.979662,4391.314972, 199.953420, 0.998550, 5.001165, 62909.238600, 44112, 50011.647667,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1220/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,80,11,1301,1220,2728.281330,4536.088380, 189.478372, 0.998550, 5.277647, 62909.238600, 44112, 52776.472124,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1220/no_simd/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,80,11,1301,1240,2652.272679,4494.885317, 170.176995, 0.998590, 5.876235, 63783.123200, 44883, 58762.349139,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1240/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,80,11,1301,1240,2848.107640,4676.755359, 182.428264, 0.998590, 5.481607, 63783.123200, 44883, 54816.067355,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1240/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,80,11,1301,1240,4405.634173,4410.923022, 193.215849, 0.998590, 5.175559, 63783.123200, 44883, 51755.588704,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1240/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,80,11,1301,1240,3995.586488,5885.619066, 168.619998, 0.998590, 5.930495, 63783.123200, 44883, 59304.946562,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1240/heap/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,80,11,1301,1240,2535.084872,4394.694292, 164.940139, 0.998590, 6.062806, 63783.123200, 44883, 60628.055984,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1240/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,80,11,1301,1240,2522.260669,4396.850183, 187.978059, 0.998590, 5.319770, 63783.123200, 44883, 53197.697962,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1240/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,80,11,1301,1240,4687.868452,4693.884756, 182.990026, 0.998590, 5.464779, 63783.123200, 44883, 54647.787330,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1240/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,80,11,1301,1240,4435.106744,4440.599200, 183.286599, 0.998590, 5.455936, 63783.123200, 44883, 54559.362485,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1240/no_simd/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,80,11,1301,1260,4552.026182,4557.363633, 191.534509, 0.998620, 5.220991, 64652.207600, 45491, 52209.912647,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1260/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,80,11,1301,1260,4830.236830,4835.806245, 168.414325, 0.998620, 5.937737, 64652.207600, 45491, 59377.371861,results/ablation_20251206_125021/params_M80_ML11_EFC1301_EFS1260/dynamic_with_opts/run_stdout_1.log,1
