variant,csr,prefetch,simd,pruning,heap,M,ML,EFC,EFS,K,build_time_internal_ms,build_time_local_ms,queries_per_sec,avg_recall,avg_query_time_ms,avg_dists,last_query_dists,total_query_time_ms,log_file,run_index
baseline,0,0,0,0,0,40,17,648,457,10,1042493.607881,1047805.295627, 688.843863, 0.980070, 1.451708, 0.000000, 0, 14517.077869
results/ablation_20251203_133217/params_M40_ML17_EFC648_EFS457_K10/baseline/run_20251203_133222_981.log,1,,,,,,,,,,,,,,,,,
no_csr,1,0,0,0,0,40,17,648,457,10,3743.843253,4941.172249, 425.514346, 0.980070, 2.350097, 0.000000, 0, 23500.970280
results/ablation_20251203_133217/params_M40_ML17_EFC648_EFS457_K10/no_csr/run_20251203_135008_276.log,1,,,,,,,,,,,,,,,,,
no_prefetch,0,1,0,0,0,40,17,648,457,10,3786.563948,3791.347554, 563.839850, 0.980070, 1.773553, 0.000000, 0, 17735.532537
results/ablation_20251203_133217/params_M40_ML17_EFC648_EFS457_K10/no_prefetch/run_20251203_135040_823.log,1,,,,,,,,,,,,,,,,,
no_simd,0,0,1,0,0,40,17,648,457,10,3742.213836,3746.808806, 716.191759, 0.980070, 1.396274, 0.000000, 0, 13962.740957
results/ablation_20251203_133217/params_M40_ML17_EFC648_EFS457_K10/no_simd/run_20251203_135104_930.log,1,,,,,,,,,,,,,,,,,
no_pruning,0,0,0,1,0,40,17,648,457,10,3707.932426,3713.484829, 720.112657, 0.980070, 1.388672, 0.000000, 0, 13886.716068
results/ablation_20251203_133217/params_M40_ML17_EFC648_EFS457_K10/no_pruning/run_20251203_135125_732.log,1,,,,,,,,,,,,,,,,,
heap,0,0,0,0,1,40,17,648,457,10,3634.847750,3639.714433, 715.487144, 0.980070, 1.397649, 0.000000, 0, 13976.491517
results/ablation_20251203_133217/params_M40_ML17_EFC648_EFS457_K10/heap/run_20251203_135145_976.log,1,,,,,,,,,,,,,,,,,
nothing,1,1,1,1,1,40,17,648,457,10,3600.268297,4698.536692, 329.598512, 0.980070, 3.033994, 0.000000, 0, 30339.942777
results/ablation_20251203_133217/params_M40_ML17_EFC648_EFS457_K10/nothing/run_20251203_135206_171.log,1,,,,,,,,,,,,,,,,,
baseline,0,0,0,0,0,34,15,434,552,10,600034.105261,604715.646212, 676.391802, 0.978100, 1.478433, 0.000000, 0, 14784.330587
results/ablation_20251203_133217/params_M34_ML15_EFC434_EFS552_K10/baseline/run_20251203_135244_138.log,1,,,,,,,,,,,,,,,,,
no_csr,1,0,0,0,0,34,15,434,552,10,3504.750328,4610.785845, 411.720777, 0.978100, 2.428831, 0.000000, 0, 24288.305458
results/ablation_20251203_133217/params_M34_ML15_EFC434_EFS552_K10/no_csr/run_20251203_140307_960.log,1,,,,,,,,,,,,,,,,,
no_prefetch,0,1,0,0,0,34,15,434,552,10,3578.556881,3583.208709, 549.956533, 0.978100, 1.818326, 0.000000, 0, 18183.255229
results/ablation_20251203_133217/params_M34_ML15_EFC434_EFS552_K10/no_prefetch/run_20251203_140341_091.log,1,,,,,,,,,,,,,,,,,
no_simd,0,0,1,0,0,34,15,434,552,10,3376.015239,3380.767937, 690.065137, 0.978100, 1.449139, 0.000000, 0, 14491.385617
results/ablation_20251203_133217/params_M34_ML15_EFC434_EFS552_K10/no_simd/run_20251203_140405_609.log,1,,,,,,,,,,,,,,,,,
no_pruning,0,0,0,1,0,34,15,434,552,10,3535.947153,3541.500683, 703.718051, 0.978100, 1.421024, 0.000000, 0, 14210.236584
results/ablation_20251203_133217/params_M34_ML15_EFC434_EFS552_K10/no_pruning/run_20251203_140426_954.log,1,,,,,,,,,,,,,,,,,
heap,0,0,0,0,1,34,15,434,552,10,3443.085638,3447.910202, 662.247395, 0.978100, 1.510010, 0.000000, 0, 15100.097146
results/ablation_20251203_133217/params_M34_ML15_EFC434_EFS552_K10/heap/run_20251203_140447_261.log,1,,,,,,,,,,,,,,,,,
nothing,1,1,1,1,1,34,15,434,552,10,3465.184657,4501.691045, 327.574393, 0.978100, 3.052742, 0.000000, 0, 30527.416705
results/ablation_20251203_133217/params_M34_ML15_EFC434_EFS552_K10/nothing/run_20251203_140508_433.log,1,,,,,,,,,,,,,,,,,
