STAMP,NUM_CENTROIDS,KMEANS_ITER,NPROBE,ELAPSED_s,RECALL,AVG_QUERY_TIME_ms,INDEX_BUILD_TIME_s
c3600_i16_p84,3600,16,84,60,0.8868,1.23,41
c4000_i16_p84,4000,16,84,54,0.8818,0.96,41
c4242_i16_p84,4242,16,84,56,0.8801,0.94,43
c5000_i16_p84,5000,16,84,66,0.8694,0.91,54
c5600_i16_p84,5600,16,84,72,0.8663,0.87,59
c5800_i16_p84,5800,16,84,81,0.8625,1.07,65
c6400_i16_p84,6400,16,84,84,0.8584,0.87,67
c6600_i16_p84,6600,16,84,81,0.8569,0.86,68
c2300_i16_p90,2300,16,90,38,0.9032,1.46,21
c2400_i16_p90,2400,16,90,42,0.9014,4.74,22
c2500_i16_p90,2500,16,90,47,0.9047,1.47,31
c2600_i16_p90,2600,16,90,40,0.9025,1.26,28
c2700_i16_p90,2700,16,90,45,0.8987,1.27,28
c2888_i16_p90,2888,16,90,44,0.8972,1.18,30
c2960_i16_p90,2960,16,90,47,0.8958,1.24,31
c3076_i16_p90,3076,16,90,45,0.8943,1.15,32
c3200_i16_p90,3200,16,90,49,0.8930,1.10,33
c3400_i16_p90,3400,16,90,55,0.8936,1.05,40
c3600_i16_p90,3600,16,90,50,0.8908,1.08,37
c4000_i16_p90,4000,16,90,57,0.8863,4.39,41
c4242_i16_p90,4242,16,90,59,0.8842,0.98,46
c5000_i16_p90,5000,16,90,63,0.8733,0.93,50
c5600_i16_p90,5600,16,90,83,0.8709,1.06,60
c5800_i16_p90,5800,16,90,74,0.8664,0.89,61
c6400_i16_p90,6400,16,90,80,0.8636,0.87,67
c6600_i16_p90,6600,16,90,86,0.8614,0.91,69
c2200_i16_p96,2200,16,96,37,0.9130,1.36,23
c2300_i16_p96,2300,16,96,39,0.9061,1.37,24
c2400_i16_p96,2400,16,96,38,0.9061,1.32,22
c2500_i16_p96,2500,16,96,43,0.9077,4.80,23
c2560_i16_p96,2560,16,96,40,0.9080,1.30,27
c2600_i16_p96,2600,16,96,40,0.9069,1.28,27
c2700_i16_p96,2700,16,96,41,0.9033,1.21,25
c2888_i16_p96,2888,16,96,43,0.9009,1.21,30
c2960_i16_p96,2960,16,96,49,0.8996,1.20,31
c3076_i16_p96,3076,16,96,45,0.8986,1.14,32
c3200_i16_p96,3200,16,96,48,0.8963,1.20,36
c3400_i16_p96,3400,16,96,47,0.8971,1.06,35
c3600_i16_p96,3600,16,96,54,0.8958,1.05,37
c4000_i16_p96,4000,16,96,57,0.8914,0.99,41
c4200_i16_p96,4200,16,96,58,0.8884,0.98,43
c4242_i16_p96,4242,16,96,59,0.8887,4.57,42
c4800_i16_p96,4800,16,96,64,0.8789,0.94,48
c5000_i16_p96,5000,16,96,66,0.8771,0.93,53
c5600_i16_p96,5600,16,96,71,0.8757,0.89,59
c5800_i16_p96,5800,16,96,76,0.8709,0.89,61
c6000_i16_p96,6000,16,96,76,0.8737,0.89,63
c6400_i16_p96,6400,16,96,83,0.8672,0.86,67
c6600_i16_p96,6600,16,96,89,0.8665,1.19,73
c2300_i16_p100,2300,16,100,38,0.9090,1.35,24
c2400_i16_p100,2400,16,100,38,0.9100,1.35,25
c2500_i16_p100,2500,16,100,39,0.9104,1.27,26
c2600_i16_p100,2600,16,100,40,0.9091,1.24,27
c2700_i16_p100,2700,16,100,44,0.9062,1.34,28
c2888_i16_p100,2888,16,100,43,0.9035,1.17,31
c2960_i16_p100,2960,16,100,47,0.9019,1.17,28
c3076_i16_p100,3076,16,100,46,0.9019,1.14,32
c3200_i16_p100,3200,16,100,46,0.8995,1.14,33
c3400_i16_p100,3400,16,100,51,0.8986,1.09,35
c3600_i16_p100,3600,16,100,52,0.8984,1.08,40
c4000_i16_p100,4000,16,100,57,0.8933,1.03,44
c4200_i16_p100,4200,16,100,58,0.8905,1.00,43
c4242_i16_p100,4242,16,100,58,0.8917,0.99,43
c4800_i16_p100,4800,16,100,65,0.8815,0.96,52
c5000_i16_p100,5000,16,100,63,0.8791,0.94,50
c5600_i16_p100,5600,16,100,72,0.8776,0.91,56
c5800_i16_p100,5800,16,100,86,0.8740,1.20,65
c6000_i16_p100,6000,16,100,75,0.8766,0.90,62
c6400_i16_p100,6400,16,100,80,0.8700,0.90,64
c6600_i16_p100,6600,16,100,81,0.8699,0.90,68
c2048_i16_p105,2048,16,105,36,0.9223,1.52,22
c2200_i16_p105,2200,16,105,37,0.9179,1.44,20
c2300_i16_p105,2300,16,105,38,0.9128,1.41,21
c2400_i16_p105,2400,16,105,42,0.9120,1.37,25
c2500_i16_p105,2500,16,105,40,0.9128,1.34,26
