variant,csr,prefetch,simd,pruning,heap,flat_index,reorder,M,ML,EFC,EFS,build_time_internal_ms,build_time_local_ms,queries_per_sec,avg_recall,avg_query_time_ms,avg_dists,last_query_dists,total_query_time_ms,log_file,run_index
full,0,0,0,0,0,0,0,59,5,763,1025,20318.063205,20331.884955, 154.856544, 0.996650, 6.457590, 45564.667600, 32572, 64575.895435,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS1025/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,1125,19615.287907,19628.754261, 136.837224, 0.997070, 7.307953, 49372.154800, 35482, 73079.530044,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS1125/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,1225,24297.185161,25181.551389, 132.030608, 0.997580, 7.574001, 53119.242800, 37768, 75740.013066,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS1225/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,125,10811.770287,11627.645067, 1996.872821, 0.922000, 0.500783, 7151.688400, 6249, 5007.830191,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS125/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,1325,9805.063159,9823.785611, 112.770031, 0.997940, 8.867604, 56804.025100, 40053, 88676.041880,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS1325/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,1425,13080.878231,13086.805599, 101.409538, 0.998230, 9.861005, 60438.229100, 42539, 98610.053664,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS1425/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,1525,15930.869803,15944.525200, 124.698928, 0.998490, 8.019315, 64023.985500, 44634, 80193.151616,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS1525/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,1625,17387.762530,17401.323510, 96.797883, 0.998710, 10.330804, 67563.344000, 46589, 103308.043946,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS1625/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,1725,5442.633104,5452.520369, 109.604178, 0.998780, 9.123740, 71052.423400, 48740, 91237.397740,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS1725/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,1825,4985.498087,4991.759323, 109.035967, 0.998870, 9.171286, 74497.929600, 50878, 91712.856776,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS1825/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,1925,4340.274394,4346.036943, 87.647027, 0.998990, 11.409400, 77903.520300, 52960, 114094.001130,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS1925/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,2025,20130.340000,21013.430434, 72.585829, 0.999110, 13.776794, 81271.685900, 54907, 137767.937694,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS2025/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,225,4536.741872,4543.171795, 855.386630, 0.959070, 1.169062, 11993.789900, 10103, 11690.619945,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS225/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,25,1119035.240674,1178126.846274, 2694.095168, 0.729740, 0.371182, 1983.321900, 1639, 3711.821363,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS25/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,325,4519.462335,4525.122052, 634.647718, 0.974710, 1.575677, 16622.199500, 13586, 15756.772949,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS325/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,425,19507.957172,20311.141396, 305.960470, 0.982870, 3.268396, 21081.942000, 16753, 32683.960752,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS425/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,525,21881.722324,22760.849194, 279.081155, 0.987730, 3.583187, 25403.717100, 19682, 35831.871212,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS525/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,625,12361.180917,13205.734882, 227.500317, 0.990860, 4.395598, 29617.188800, 22450, 43955.982644,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS625/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,725,6924.888506,7752.302224, 182.735335, 0.993310, 5.472395, 33728.644000, 25312, 54723.953549,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS725/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,825,23124.939667,23973.611452, 181.528010, 0.994790, 5.508792, 37748.424900, 27724, 55087.917326,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS825/full/run_stdout_1.log,1
full,0,0,0,0,0,0,0,59,5,763,925,23259.996966,24112.253533, 151.405128, 0.995760, 6.604796, 41694.492900, 30105, 66047.961249,results/ablation_20251206_022555/params_M59_ML5_EFC763_EFS925/full/run_stdout_1.log,1
