NUM_CENTROIDS,KMEANS_ITER,NPROBE,RECALL_mean,RECALL_std,ELAPSED_s_mean,AVG_QUERY_TIME_MS_mean,runs
52,12,957,0.9920453846153846,0.003074615464803702,745.8461538461538,4.322902846153847,13
59,5,763,0.9917469230769231,0.0030647141917188566,758.9230769230769,2.7775696923076927,13
33,5,511,0.9897983333333333,0.003820432705938711,963.25,2.6854058333333337,12
32,5,530,0.9896900000000001,0.0038154903573022823,963.0769230769231,2.734708692307692,13
55,11,1286,0.9845392307692307,0.007206915037585402,548.0769230769231,2.101939923076923,13
70,1,1096,0.9845207692307691,0.0071546132687686555,547.7692307692307,2.1414103846153845,13
82,13,985,0.9840915384615384,0.007307449219978492,550.8461538461538,2.086823,13
44,4,1409,0.9836376923076924,0.007413881297770841,561.5384615384615,2.0746437692307693,13
67,6,985,0.9835723076923077,0.007014425794800966,558.3076923076923,2.073437923076923,13
51,10,944,0.9835592307692308,0.007221271196424277,561.6153846153846,1.9892438461538462,13
19,14,770,0.9816815384615385,0.0033706894600210708,1204.4615384615386,2.421818230769231,13
58,8,455,0.9816623076923077,0.007802610838522956,630.6153846153846,1.9544803076923076,13
80,11,1301,0.9814053846153846,0.010366444758116303,504.61538461538464,2.0342566153846153,13
56,4,1465,0.0,0.0,2000.0,99999.0,2
57,16,1559,0.0,0.0,2000.0,99999.0,2
84,10,1576,0.0,0.0,2000.0,99999.0,2
