timestamp,study_name,trial_id,m,efc,efs,K,avg_recall,avg_time_ms,build_time_ms,reward_score,status
2025-11-27T22:22:18.901231,hnsw_adaptive_v3,186,34,19,973,183,10,0.9378,0.849749,1358321.526016,-712.4999999999999,COMPLETE
2025-11-27T22:33:54.485723,hnsw_adaptive_v3,187,48,20,465,623,10,0.98632,2.756798,665038.527768,363.3416711692333,COMPLETE
2025-11-27T22:43:46.168835,hnsw_adaptive_v3,188,39,20,429,152,10,0.91854,0.666716,582567.074746,-808.7999999999996,COMPLETE
2025-11-27T23:07:34.558367,hnsw_adaptive_v3,189,40,14,926,534,10,0.98658,2.555137,1400885.267001,391.99644717132577,COMPLETE
2025-11-27T23:21:35.519755,hnsw_adaptive_v3,190,58,18,543,506,10,0.98383,2.429388,814116.303396,411.9793025914346,COMPLETE
2025-11-27T23:38:34.295932,hnsw_adaptive_v3,191,56,19,623,615,10,0.98938,3.057919,985182.176081,327.9277804454598,COMPLETE
2025-11-27T23:51:57.560235,hnsw_adaptive_v3,192,54,18,526,336,10,0.97037,1.545718,787365.745596,-549.65,COMPLETE
2025-11-28T00:15:33.521898,hnsw_adaptive_v3,193,39,16,929,366,10,0.97511,1.733208,1396373.291117,-525.9499999999996,COMPLETE
2025-11-28T00:38:00.581080,hnsw_adaptive_v3,194,32,13,992,535,10,0.98169,2.339798,1319524.342278,427.5263214696311,COMPLETE
2025-11-28T00:48:10.875789,hnsw_adaptive_v3,195,64,16,418,445,10,0.9765,2.002569,588099.072097,-518.9999999999995,COMPLETE
2025-11-28T00:56:28.528711,hnsw_adaptive_v3,196,39,19,364,546,10,0.97764,2.19005,471137.871845,-513.3,COMPLETE
2025-11-28T01:11:58.340933,hnsw_adaptive_v3,197,21,8,975,617,10,0.97001,2.122733,904192.4787,-551.4499999999996,COMPLETE
2025-11-28T01:30:07.218666,hnsw_adaptive_v3,198,27,13,932,159,10,0.91596,0.695321,1080066.268457,-821.6999999999998,COMPLETE
2025-11-28T01:54:51.046475,hnsw_adaptive_v3,199,38,14,976,723,10,0.99165,3.509815,1447379.536221,286.0503018036563,COMPLETE
2025-11-28T02:14:12.695089,hnsw_adaptive_v3,200,63,18,704,382,10,0.9789,2.000494,1139331.18971,-506.9999999999998,COMPLETE
2025-11-28T02:25:10.833646,hnsw_adaptive_v3,201,37,20,468,603,10,0.9833,2.551277,628026.612381,392.2605750375205,COMPLETE
2025-11-28T02:35:18.151113,hnsw_adaptive_v3,202,35,19,445,603,10,0.98167,2.546303,580438.382102,392.86323878619316,COMPLETE
2025-11-28T02:59:08.141708,hnsw_adaptive_v3,203,46,12,881,232,10,0.95964,1.245403,1412811.950941,-603.2999999999995,COMPLETE
2025-11-28T03:07:46.785480,hnsw_adaptive_v3,204,32,19,396,750,10,0.98394,3.023853,486962.978865,331.067906572178,COMPLETE
2025-11-28T03:33:30.584017,hnsw_adaptive_v3,205,39,17,999,585,10,0.98828,2.858906,1513385.614829,350.5821482021444,COMPLETE
2025-11-28T03:46:38.182007,hnsw_adaptive_v3,206,35,12,542,1167,10,0.99421,5.092855,733694.244684,197.7445188023221,COMPLETE
2025-11-28T03:59:23.002958,hnsw_adaptive_v3,207,59,19,494,588,10,0.98637,2.746942,735185.336215,364.64817742566095,COMPLETE
2025-11-28T04:26:04.910838,hnsw_adaptive_v3,208,49,16,959,214,10,0.95775,1.182252,1587731.20923,-612.7499999999998,COMPLETE
2025-11-28T04:37:01.700760,hnsw_adaptive_v3,209,38,19,461,679,10,0.98587,2.969116,625836.664838,337.35758306916944,COMPLETE
2025-11-28T05:02:34.431994,hnsw_adaptive_v3,210,43,11,951,525,10,0.98714,2.69885,1503576.447679,371.2121879318969,COMPLETE
2025-11-28T05:12:19.877210,hnsw_adaptive_v3,211,31,18,457,385,10,0.96446,1.579867,568429.556919,-579.1999999999998,COMPLETE
2025-11-28T05:27:01.222208,hnsw_adaptive_v3,212,38,20,605,445,10,0.97716,2.009362,856879.258545,-515.6999999999996,COMPLETE
2025-11-28T05:37:58.419874,hnsw_adaptive_v3,213,52,14,439,697,10,0.98837,3.235512,625612.832402,309.87709462490017,COMPLETE
2025-11-28T05:56:45.074995,hnsw_adaptive_v3,214,49,20,696,495,10,0.9848,2.504005,1099231.22067,399.8102249196787,COMPLETE
2025-11-28T06:14:49.930630,hnsw_adaptive_v3,215,27,12,904,544,10,0.97647,2.222469,1060913.648523,-519.15,COMPLETE
2025-11-28T06:37:50.759265,hnsw_adaptive_v3,216,52,18,826,488,10,0.98615,2.582482,1352641.22292,387.8093833645307,COMPLETE
2025-11-28T06:53:15.842222,hnsw_adaptive_v3,217,46,19,594,552,10,0.98555,2.684418,896562.56259,373.04522598566996,COMPLETE
2025-11-28T07:15:32.081164,hnsw_adaptive_v3,218,35,14,923,421,10,0.97722,1.967467,1312264.677208,-515.3999999999999,COMPLETE
2025-11-28T07:22:54.911113,hnsw_adaptive_v3,219,41,20,318,1061,10,0.99037,4.2899,401500.072406,234.11266679875988,COMPLETE
2025-11-28T07:39:25.422127,hnsw_adaptive_v3,220,63,15,612,604,10,0.98907,2.99105,961589.251197,335.20775341435285,COMPLETE
2025-11-28T08:06:05.537884,hnsw_adaptive_v3,221,52,18,931,877,10,0.99566,4.668138,1551884.895926,215.75417435559962,COMPLETE
2025-11-28T08:23:05.076045,hnsw_adaptive_v3,222,51,19,643,224,10,0.95516,1.174589,1006010.3896,-625.6999999999997,COMPLETE
2025-11-28T08:42:25.783871,hnsw_adaptive_v3,223,51,19,707,734,10,0.99282,3.706551,1123879.973247,271.04459154939457,COMPLETE
2025-11-28T11:08:53.726791,hnsw_adaptive_v3,186,63,17,577,84,10,0.88185,0.469003,748335.790505,-992.2499999999997,COMPLETE
2025-11-28T11:14:07.738811,hnsw_adaptive_v3,187,48,19,285,432,10,0.96671,1.640413,293482.974199,-567.9499999999999,COMPLETE
2025-11-28T11:30:03.922140,hnsw_adaptive_v3,188,64,19,685,635,10,0.99059,3.155538,918715.323596,317.9321715035598,COMPLETE
2025-11-28T11:55:55.934231,hnsw_adaptive_v3,189,41,12,1160,291,10,0.96934,1.480016,1530068.816909,-554.7999999999998,COMPLETE
2025-11-28T19:24:53.665780,199,48,4,600,300,857473.7869,-66.0,11.75382433,19149456.138
2025-11-28T19:24:53.677682,201,50,10,828,456,0.9845,2.338655,1316739.015,8552.014076018053
2025-11-28T19:24:53.679995,202,32,13,992,535,0.98169,2.339798,1319524.342,8547.780229392622
2025-11-28T19:24:53.682634,204,58,18,543,506,0.98383,2.429388,814116.3034,8232.602651828693
2025-11-28T19:24:53.686209,206,52,14,624,539,0.98645,2.466438,937539.3746,8108.9888213293825
2025-11-28T19:24:53.692263,207,0,16,0,0,0.98523,2.370531,690134.9098,8437.032866282954
2025-11-28T19:24:53.691147,209,56,14,884,477,0.98669,2.511323,1433264.217,7964.063569288936
2025-11-28T19:24:53.691244,205,62,6,580,410,0.987,2.462,0.0,8123.616848090983
2025-11-28T19:24:53.688299,203,0,16,0,0,0.98523,2.370531,690134.9098,8437.032866282954
2025-11-28T19:24:53.690021,208,49,20,696,495,0.9848,2.504005,1099231.221,7987.300498393573
2025-11-28T19:24:53.692887,212,37,20,468,603,0.9833,2.551277,628026.6124,7839.277500750409
2025-11-28T19:24:53.720645,211,35,19,445,603,0.98167,2.546303,580438.3821,7854.558175723863
2025-11-28T19:24:53.714558,210,52,15,981,476,0.98702,2.5205,1590818.048,7935.073944931561
2025-11-28T19:24:53.725287,213,40,14,926,534,0.98658,2.555137,1400885.267,7827.500543426516
2025-11-28T19:24:53.857412,215,52,15,990,515,0.98866,2.695639,1618611.057,7419.564297991979
2025-11-28T19:24:53.858067,216,43,11,951,525,0.98714,2.69885,1503576.448,7410.706558637938
2025-11-28T19:24:53.859665,217,48,20,465,623,0.98632,2.756798,665038.5278,7254.919823384666
2025-11-28T19:24:53.859782,214,48,14,778,537,0.98753,2.617473,1203588.746,7641.10811895053
2025-11-28T19:25:00.458583,200,32,5,400,400,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:25:00.459196,198,41,4,967,433,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:26:26.508174,181,48,4,600,300,-66.0,11.75382433,19149456.138,-1000000000.0
2025-11-28T19:26:26.516500,180,41,4,967,433,99999.0,99999.0,-1000000000.0,1999960.600002
2025-11-28T19:26:26.523921,186,58,18,543,506,2.429388,814116.3034,8232.602651828693,29.01232651453419
2025-11-28T19:26:26.510535,182,32,5,400,400,99999.0,99999.0,-1000000000.0,1999960.600002
2025-11-28T19:26:26.519607,184,32,13,992,535,2.339798,1319524.342,8547.780229392622,27.211116976922217
2025-11-28T19:26:26.544472,189,0,16,0,0,2.370531,690134.9098,8437.032866282954,27.839599841065855
2025-11-28T19:26:26.541793,188,52,14,624,539,2.466438,937539.3746,8108.9888213293825,29.750092437380065
2025-11-28T19:26:26.559609,193,35,19,445,603,2.546303,580438.3821,7854.558175723863,31.36051671516008
2025-11-28T19:26:26.542884,187,62,6,580,410,2.462,0.0,8123.616848090983,2000029.64
2025-11-28T19:26:26.538125,183,50,10,828,456,2.338655,1316739.015,8552.014076018053,27.188289038808882
2025-11-28T19:26:26.542074,185,0,16,0,0,2.370531,690134.9098,8437.032866282954,27.839599841065855
2025-11-28T19:26:26.543951,191,56,14,884,477,2.511323,1433264.217,7964.063569288936,30.640414161251485
2025-11-28T19:26:26.553491,194,37,20,468,603,2.551277,628026.6124,7839.277500750409,31.457385784247215
2025-11-28T19:26:26.566158,190,49,20,696,495,2.504005,1099231.221,7987.300498393573,30.498294534159793
2025-11-28T19:26:26.580181,192,52,15,981,476,2.5205,1590818.048,7935.073944931561,30.822572148037388
2025-11-28T19:26:26.677429,195,40,14,926,534,2.555137,1400885.267,7827.500543426516,31.517016686657456
2025-11-28T19:26:26.702529,196,52,18,826,488,0.98615,2.582482,1352641.223,7744.6106672906135
2025-11-28T19:26:26.710970,199,52,15,990,515,2.695639,1618611.057,7419.564297991979,34.32513627293753
2025-11-28T19:26:26.709407,201,59,19,494,588,0.98637,2.746942,735185.3362,7280.950948513219
2025-11-28T19:26:26.709120,197,48,14,778,537,2.617473,1203588.746,7641.10811895053,32.76607697159139
2025-11-28T19:26:26.710795,200,43,11,951,525,2.69885,1503576.448,7410.706558637938,34.39030161830255
2025-11-28T19:26:26.727416,202,48,20,465,623,2.756798,665038.5278,7254.919823384666,35.566033445618494
2025-11-28T19:26:26.726831,198,46,19,594,552,0.98555,2.684418,896562.5626,7450.515519713398
2025-11-28T19:26:56.379115,203,42,15,661,384,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:26:56.384236,208,51,13,706,574,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:26:59.194449,210,62,13,222,704,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:04.614817,205,55,3,387,328,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:07.107754,222,49,10,343,427,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:07.107712,221,36,10,388,590,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:07.111712,219,62,17,421,328,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:07.111916,220,36,12,290,665,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.036641,209,25,5,691,261,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.249207,212,63,8,686,228,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.285369,218,62,6,664,276,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.289976,211,63,5,208,243,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.308728,217,36,9,686,145,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.326187,204,45,10,229,277,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.324082,214,60,7,796,59,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.421490,216,61,9,749,601,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:09.132150,213,64,9,258,157,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:09.138332,207,52,7,617,76,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:09.138413,206,52,14,205,68,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:09.172104,215,47,12,715,558,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:28:54.491431,158,48,4,600,300,11.75382433,19149456.138,-1000000000.0,215.4775310160845
2025-11-28T19:28:54.492564,159,32,5,400,400,99999.0,-1000000000.0,1999960.600002,3999960.4000000004
2025-11-28T19:28:54.504246,164,58,18,543,506,814116.3034,8232.602651828693,29.01232651453419,16282308.897365397
2025-11-28T19:28:54.496314,162,51,10,656,508,0.98528,2.350059,1008196.597,8510.530231892222
2025-11-28T19:28:54.502091,157,41,4,967,433,99999.0,-1000000000.0,1999960.600002,3999960.4000000004
2025-11-28T19:28:54.525555,161,32,13,992,535,1319524.342,8547.780229392622,27.211116976922217,26390469.579788744
2025-11-28T19:28:54.527712,167,0,16,0,0,690134.9098,8437.032866282954,27.839599841065855,13802680.966501612
2025-11-28T19:28:54.527542,169,56,14,884,477,1433264.217,7964.063569288936,30.640414161251485,28665267.251280807
2025-11-28T19:28:54.528427,172,37,20,468,603,628026.6124,7839.277500750409,31.457385784247215,12560515.19925552
2025-11-28T19:28:54.539754,160,50,10,828,456,1316739.015,8552.014076018053,27.188289038808882,26334763.03863039
2025-11-28T19:28:54.527319,165,62,6,580,410,0.0,8123.616848090983,2000029.64,-1000000000.0
2025-11-28T19:28:54.539880,170,52,15,981,476,1590818.048,7935.073944931561,30.822572148037388,31816343.880455405
2025-11-28T19:28:54.539993,168,49,20,696,495,1099231.221,7987.300498393573,30.498294534159793,21984607.323974904
2025-11-28T19:28:54.540059,163,0,16,0,0,690134.9098,8437.032866282954,27.839599841065855,13802680.966501612
2025-11-28T19:28:54.540128,174,52,18,826,488,2.582482,1352641.223,7744.6106672906135,32.06442588679683
2025-11-28T19:28:54.539948,166,52,14,624,539,937539.3746,8108.9888213293825,29.750092437380065,18750770.358398765
2025-11-28T19:28:54.539836,171,35,19,445,603,580438.3821,7854.558175723863,31.36051671516008,11608750.588292174
2025-11-28T19:28:54.540149,173,40,14,926,534,1400885.267,7827.500543426516,31.517016686657456,28017688.295094043
2025-11-28T19:28:54.745986,175,48,14,778,537,1203588.746,7641.10811895053,32.76607697159139,24071757.93742141
2025-11-28T19:28:54.747152,177,46,19,594,552,2.684418,896562.5626,7450.515519713398,34.11066742263206
2025-11-28T19:28:54.756235,182,47,10,716,586,0.98843,2.837493,1093685.73,7048.644138089434
2025-11-28T19:28:54.749416,178,52,15,990,515,1618611.057,7419.564297991979,34.32513627293753,32372204.235576075
2025-11-28T19:28:54.754247,180,59,19,494,588,2.746942,735185.3362,7280.950948513219,35.36604402463871
2025-11-28T19:28:54.755442,184,32,5,400,400,99999.0,-1000000000.0,1999960.600002,3999960.4000000004
2025-11-28T19:28:54.757770,179,43,11,951,525,1503576.448,7410.706558637938,34.39030161830255,30071512.058797996
2025-11-28T19:28:54.752345,176,54,11,743,532,0.98748,2.641151,1175995.54,7572.60569963232
2025-11-28T19:28:54.751208,181,48,20,465,623,665038.5278,7254.919823384666,35.566033445618494,13300753.71274997
2025-11-28T19:28:54.752311,183,41,4,967,433,99999.0,-1000000000.0,1999960.600002,3999960.4000000004
2025-11-28T19:29:24.928187,188,55,20,152,52,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:24.957170,193,57,20,150,487,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:24.844392,185,56,20,160,469,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:24.854381,189,56,20,165,54,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:25.855064,200,54,19,162,51,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.835292,197,56,20,155,62,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.840282,198,54,19,152,57,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.880738,194,54,20,157,55,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.937564,191,54,20,154,81,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.979170,195,56,19,774,74,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.981901,196,55,20,772,68,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.985128,186,55,19,182,61,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.994113,190,56,20,167,55,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.992019,187,55,20,175,475,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.994486,199,55,19,155,56,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.989559,192,54,20,152,52,0.0,99999.0,99999.0,-1000000000.0
