timestamp,step,type,C,P,I,recall,time_ms,reward,neighbor_index,event
2025-11-23 11:59:11,1,current,5022,1064,16,.988900,5.400000,170.206971,,
2025-11-23 11:59:11,1,best,5022,1064,16,.988900,5.400000,170.206971,,***NEW_BEST(current)***
2025-11-23 11:59:11,1,neighbor,5524,1064,16,.985700,4.940000,150.616926,1,
2025-11-23 11:59:11,1,neighbor,4520,1064,16,.988600,5.760000,156.125099,2,
2025-11-23 11:59:11,1,neighbor,5022,1197,16,.991100,5.835000,171.379605,3,
2025-11-23 11:59:11,1,best,5022,1197,16,.991100,5.835000,171.379605,3,***NEW_BEST(neighbor)***
2025-11-23 11:59:11,1,neighbor,5022,931,16,.985100,5.165000,139.088248,4,
2025-11-23 11:59:11,1,neighbor,5524,1197,16,.989000,5.455000,169.738940,5,
2025-11-23 11:59:11,1,neighbor,5524,931,16,.981600,4.445000,134.552558,6,
2025-11-23 11:59:11,1,neighbor,4520,1197,16,.990500,5.725000,174.672489,7,
2025-11-23 11:59:11,1,best,4520,1197,16,.990500,5.725000,174.672489,7,***NEW_BEST(neighbor)***
2025-11-23 11:59:11,1,neighbor,4520,931,16,.986100,5.570000,136.839339,8,
