variant,csr,prefetch,simd,pruning,heap,build_time_internal_ms,build_time_local_ms,queries_per_sec,avg_recall,avg_query_time_ms,avg_dists,last_query_dists,total_query_time_ms,log_file,run_index
baseline,0,0,0,0,0,3373.544976,3379.030190, 2642.576101, 0.872960, 0.378419, 0.000000, 0, 3784.186195,results/ablation_20251203_121917/baseline/run_20251203_121923_186.log
1,,,,,,,,,,,,,,
