NUM_CENTROIDS,KMEANS_ITER,NPROBE,RECALL_mean,ELAPSED_mean,AVG_QUERY_TIME_MS_mean,INDEX_BUILD_TIME_s_mean,runs
19,14,770,0.9816815384615385,1204.4615384615386,2.421818230769231,39748.27016823077,13
32,5,530,0.9896900000000001,963.0769230769231,2.734708692307692,3918.966910153846,13
33,5,511,0.9897983333333333,963.25,2.6854058333333337,3967.4948010833336,12
44,4,1409,0.9836376923076924,561.5384615384615,2.0746437692307693,140165.72994184616,13
51,10,944,0.9835592307692308,561.6153846153846,1.9892438461538462,93888.49037392306,13
52,12,957,0.9920453846153846,745.8461538461538,4.322902846153847,117699.67926246155,13
55,11,1286,0.9845392307692307,548.0769230769231,2.101939923076923,136649.34700038462,13
56,4,1465,0.0,2000.0,99999.0,99999.0,2
57,16,1559,0.0,2000.0,99999.0,99999.0,2
58,8,455,0.9816623076923077,630.6153846153846,1.9544803076923076,39688.67859538461,13
59,5,763,0.9917469230769231,758.9230769230769,2.7775696923076927,4416.006797615385,13
67,6,985,0.9835723076923077,558.3076923076923,2.073437923076923,104458.43604484614,13
70,1,1096,0.9845207692307691,547.7692307692307,2.1414103846153845,119332.79335276924,13
80,11,1301,0.9814053846153846,504.61538461538464,2.0342566153846153,144717.0494136923,13
82,13,985,0.9840915384615384,550.8461538461538,2.086823,104350.7991516923,13
84,10,1576,0.0,2000.0,99999.0,99999.0,2
