STAMP,NUM_CENTROIDS,KMEANS_ITER,NPROBE,STATUS,ELAPSED_s,RECALL,AVG_QUERY_TIME_ms,INDEX_BUILD_TIME_s
c945_i6_p236,945,6,236,OK,NA,0.9772,12.76,18.0
c1110_i7_p277,1110,7,277,OK,NA,0.978,15.69,24.0
c8192_i8_p2048,8192,8,2048,ERROR_-9,NA,NA,NA,NA
c946_i6_p277,946,6,277,OK,NA,0.9837,13.29,21.0
c1109_i6_p236,1109,6,236,OK,NA,0.9743,6.7,25.0
c947_i6_p277,947,6,277,OK,NA,0.9834,10.57,22.0
c1108_i6_p237,1108,6,237,OK,NA,0.9744,8.73,24.0
c1107_i6_p237,1107,6,237,OK,NA,0.9745,10.2,21.0
c1106_i6_p237,1106,6,237,OK,NA,0.9746,9.29,19.0
c948_i6_p277,948,6,277,OK,NA,0.9838,10.78,20.0
c1106_i6_p276,1106,6,276,OK,NA,0.9791,11.51,21.0
c948_i6_p237,948,6,237,OK,NA,0.977,15.85,22.0
c949_i6_p276,949,6,276,OK,NA,0.9836,15.35,19.0
c1105_i6_p237,1105,6,237,OK,NA,0.9748,8.68,21.0
c950_i6_p276,950,6,276,OK,NA,0.9834,14.04,22.0
c1104_i6_p237,1104,6,237,OK,NA,0.9744,10.25,21.0
c1104_i6_p238,1104,6,238,OK,NA,0.9746,13.28,22.0
c1103_i6_p238,1103,6,238,OK,NA,0.9745,8.56,23.0
c951_i6_p276,951,6,276,OK,NA,0.9835,17.4,18.0
c951_i6_p238,951,6,238,OK,NA,0.977,13.32,18.0
c1102_i6_p276,1102,6,276,OK,NA,0.9786,15.58,21.0
c952_i6_p276,952,6,276,OK,NA,0.9839,14.32,21.0
c1102_i6_p238,1102,6,238,OK,NA,0.9742,10.9,23.0
c952_i6_p275,952,6,275,OK,NA,0.9836,14.74,18.0
c1101_i6_p238,1101,6,238,OK,NA,0.974,13.63,23.0
c1024_i6_p256,1024,6,256,OK,NA,0.9772,15.53,22.0
c1047_i5_p251,1047,5,251,OK,NA,0.9737,9.41,22.0
c857_i7_p306,857,7,306,OK,NA,0.9882,20.65,20.0
c1040_i7_p252,1040,7,252,OK,NA,0.9756,9.65,28.0
c863_i5_p304,863,5,304,OK,NA,0.9845,18.51,16.0
c32_i4_p2048,32,4,2048,OK,NA,1.0,42.14,3.0
c35_i4_p1872,35,4,1872,OK,NA,1.0,48.27,3.0
c32_i8_p2048,32,8,2048,OK,NA,1.0,46.74,4.0
c35_i4_p1877,35,4,1877,OK,NA,1.0,50.22,3.0
c32_i4_p1881,32,4,1881,OK,NA,1.0,43.87,3.0
c35_i4_p2048,35,4,2048,OK,NA,1.0,49.44,3.0
c32_i4_p4,32,4,4,OK,NA,0.8139,10.89,1.0
c947_i6_p277,947,6,277,OK,NA,0.9834,13.1,22.0
c947_i6_p277,947,6,277,OK,NA,0.9834,13.67,35.0
c1041_i6_p277,1041,6,277,OK,NA,0.9799,13.89,24.0
c852_i6_p277,852,6,277,OK,NA,0.9864,15.9,19.0
c947_i6_p318,947,6,318,OK,NA,0.9878,16.28,22.0
c947_i6_p235,947,6,235,OK,NA,0.9765,13.07,21.0
c947_i7_p277,947,7,277,OK,NA,0.9821,15.59,23.0
c947_i5_p277,947,5,277,OK,NA,0.9802,14.92,19.0
c1075_i6_p335,1075,6,335,OK,NA,0.9868,16.82,27.0
c890_i6_p254,890,6,254,OK,NA,0.9828,14.88,23.0
c882_i6_p327,882,6,327,OK,NA,0.9899,19.22,19.0
c1089_i6_p277,1089,6,277,OK,NA,0.979,13.02,27.0
c804_i6_p277,804,6,277,OK,NA,0.9876,18.22,18.0
c947_i6_p339,947,6,339,OK,NA,0.99,16.79,20.0
c947_i6_p214,947,6,214,OK,NA,0.9737,11.93,21.0
c1047_i6_p366,1047,6,366,OK,NA,0.9903,19.03,22.0
c1106_i6_p197,1106,6,197,OK,NA,0.9643,9.28,26.0
c809_i6_p193,809,6,193,OK,NA,0.9756,12.04,21.0
c947_i6_p277,947,6,277,OK,NA,0.9834,12.98,19.0
c1041_i6_p277,1041,6,277,OK,NA,0.9799,12.2,25.0
c947_i6_p277,947,6,277,OK,NA,0.9834,13.13,21.0
c994_i6_p277,994,6,277,OK,NA,0.9815,15.09,22.0
c899_i6_p277,899,6,277,OK,NA,0.9849,17.26,19.0
c947_i6_p318,947,6,318,OK,NA,0.9878,20.28,21.0
