timestamp,study_name,trial_id,m,max_layer,efc,efs,K,avg_recall,avg_time_ms,build_time_ms,reward_score,status
2025-12-02T03:36:32.508709,hnsw_constrained_v4,14,27,4,416,133,10,0.89434,0.3575,427753.376255,957600.00,COMPLETE
2025-12-02T04:02:20.959959,hnsw_constrained_v4,15,53,20,970,1005,10,0.99678,3.187901,1498353.000069,3.19,COMPLETE
2025-12-02T04:24:58.004167,hnsw_constrained_v4,16,42,18,946,880,10,0.99478,2.618121,1321853.207678,2.62,COMPLETE
2025-12-02T04:41:17.877108,hnsw_constrained_v4,17,32,15,789,1471,10,0.99653,3.511518,936608.789761,3.51,COMPLETE
2025-12-02T04:58:46.053639,hnsw_constrained_v4,18,28,20,920,954,10,0.99033,2.521373,1014417.58138,2.52,COMPLETE
2025-12-02T05:09:32.200457,hnsw_constrained_v4,19,18,20,894,409,10,0.94322,0.813594,629011.253371,468800.00,COMPLETE
2025-12-02T05:19:35.796376,hnsw_constrained_v4,20,17,20,855,1534,10,0.98262,2.422561,572819.644825,2.42,COMPLETE
2025-12-02T05:32:34.407846,hnsw_constrained_v4,21,27,1,733,367,10,0.96075,0.923029,760103.755209,293500.00,COMPLETE
2025-12-02T05:58:03.167411,hnsw_constrained_v4,22,51,18,968,1153,10,0.99761,3.677964,1479579.382759,3.68,COMPLETE
2025-12-02T06:12:41.614736,hnsw_constrained_v4,23,21,20,993,1656,10,0.99173,3.033498,839214.841776,3.03,COMPLETE
2025-12-02T06:25:21.105433,hnsw_constrained_v4,24,23,17,809,1074,10,0.98684,2.148778,729774.206771,2.15,COMPLETE
2025-12-02T06:40:13.288988,hnsw_constrained_v4,25,44,15,649,115,10,0.90932,0.420442,880317.075882,807800.00,COMPLETE
2025-12-02T06:51:49.957404,hnsw_constrained_v4,26,20,16,843,1384,10,0.98732,2.518737,663134.661627,2.52,COMPLETE
2025-12-02T06:58:19.854703,hnsw_constrained_v4,27,17,19,509,1797,10,0.98343,2.728888,355716.15973,2.73,COMPLETE
2025-12-02T07:10:50.780799,hnsw_constrained_v4,28,44,19,567,552,10,0.22389,1.466257,726230.101418,7662100.00,COMPLETE
2025-12-02T07:18:48.332617,hnsw_constrained_v4,29,26,16,466,479,10,0.96673,1.04917,460524.981741,233700.00,COMPLETE
2025-12-02T07:26:52.474139,hnsw_constrained_v4,30,17,20,674,1388,10,0.98,2.199817,453810.768324,10100.00,COMPLETE
2025-12-02T07:41:36.777656,hnsw_constrained_v4,31,23,15,934,1200,10,0.98903,2.48471,851370.358538,2.48,COMPLETE
2025-12-02T08:02:45.345877,hnsw_constrained_v4,32,34,9,963,1282,10,0.99659,3.621966,1223863.53371,3.62,COMPLETE
2025-12-02T08:04:28.764758,hnsw_constrained_v4,33,32,2,101,1479,10,0.97229,2.197643,72659.20408,89050.00,COMPLETE
2025-12-02T08:18:24.402080,hnsw_constrained_v4,34,33,16,659,1013,10,0.99265,2.76931,799707.492953,2.77,COMPLETE
2025-12-02T08:29:27.697565,hnsw_constrained_v4,35,19,16,808,898,10,0.97525,1.768619,636476.655004,14850.00,COMPLETE
2025-12-02T08:39:41.149841,hnsw_cmaes_v5,36,41,14,311,789,10,0.98465,2.104406,376750.564041,2.10,COMPLETE
2025-12-02T08:52:55.063196,hnsw_cmaes_v5,37,36,13,569,656,10,0.98655,1.842715,767572.514838,1.84,COMPLETE
2025-12-02T09:09:14.607360,hnsw_cmaes_v5,38,48,11,647,960,10,0.99519,3.171492,939269.630957,3.17,COMPLETE
2025-12-02T09:24:06.835549,hnsw_cmaes_v5,39,51,7,603,457,10,0.98153,1.392388,868922.296256,1.39,COMPLETE
2025-12-02T09:43:59.689749,hnsw_cmaes_v5,40,50,5,772,1531,10,0.9984,4.358364,1139535.90076,4.36,COMPLETE
2025-12-02T09:56:22.988073,hnsw_cmaes_v5,41,31,11,604,572,10,0.98019,1.53914,718522.941835,1.54,COMPLETE
2025-12-02T10:14:53.738563,hnsw_cmaes_v5,42,52,14,687,1286,10,0.99742,3.830332,1062678.402523,3.83,COMPLETE
2025-12-02T10:23:46.239149,hnsw_cmaes_v5,43,54,9,384,1250,10,0.9745,3.127147,491219.905393,78000.00,COMPLETE
2025-12-02T10:37:08.442933,hnsw_cmaes_v5,44,39,10,594,375,10,0.97217,1.117465,783147.534946,89650.00,COMPLETE
2025-12-02T10:51:05.303612,hnsw_cmaes_v5,45,45,7,591,255,10,0.95822,0.820371,820242.485346,318800.00,COMPLETE
2025-12-02T11:06:21.718384,hnsw_cmaes_v5,46,46,10,629,913,10,0.99419,2.866104,880573.01572,2.87,COMPLETE
2025-12-02T11:31:32.084207,hnsw_cmaes_v5,47,51,7,963,149,10,0.93631,0.602108,1494965.524058,537900.00,COMPLETE
2025-12-02T11:45:30.739874,hnsw_cmaes_v5,48,56,13,590,178,10,0.94098,0.613112,824160.89601,491200.00,COMPLETE
2025-12-02T11:56:08.758721,hnsw_cmaes_v5,49,48,4,473,540,10,0.98349,1.631422,609715.431277,1.63,COMPLETE
2025-12-02T12:04:08.732638,hnsw_cmaes_v5,50,52,13,363,1068,10,0.99298,2.7263,443849.487576,2.73,COMPLETE
2025-12-02T12:16:22.234825,hnsw_cmaes_v5,51,48,13,529,666,10,0.98907,1.906101,705821.145751,1.91,COMPLETE
2025-12-02T12:23:30.024782,hnsw_cmaes_v5,52,38,4,342,889,10,0.98786,2.374617,397617.990276,2.37,COMPLETE
2025-12-02T12:36:43.328046,hnsw_cmaes_v5,53,47,14,543,1010,10,0.99454,2.833417,754917.197774,2.83,COMPLETE
2025-12-02T12:50:19.282243,hnsw_cmaes_v5,54,42,16,589,895,10,0.99313,2.552285,782809.381434,2.55,COMPLETE
2025-12-02T13:04:47.315929,hnsw_cmaes_v5,55,39,10,641,750,10,0.99063,2.09939,839177.238673,2.10,COMPLETE
2025-12-02T13:11:35.675495,hnsw_cmaes_v5,56,41,12,327,1189,10,0.99238,2.804,371306.774137,2.80,COMPLETE
2025-12-02T13:21:21.330957,hnsw_cmaes_v5,57,49,7,433,914,10,0.99217,2.386406,553319.023214,2.39,COMPLETE
2025-12-02T13:31:18.864147,hnsw_cmaes_v5,58,53,8,437,828,10,0.99105,2.211718,566785.337514,2.21,COMPLETE
2025-12-02T13:43:58.978789,hnsw_cmaes_v5,59,45,11,533,713,10,0.98995,1.994274,731787.694709,1.99,COMPLETE
2025-12-02T13:58:34.602085,hnsw_cmaes_v5,60,49,8,603,709,10,0.99127,2.108138,846804.562664,2.11,COMPLETE
2025-12-02T14:09:49.851082,hnsw_cmaes_v5,61,50,11,496,440,10,0.97843,1.31755,652506.692355,11670.00,COMPLETE
2025-12-02T14:23:58.558336,hnsw_cmaes_v5,62,44,13,609,676,10,0.98997,1.957273,820722.76883,1.96,COMPLETE
2025-12-02T14:32:54.668761,hnsw_cmaes_v5,63,40,9,419,785,10,0.98813,2.031741,507788.442585,2.03,COMPLETE
2025-12-02T14:50:31.650320,hnsw_cmaes_v5,64,45,7,722,624,10,0.98929,1.928352,1029344.039974,1.93,COMPLETE
2025-12-02T15:03:30.657082,hnsw_cmaes_v5,65,49,11,525,790,10,0.9918,2.249619,746698.594233,2.25,COMPLETE
2025-12-02T15:12:13.954269,hnsw_cmaes_v5,66,41,13,404,450,10,0.97361,1.242676,501875.9661,82450.00,COMPLETE
2025-12-02T15:23:27.255774,hnsw_cmaes_v5,67,42,11,510,372,10,0.9715,1.110479,653174.610897,93000.00,COMPLETE
2025-12-02T15:36:27.241857,hnsw_cmaes_v5,68,43,6,570,502,10,0.98254,1.540832,756221.634266,1.54,COMPLETE
2025-12-02T15:52:55.493606,hnsw_cmaes_v5,69,41,8,703,866,10,0.99337,2.526067,954437.563227,2.53,COMPLETE
2025-12-02T16:10:53.555623,hnsw_cmaes_v5,70,39,8,758,543,10,0.9854,1.695134,1053882.149089,1.70,COMPLETE
2025-12-02T16:21:12.634444,hnsw_cmaes_v5,71,42,11,467,562,10,0.98307,1.576011,596240.069353,1.58,COMPLETE
2025-12-02T16:31:04.178755,hnsw_cmaes_v5,72,38,7,451,1239,10,0.99468,3.017473,553643.071514,3.02,COMPLETE
2025-12-02T16:41:52.150886,hnsw_cmaes_v5,73,35,9,504,1113,10,0.9935,3.087279,609337.838725,3.09,COMPLETE
2025-12-02T16:55:23.276448,hnsw_cmaes_v5,74,39,9,596,774,10,0.9908,2.22572,779499.444961,2.23,COMPLETE
2025-12-02T17:10:40.497325,hnsw_cmaes_v5,75,36,10,695,276,10,0.95933,0.868265,899966.20151,307700.00,COMPLETE
2025-12-02T17:24:16.144126,hnsw_cmaes_v5,76,46,8,578,554,10,0.94051,1.639935,790886.527512,495900.00,COMPLETE
2025-12-02T17:36:31.030127,hnsw_cmaes_v5,77,34,11,582,873,10,0.99072,2.233337,704157.444912,2.23,COMPLETE
2025-12-02T17:54:45.720335,hnsw_cmaes_v5,78,32,7,891,720,10,0.98814,1.961687,1067078.002599,1.96,COMPLETE
2025-12-02T18:08:13.119113,hnsw_cmaes_v5,79,46,8,576,679,10,0.98998,2.053281,777843.632931,2.05,COMPLETE
2025-12-02T18:22:37.597003,hnsw_cmaes_v5,80,47,7,596,534,10,0.98516,1.9999,836418.31503,2.00,COMPLETE
2025-12-02T18:33:19.102706,hnsw_cmaes_v5,81,35,9,497,647,10,0.98447,1.74317,615532.581236,1.74,COMPLETE
2025-12-02T18:43:14.071910,hnsw_cmaes_v5,82,38,8,462,739,10,0.98761,1.916804,569055.899428,1.92,COMPLETE
2025-12-02T21:00:19.150675,efs_optimization,-1,51,7,603,268,10,0.96307,0.960893,3580.230568,270300.00,COMPLETE
2025-12-02T21:00:38.081000,efs_optimization,-1,51,7,603,363,10,0.9745,1.302435,3547.07194,78000.00,COMPLETE
2025-12-02T21:00:58.039354,efs_optimization,-1,51,7,603,410,10,0.97846,1.401257,3494.561398,11640.00,COMPLETE
2025-12-02T21:01:21.795098,efs_optimization,-1,51,7,603,434,10,0.98016,1.755403,3564.304354,1.76,COMPLETE
2025-12-02T21:01:44.567714,efs_optimization,-1,51,7,603,422,10,0.97936,1.479261,3789.160405,10740.00,COMPLETE
2025-12-02T21:02:05.418044,efs_optimization,-1,51,7,603,428,10,0.9798,1.495471,3551.130222,10300.00,COMPLETE
2025-12-02T21:02:25.905928,efs_optimization,-1,51,7,603,431,10,0.98,1.448997,3553.528659,10100.00,COMPLETE
2025-12-02T21:02:46.449313,efs_optimization,-1,51,7,603,430,10,0.97991,1.466369,3519.823285,10190.00,COMPLETE
2025-12-02T21:15:28.261628,efs_optimization,-1,31,11,604,326,10,0.9602,1.009062,744446.852958,299000.00,COMPLETE
2025-12-02T21:15:49.457025,efs_optimization,-1,31,11,604,449,10,0.97267,1.275821,4196.199689,87150.00,COMPLETE
2025-12-02T21:16:09.736083,efs_optimization,-1,31,11,604,511,10,0.97698,1.432758,3457.287408,13120.00,COMPLETE
2025-12-02T21:16:30.402456,efs_optimization,-1,31,11,604,542,10,0.97877,1.504761,3286.897723,11330.00,COMPLETE
2025-12-02T21:16:51.301222,efs_optimization,-1,31,11,604,557,10,0.97951,1.526392,3278.993819,10590.00,COMPLETE
2025-12-02T21:17:15.481619,efs_optimization,-1,31,11,604,565,10,0.97988,1.816352,3476.168154,10220.00,COMPLETE
2025-12-02T21:17:40.048611,efs_optimization,-1,31,11,604,569,10,0.98003,1.622914,4207.484749,10070.00,COMPLETE
2025-12-02T21:18:01.623086,efs_optimization,-1,31,11,604,567,10,0.97994,1.564019,3391.667575,10160.00,COMPLETE
2025-12-02T21:18:22.909094,efs_optimization,-1,31,11,604,568,10,0.98001,1.551911,3390.854903,10090.00,COMPLETE
2025-12-02T21:32:26.192963,efs_optimization,-1,43,6,570,291,10,0.96305,0.994344,825585.42348,270500.00,COMPLETE
2025-12-02T21:32:51.301696,efs_optimization,-1,43,6,570,397,10,0.97468,1.624174,4344.676991,77100.00,COMPLETE
2025-12-02T21:33:14.792337,efs_optimization,-1,43,6,570,450,10,0.97869,1.476028,4500.983432,11410.00,COMPLETE
2025-12-02T21:33:36.318443,efs_optimization,-1,43,6,570,476,10,0.9805,1.567318,3389.115622,1.57,COMPLETE
2025-12-02T21:33:57.683731,efs_optimization,-1,43,6,570,463,10,0.97961,1.535411,3520.584776,10490.00,COMPLETE
2025-12-02T21:34:19.140068,efs_optimization,-1,43,6,570,470,10,0.98001,1.552252,3499.442147,10090.00,COMPLETE
2025-12-02T21:34:40.397282,efs_optimization,-1,43,6,570,467,10,0.97986,1.519772,3547.284943,10240.00,COMPLETE
2025-12-02T21:35:01.646619,efs_optimization,-1,43,6,570,469,10,0.97997,1.533073,3513.471292,10130.00,COMPLETE
2025-12-02T21:46:13.166791,efs_optimization,-1,42,11,467,321,10,0.9642,1.01679,654031.159052,259000.00,COMPLETE
2025-12-02T21:46:36.236910,efs_optimization,-1,42,11,467,442,10,0.97634,1.447758,4116.559007,13760.00,COMPLETE
2025-12-02T21:46:57.911805,efs_optimization,-1,42,11,467,502,10,0.98001,1.549306,3492.67881,10090.00,COMPLETE
2025-12-02T21:47:17.965582,efs_optimization,-1,42,11,467,472,10,0.9783,1.417423,3379.706935,11800.00,COMPLETE
2025-12-02T21:47:39.163505,efs_optimization,-1,42,11,467,487,10,0.97924,1.536986,3386.25332,10860.00,COMPLETE
2025-12-02T21:48:00.730305,efs_optimization,-1,42,11,467,495,10,0.97974,1.56878,3378.301098,10360.00,COMPLETE
2025-12-02T21:48:22.385399,efs_optimization,-1,42,11,467,499,10,0.97992,1.584226,3401.056562,10180.00,COMPLETE
2025-12-02T21:48:47.157404,efs_optimization,-1,42,11,467,501,10,0.97999,1.874098,3390.222526,10110.00,COMPLETE
2025-12-02T22:00:49.248129,efs_optimization,-1,48,4,473,310,10,0.96453,1.048334,701555.169227,255700.00,COMPLETE
2025-12-02T22:01:15.255391,efs_optimization,-1,48,4,473,425,10,0.97628,1.70976,4417.632044,13820.00,COMPLETE
2025-12-02T22:01:39.053075,efs_optimization,-1,48,4,473,483,10,0.98037,1.534155,4154.155935,1.53,COMPLETE
2025-12-02T22:01:59.326012,efs_optimization,-1,48,4,473,454,10,0.97848,1.445996,3417.98344,11620.00,COMPLETE
2025-12-02T22:02:20.226286,efs_optimization,-1,48,4,473,469,10,0.97949,1.504084,3400.19191,10610.00,COMPLETE
2025-12-02T22:02:41.080365,efs_optimization,-1,48,4,473,476,10,0.97988,1.499883,3419.748203,10220.00,COMPLETE
2025-12-02T22:03:02.329888,efs_optimization,-1,48,4,473,480,10,0.98013,1.537559,3430.253608,1.54,COMPLETE
2025-12-02T22:03:23.279335,efs_optimization,-1,48,4,473,478,10,0.97999,1.518291,3390.91805,10110.00,COMPLETE
2025-12-02T22:03:44.514220,efs_optimization,-1,48,4,473,479,10,0.98007,1.543854,3376.215123,10030.00,COMPLETE
2025-12-02T22:36:33.550352,hnsw_cmaes_v5,83,49,12,347,984,10,0.99093,2.479093,442219.508609,2.48,COMPLETE
2025-12-02T22:58:46.996651,hnsw_cmaes_v5,84,35,12,472,1358,10,0.99502,3.554311,607179.354665,3.554311,COMPLETE
2025-12-02T23:21:16.585711,efs_search,-1,36,11,451,2000,10,0.99773,4.947958,583098.593216,4.947958,COMPLETE
2025-12-02T23:21:56.405972,efs_search,-1,36,11,451,1040,10,0.9922,3.038132,3213.434576,3.038132,COMPLETE
2025-12-02T23:22:22.059051,efs_search,-1,36,11,451,560,10,0.97993,1.64347,5507.176207,200700.00000000023,COMPLETE
2025-12-02T23:23:19.684251,hnsw_graph_opt_v1,85,36,11,451,1040,10,0.9922,3.038132,3213.434576,3.038132,COMPLETE
2025-12-02T23:39:09.473661,efs_search,-1,55,6,427,2000,10,0.99817,5.35169,603793.719596,5.35169,COMPLETE
2025-12-02T23:39:46.682697,efs_search,-1,55,6,427,1040,10,0.99356,2.81192,3612.490581,2.81192,COMPLETE
2025-12-02T23:40:08.125980,efs_search,-1,55,6,427,560,10,0.9831,1.604889,3197.272894,84500.00000000009,COMPLETE
2025-12-02T23:40:38.274155,efs_search,-1,55,6,427,800,10,0.99027,2.271885,5178.893555,2.271885,COMPLETE
2025-12-02T23:41:04.906937,efs_search,-1,55,6,427,680,10,0.98751,1.895185,3239.944083,12489.999999999993,COMPLETE
2025-12-02T23:41:35.255748,efs_search,-1,55,6,427,740,10,0.98906,2.170142,4274.393137,10939.999999999942,COMPLETE
2025-12-02T23:42:06.024481,efs_search,-1,55,6,427,770,10,0.98957,2.17006,3125.502424,10430.000000000042,COMPLETE
2025-12-02T23:42:36.022526,efs_search,-1,55,6,427,785,10,0.98992,2.26445,3126.864322,10079.999999999969,COMPLETE
2025-12-02T23:43:03.673118,efs_search,-1,55,6,427,793,10,0.99012,2.196437,3329.967192,2.196437,COMPLETE
2025-12-02T23:43:32.903912,efs_search,-1,55,6,427,789,10,0.99003,2.154904,3400.432191,2.154904,COMPLETE
2025-12-02T23:44:04.121435,efs_search,-1,55,6,427,787,10,0.98999,2.325851,3453.133485,10009.999999999955,COMPLETE
2025-12-02T23:44:36.034253,efs_search,-1,55,6,427,788,10,0.99003,2.386305,3150.048671,2.386305,COMPLETE
2025-12-02T23:44:36.058010,hnsw_graph_opt_v1,86,55,6,427,788,10,0.99003,2.386305,3150.048671,2.386305,COMPLETE
2025-12-02T23:53:16.857438,efs_search,-1,38,10,371,2000,10,0.99731,4.970426,458810.209344,4.970426,COMPLETE
2025-12-02T23:53:51.301838,efs_search,-1,38,10,371,1040,10,0.99127,2.511269,3314.62143,2.511269,COMPLETE
2025-12-02T23:54:14.315605,efs_search,-1,38,10,371,560,10,0.97807,1.359051,3243.101984,219299.99999999997,COMPLETE
2025-12-02T23:54:42.680011,efs_search,-1,38,10,371,800,10,0.98698,1.980047,3042.12908,13020.000000000022,COMPLETE
2025-12-02T23:55:10.019974,efs_search,-1,38,10,371,920,10,0.98952,2.188232,3245.719604,10480.000000000036,COMPLETE
2025-12-02T23:55:43.325767,efs_search,-1,38,10,371,980,10,0.99045,2.522972,3135.271012,2.522972,COMPLETE
2025-12-02T23:56:13.027338,efs_search,-1,38,10,371,950,10,0.99006,2.280711,3055.450557,2.280711,COMPLETE
2025-12-02T23:56:43.516821,efs_search,-1,38,10,371,935,10,0.9898,2.294751,3039.109157,10199.999999999978,COMPLETE
2025-12-02T23:57:17.095999,efs_search,-1,38,10,371,943,10,0.98995,2.562188,3249.887386,10049.999999999995,COMPLETE
2025-12-02T23:57:47.864579,efs_search,-1,38,10,371,947,10,0.99001,2.342253,3251.792951,2.342253,COMPLETE
2025-12-02T23:58:17.394614,efs_search,-1,38,10,371,945,10,0.98997,2.249541,3189.618922,10029.999999999975,COMPLETE
2025-12-02T23:58:49.037118,efs_search,-1,38,10,371,946,10,0.99,2.376695,3328.779242,10000.0,COMPLETE
2025-12-02T23:58:49.049881,hnsw_graph_opt_v1,87,38,10,371,946,10,0.99,2.376695,3328.779242,10000.0,COMPLETE
2025-12-03T00:16:35.934027,efs_search,-1,53,7,647,2000,10,0.99888,6.068642,994339.139558,6.068642,COMPLETE
2025-12-03T00:17:17.628952,efs_search,-1,53,7,647,1040,10,0.99589,3.192786,4148.603242,3.192786,COMPLETE
2025-12-03T00:17:43.449011,efs_search,-1,53,7,647,560,10,0.98767,1.805543,3178.793768,12329.999999999944,COMPLETE
2025-12-03T00:18:16.040748,efs_search,-1,53,7,647,800,10,0.99341,2.491025,3156.895381,2.491025,COMPLETE
2025-12-03T00:18:42.282509,efs_search,-1,53,7,647,680,10,0.99136,2.094356,3164.581121,2.094356,COMPLETE
2025-12-03T00:19:09.757580,efs_search,-1,53,7,647,620,10,0.98963,1.955392,5670.091601,10369.999999999982,COMPLETE
2025-12-03T00:19:41.694921,efs_search,-1,53,7,647,650,10,0.99061,2.385015,3283.824739,2.385015,COMPLETE
2025-12-03T00:20:11.137345,efs_search,-1,53,7,647,635,10,0.99013,1.964577,3759.934968,1.964577,COMPLETE
2025-12-03T00:20:38.660298,efs_search,-1,53,7,647,628,10,0.9899,1.952992,3223.805227,10099.999999999989,COMPLETE
2025-12-03T00:21:02.596943,efs_search,-1,53,7,647,632,10,0.99007,1.854959,3251.484607,1.854959,COMPLETE
2025-12-03T00:21:31.868546,efs_search,-1,53,7,647,630,10,0.98999,2.015582,3387.216722,10009.999999999955,COMPLETE
2025-12-03T00:21:59.653006,efs_search,-1,53,7,647,631,10,0.99005,1.98408,3249.955974,1.98408,COMPLETE
2025-12-03T00:21:59.666139,hnsw_graph_opt_v1,88,53,7,647,631,10,0.99005,1.98408,3249.955974,1.98408,COMPLETE
2025-12-03T00:37:39.273134,efs_search,-1,47,14,588,2000,10,0.99857,5.35326,873441.491968,5.35326,COMPLETE
2025-12-03T00:38:19.319669,efs_search,-1,47,14,588,1040,10,0.9951,3.005608,3765.570831,3.005608,COMPLETE
2025-12-03T00:38:44.254404,efs_search,-1,47,14,588,560,10,0.98578,1.689354,5584.260244,14220.000000000002,COMPLETE
2025-12-03T00:39:18.526603,efs_search,-1,47,14,588,800,10,0.99233,2.642463,3347.363251,2.642463,COMPLETE
2025-12-03T00:39:49.822578,efs_search,-1,47,14,588,680,10,0.99008,2.097385,3904.135411,2.097385,COMPLETE
2025-12-03T00:40:16.260743,efs_search,-1,47,14,588,620,10,0.98813,1.853945,3086.442139,11870.000000000038,COMPLETE
2025-12-03T00:40:40.694884,efs_search,-1,47,14,588,650,10,0.98914,1.906797,3094.283353,10859.999999999973,COMPLETE
2025-12-03T00:41:09.186704,efs_search,-1,47,14,588,665,10,0.9897,2.006167,6132.217456,10299.999999999967,COMPLETE
2025-12-03T00:41:36.801595,efs_search,-1,47,14,588,673,10,0.98992,2.026795,3309.978637,10079.999999999969,COMPLETE
2025-12-03T00:42:07.691228,efs_search,-1,47,14,588,677,10,0.99001,2.307661,3245.512046,2.307661,COMPLETE
2025-12-03T00:42:36.552066,efs_search,-1,47,14,588,675,10,0.98996,1.928209,4030.146163,10040.00000000004,COMPLETE
2025-12-03T00:43:01.197493,efs_search,-1,47,14,588,676,10,0.98998,1.915805,3243.636971,10020.00000000002,COMPLETE
2025-12-03T00:43:01.210349,hnsw_graph_opt_v1,89,47,14,588,677,10,0.99001,2.307661,3245.512046,2.307661,COMPLETE
2025-12-03T01:01:31.592445,efs_search,-1,40,11,715,2000,10,0.99876,5.412285,1040761.100695,5.412285,COMPLETE
2025-12-03T01:02:12.115848,efs_search,-1,40,11,715,1040,10,0.99524,2.952326,4046.427677,2.952326,COMPLETE
2025-12-03T01:02:37.783534,efs_search,-1,40,11,715,560,10,0.98582,1.733637,3173.615579,14179.999999999962,COMPLETE
2025-12-03T01:03:11.012248,efs_search,-1,40,11,715,800,10,0.99232,2.483785,3145.600513,2.483785,COMPLETE
2025-12-03T01:03:38.663879,efs_search,-1,40,11,715,680,10,0.98986,1.93759,3116.247101,10140.00000000003,COMPLETE
2025-12-03T01:04:08.613457,efs_search,-1,40,11,715,740,10,0.99128,2.164549,3146.681669,2.164549,COMPLETE
2025-12-03T01:04:38.273641,efs_search,-1,40,11,715,710,10,0.9906,2.392782,3301.309959,2.392782,COMPLETE
2025-12-03T01:05:09.403195,efs_search,-1,40,11,715,695,10,0.9902,2.062414,4167.722935,2.062414,COMPLETE
2025-12-03T01:05:37.696342,efs_search,-1,40,11,715,688,10,0.99004,2.020792,5863.892594,2.020792,COMPLETE
2025-12-03T01:06:06.091275,efs_search,-1,40,11,715,684,10,0.98996,2.030073,3214.500009,10040.00000000004,COMPLETE
2025-12-03T01:06:34.395906,efs_search,-1,40,11,715,686,10,0.99001,2.023942,3244.290005,2.023942,COMPLETE
2025-12-03T01:07:01.830316,efs_search,-1,40,11,715,685,10,0.98999,1.939046,3173.552701,10009.999999999955,COMPLETE
2025-12-03T01:07:01.842170,hnsw_graph_opt_v1,90,40,11,715,686,10,0.99001,2.023942,3244.290005,2.023942,COMPLETE
2025-12-03T01:15:56.781325,efs_search,-1,34,6,385,2000,10,0.99706,4.500957,477699.816819,4.500957,COMPLETE
2025-12-03T01:16:32.174566,efs_search,-1,34,6,385,1040,10,0.99084,2.475316,3625.818307,2.475316,COMPLETE
2025-12-03T01:16:50.697618,efs_search,-1,34,6,385,560,10,0.97711,1.344369,2874.714315,228899.99999999956,COMPLETE
2025-12-03T01:17:20.196319,efs_search,-1,34,6,385,800,10,0.98626,2.120671,2884.696512,13739.999999999965,COMPLETE
2025-12-03T01:17:52.733179,efs_search,-1,34,6,385,920,10,0.98888,2.169511,3852.13545,11120.00000000001,COMPLETE
2025-12-03T01:18:24.261759,efs_search,-1,34,6,385,980,10,0.98987,2.333789,2896.933838,10129.999999999964,COMPLETE
2025-12-03T01:18:56.008655,efs_search,-1,34,6,385,1010,10,0.99037,2.36442,2904.27368,2.36442,COMPLETE
2025-12-03T01:19:27.519118,efs_search,-1,34,6,385,995,10,0.99011,2.342528,2864.956435,2.342528,COMPLETE
2025-12-03T01:19:59.057632,efs_search,-1,34,6,385,988,10,0.99003,2.339279,2847.100709,2.339279,COMPLETE
2025-12-03T01:20:29.806603,efs_search,-1,34,6,385,984,10,0.98995,2.549761,2908.14481,10049.999999999995,COMPLETE
2025-12-03T01:21:04.385589,efs_search,-1,34,6,385,986,10,0.99,2.302614,3855.275451,10000.0,COMPLETE
2025-12-03T01:21:35.654866,efs_search,-1,34,6,385,985,10,0.98997,2.288187,2966.622163,10029.999999999975,COMPLETE
2025-12-03T01:21:35.666511,hnsw_graph_opt_v1,91,34,6,385,986,10,0.99,2.302614,3855.275451,10000.0,COMPLETE
2025-12-03T01:43:14.552865,efs_search,-1,39,4,827,2000,10,0.99879,5.613529,1232322.970167,5.613529,COMPLETE
2025-12-03T01:44:00.319652,efs_search,-1,39,4,827,1040,10,0.99567,3.069536,4396.497414,3.069536,COMPLETE
