M,MaxLayer,EFC,EFS,HammingThreshold,Recall,AvgQueryTime_ms,avg_dists,BuildTime_ms,QPS
40,7,2000,128,41,0.92644,0.615923,5154.865,6058.282188,1623.580888
40,7,2000,144,41,0.93468,0.677153,5659.6913,4180.51155,1476.771556
40,7,2000,160,41,0.94117,0.744108,6153.347,4211.996311,1343.891341
40,7,2000,176,41,0.94652,0.809364,6637.4763,4202.953221,1235.538754
40,7,2000,192,41,0.95136,0.880944,7113.2925,4217.704882,1135.145832
40,7,2000,208,41,0.95526,0.925551,7579.7149,4198.038146,1080.43787
40,7,2000,224,41,0.95882,1.011259,8038.3363,4259.334915,988.866382
40,7,2000,240,41,0.96176,1.06183,8487.7669,4172.480119,941.769965
40,7,2000,256,41,0.9646,1.118751,8931.6257,4305.013471,893.853933
40,7,2000,272,41,0.96685,1.165248,9367.0433,3548.42643,858.186172
40,7,2000,288,41,0.96897,1.606784,9796.6743,4142.669984,622.36127
40,7,2000,304,41,0.9708,1.301127,10220.6677,5070.93101,768.56436
40,7,2000,320,41,0.97247,1.364058,10638.3908,3568.991702,733.106841
40,7,2000,336,41,0.97375,1.412796,11051.0559,4181.545497,707.816314
40,7,2000,352,41,0.97508,1.474516,11458.6513,4189.163533,678.188452
40,7,2000,368,41,0.97635,1.505142,11860.9205,4239.006915,664.389246
40,7,2000,384,41,0.97742,1.550426,12258.273,4208.635486,644.984202
40,7,2000,400,41,0.97849,1.660517,12651.6772,4200.561293,602.222209
40,7,2000,416,41,0.97937,2.075142,13040.1497,4301.375592,481.894717
40,7,2000,432,41,0.98056,1.771158,13424.307,4755.182081,564.602382
40,7,2000,448,41,0.98153,1.827063,13804.5326,3646.666547,547.326621
40,7,2000,464,41,0.98233,1.902661,14180.8884,4292.696412,525.579605
40,7,2000,480,41,0.98299,1.920301,14553.4222,4147.675171,520.751666
40,7,2000,496,41,0.98371,1.9812,14922.3724,4141.291391,504.744548
40,7,2000,512,41,0.98427,2.10476,15288.1986,4161.741765,475.113619
40,7,2000,528,41,0.98487,2.497385,15648.9701,4211.106792,400.418889
40,7,2000,544,41,0.98546,2.214153,16008.7174,4620.532684,451.639971
40,7,2000,560,41,0.98586,2.27372,16363.671,4241.240269,439.807881
40,7,2000,576,41,0.98629,2.31292,16715.6622,4240.228689,432.35388
40,7,2000,592,41,0.98657,2.377869,17064.6342,4227.013485,420.54461
40,7,2000,608,41,0.98689,2.45357,17411.4962,4227.633484,407.569438
40,7,2000,624,41,0.98732,2.898292,17754.9216,4191.147315,345.030831
40,7,2000,640,41,0.98774,2.547704,18095.938,5078.449779,392.510313
40,7,2000,656,41,0.98798,2.57549,18434.244,4198.060711,388.275658
40,7,2000,672,41,0.98834,2.616662,18770.1227,4156.973912,382.166285
40,7,2000,688,41,0.98857,2.633111,19102.7397,4158.275688,379.778876
40,7,2000,704,41,0.98877,3.070277,19431.8996,4134.705007,325.703485
40,7,2000,720,41,0.98908,2.768033,19759.6875,4704.989663,361.267392
40,7,2000,736,41,0.98928,2.863457,20085.8128,4181.26588,349.228247
40,7,2000,752,41,0.98944,2.84031,20409.4544,3448.400388,352.074279
40,7,2000,768,41,0.98967,2.97621,20729.9401,4179.981628,335.997758
40,7,2000,784,41,0.98986,3.317827,21048.1816,4190.611944,301.402134
40,7,2000,800,41,0.99006,3.088434,21364.5591,4783.481217,323.788652
40,7,2000,816,41,0.99022,3.097446,21678.73,4171.270308,322.846631
40,7,2000,832,41,0.99035,3.210036,21991.278,3558.625587,311.522993
40,7,2000,848,41,0.99057,3.265119,22300.3642,4235.285307,306.267588
40,7,2000,864,41,0.99071,3.745645,22609.06,4322.649386,266.976715
40,7,2000,880,41,0.99083,3.392953,22915.3094,4260.975501,294.728482
40,7,2000,896,41,0.99099,3.462461,23220.7354,4412.525148,288.811953
40,7,2000,912,41,0.99111,3.45721,23522.3422,4236.633957,289.250612
40,7,2000,928,41,0.99132,3.822789,23822.4313,4205.679696,261.589093
40,7,2000,944,41,0.9914,3.568768,24121.0648,4766.603021,280.208728
40,7,2000,960,41,0.9915,3.636372,24417.9705,4252.981005,274.999369
40,7,2000,976,41,0.9916,3.65765,24713.9479,4180.616075,273.399623
40,7,2000,992,41,0.99169,3.732392,25007.1192,4158.586588,267.924714
40,7,2000,1008,41,0.99178,4.190867,25297.9103,4167.543274,238.614095
40,7,2000,1024,41,0.99186,3.845042,25588.0021,5160.281363,260.075211
