timestamp,trial_id,C,P,I,avg_recall,avg_time_ms,reward_score,status
2025-11-24T07:26:11.952015,6,3757,415,16,1.0,3.61,279.0083102493075,COMPLETE
2025-11-24T07:27:45.117281,7,8438,637,16,0.9998,3.97,253.68916876574306,COMPLETE
2025-11-24T07:29:07.056247,8,7196,457,16,0.9994,3.71,270.9417789757412,COMPLETE
2025-11-24T07:29:41.876681,9,1971,1155,16,1.0,3.64,276.72527472527474,COMPLETE
2025-11-24T07:31:40.336697,0,3616,393,16,0.9998,1.73,579.834682080925,COMPLETE
2025-11-24T11:54:51.500011,0,4045,324,16,0.9988,1.67,599.6023952095809,COMPLETE
2025-11-24T11:55:44.186611,1,2775,97,16,0.995,0.75,-2.0500000000000003,COMPLETE
2025-11-24T11:57:08.803314,2,5878,138,16,0.9952,0.68,-1.9600000000000026,COMPLETE
2025-11-24T11:59:15.566440,3,9676,180,16,0.9964,0.81,-1.9700000000000046,COMPLETE
2025-11-24T12:01:47.675067,5,3979,141,16,0.9966,0.75,-1.8899999999999957,COMPLETE
2025-11-24T12:02:52.760305,6,3915,398,16,0.9982,1.18,847.6576271186441,COMPLETE
2025-11-24T12:04:53.189425,7,9062,506,16,0.9978,1.25,-2.269999999999998,COMPLETE
2025-11-24T12:07:02.772709,8,9813,546,16,0.9984,1.23,813.4081300813008,COMPLETE
2025-11-24T12:08:30.374888,9,6051,359,16,0.9976,1.02,-2.0599999999999956,COMPLETE
2025-11-24T12:09:00.674991,10,860,436,16,0.9976,2.45,-3.4899999999999958,COMPLETE
2025-11-24T12:10:46.024962,11,7870,598,16,0.9984,1.2,833.7333333333333,COMPLETE
2025-11-24T12:12:30.952598,12,7848,578,16,0.9982,1.1,909.2909090909089,COMPLETE
2025-11-24T12:14:11.414231,13,7419,433,16,0.998,1.03,970.8737864077669,COMPLETE
2025-11-24T12:15:53.264611,14,7483,468,16,0.9976,1.12,-2.1599999999999957,COMPLETE
2025-11-24T12:17:37.533301,15,7769,235,16,0.9974,0.85,-1.9100000000000046,COMPLETE
2025-11-24T12:19:22.067042,16,7254,573,16,0.9974,1.18,-2.2400000000000047,COMPLETE
2025-11-24T12:21:18.545595,17,8584,14,16,0.8724,0.61,-14.170000000000003,COMPLETE
2025-11-24T12:22:55.395041,18,6790,506,16,0.9978,1.12,-2.139999999999998,COMPLETE
2025-11-24T12:24:08.113253,19,5063,275,16,0.9968,0.91,-2.029999999999998,COMPLETE
2025-11-24T12:26:01.175771,20,8529,388,16,0.999,1.02,981.3921568627451,COMPLETE
2025-11-24T12:27:52.253636,21,8480,398,16,0.9988,0.92,1087.7565217391304,COMPLETE
2025-11-24T12:29:46.032019,22,8689,381,16,0.9986,0.98,1021.0081632653062,COMPLETE
2025-11-24T12:31:40.664899,23,8964,360,16,0.9986,0.91,1099.501098901099,COMPLETE
2025-11-24T12:33:49.552124,24,10082,295,16,0.9976,0.93,-1.9699999999999958,COMPLETE
2025-11-24T12:35:43.003047,25,8953,334,16,0.998,0.83,1204.8192771084339,COMPLETE
2025-11-24T12:37:45.942229,26,9535,237,16,0.9968,0.85,-1.969999999999998,COMPLETE
2025-11-24T12:39:42.215526,27,9070,329,16,0.9978,0.82,-1.8399999999999976,COMPLETE
2025-11-24T12:41:52.911901,28,10231,248,16,0.9972,0.9,-1.9800000000000022,COMPLETE
2025-11-24T12:43:25.677159,29,6756,328,16,0.9982,0.99,1010.3010101010101,COMPLETE
2025-11-24T12:44:39.467333,30,4933,430,16,0.9978,1.13,-2.1499999999999977,COMPLETE
2025-11-24T12:46:28.042072,31,8502,372,16,0.9988,0.91,1099.701098901099,COMPLETE
2025-11-24T12:48:17.318830,32,8338,340,16,0.9982,0.93,1075.468817204301,COMPLETE
2025-11-24T12:50:16.946321,33,9199,281,16,0.9976,0.9,-1.9399999999999955,COMPLETE
2025-11-24T12:50:54.306950,34,1786,475,16,0.998,1.74,574.7126436781609,COMPLETE
2025-11-24T12:52:22.236914,35,6600,375,16,0.9982,0.88,1136.5636363636363,COMPLETE
2025-11-24T12:53:51.592730,36,6554,198,16,0.9968,0.71,-1.8299999999999979,COMPLETE
2025-11-24T12:55:14.687259,37,6066,357,16,0.9974,0.95,-2.0100000000000042,COMPLETE
2025-11-24T12:57:13.291486,38,9265,310,16,0.9974,0.8,-1.8600000000000045,COMPLETE
2025-11-24T12:58:01.062578,39,2915,364,16,0.9984,1.1,909.490909090909,COMPLETE
2025-11-24T12:59:15.921484,40,5305,412,16,0.9984,1.0,1000.4,COMPLETE
2025-11-24T13:01:03.631753,41,8226,468,16,0.9984,0.99,1010.5010101010101,COMPLETE
2025-11-24T13:02:58.290477,42,8837,407,16,0.999,0.99,1011.1010101010102,COMPLETE
2025-11-24T13:05:03.812112,43,9698,370,16,0.9982,0.88,1136.5636363636363,COMPLETE
2025-11-24T13:07:05.896748,44,9451,353,16,0.998,0.83,1204.8192771084339,COMPLETE
2025-11-24T13:09:13.139704,45,9810,260,16,0.9972,0.83,-1.9100000000000024,COMPLETE
2025-11-24T13:11:18.893078,46,9598,303,16,0.9974,0.97,-2.0300000000000047,COMPLETE
2025-11-24T13:13:12.050041,47,8141,215,16,0.9968,0.83,-1.949999999999998,COMPLETE
2025-11-24T13:14:51.583351,48,7152,446,16,0.998,1.08,925.9259259259259,COMPLETE
2025-11-24T13:16:02.724946,49,4470,346,16,0.9984,0.93,1075.668817204301,COMPLETE
2025-11-24T13:18:08.701904,50,9480,372,16,0.998,0.9,1111.111111111111,COMPLETE
2025-11-24T13:20:12.249843,51,9454,378,16,0.0,100000.0,-100100.8,COMPLETE
2025-11-24T13:22:23.336150,52,9958,312,16,0.9972,0.86,-1.9400000000000022,COMPLETE
