variant,csr,prefetch,simd,pruning,heap,flat_index,reorder,M,ML,EFC,EFS,build_time_internal_ms,build_time_local_ms,queries_per_sec,avg_recall,avg_query_time_ms,avg_dists,last_query_dists,total_query_time_ms,log_file,run_index
no_reorder,0,0,0,0,0,0,1,43,10,735,700,3873.599012,3878.986351, 469.792967, 0.991320, 2.128597, 29824.115800, 23467, 21285.972109,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS700/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,43,10,735,700,3836.481933,3841.379174, 453.965340, 0.991320, 2.202811, 29824.115800, 23467, 22028.113425,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS700/no_simd/run_stdout_1.log,1
nothing,1,1,1,1,1,1,1,43,10,735,700,4025.553364,5145.665103, 255.071313, 0.000000, 3.920472, 29843.658400, 23720, 39204.722373,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS700/nothing/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,43,10,735,711,3794.071379,3799.213453, 421.007672, 0.991480, 2.375254, 30233.553100, 23768, 23752.536262,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS711/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,43,10,735,711,3801.167866,3806.114992, 454.705719, 0.991480, 2.199225, 30233.553100, 23768, 21992.245944,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS711/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,43,10,735,711,3884.001706,3889.141827, 464.205618, 0.991480, 2.154218, 30233.553100, 23768, 21542.177903,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS711/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,43,10,735,711,3817.041897,3821.852444, 458.762141, 0.991480, 2.179779, 30233.553100, 23768, 21797.788250,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS711/heap/run_stdout_1.log,1
no_csr,1,0,0,0,0,0,0,43,10,735,711,3825.114803,4935.951989, 235.061770, 0.000000, 4.254201, 30253.569100, 24016, 42542.009267,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS711/no_csr/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,43,10,735,711,4057.764240,4062.860518, 379.580713, 0.991480, 2.634486, 30233.553100, 23768, 26344.858050,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS711/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,43,10,735,711,3814.986593,3819.883424, 463.176533, 0.991480, 2.159004, 30233.553100, 23768, 21590.040256,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS711/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,43,10,735,711,3805.247555,3810.593204, 456.167689, 0.991480, 2.192176, 30233.553100, 23768, 21921.763058,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS711/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,43,10,735,711,3850.218704,3855.287401, 458.803016, 0.991480, 2.179585, 30233.553100, 23768, 21795.846237,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS711/no_simd/run_stdout_1.log,1
nothing,1,1,1,1,1,1,1,43,10,735,711,3856.917138,4990.091494, 255.493514, 0.000000, 3.913994, 30253.569100, 24016, 39139.936844,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS711/nothing/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,43,10,735,750,3898.416239,3903.552042, 407.640105, 0.992410, 2.453144, 31680.081100, 24792, 24531.442972,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS750/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,43,10,735,750,4086.501235,4091.833539, 416.368477, 0.992410, 2.401719, 31680.081100, 24792, 24017.188004,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS750/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,43,10,735,750,3894.742987,3899.672450, 436.149513, 0.992410, 2.292792, 31680.081100, 24792, 22927.917377,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS750/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,43,10,735,750,3861.771610,3866.932970, 427.321397, 0.992410, 2.340159, 31680.081100, 24792, 23401.589699,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS750/heap/run_stdout_1.log,1
no_csr,1,0,0,0,0,0,0,43,10,735,750,3891.949136,5012.465818, 236.529050, 0.000000, 4.227810, 31699.797200, 25076, 42278.104946,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS750/no_csr/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,43,10,735,750,3914.628404,3919.715264, 369.002203, 0.992410, 2.710011, 31680.081100, 24792, 27100.109218,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS750/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,43,10,735,750,3845.421102,3850.824170, 434.092477, 0.992410, 2.303657, 31680.081100, 24792, 23036.566002,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS750/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,43,10,735,750,4080.091600,4085.372138, 376.121418, 0.992410, 2.658716, 31680.081100, 24792, 26587.159177,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS750/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,43,10,735,750,3927.557053,3932.503397, 424.488042, 0.992410, 2.355779, 31680.081100, 24792, 23557.789665,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS750/no_simd/run_stdout_1.log,1
nothing,1,1,1,1,1,1,1,43,10,735,750,3858.218657,5057.051506, 246.421290, 0.000000, 4.058091, 31699.797200, 25076, 40580.909143,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS750/nothing/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,43,10,735,800,3814.484085,3820.251352, 415.535904, 0.993170, 2.406531, 33518.429900, 25938, 24065.309183,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS800/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,43,10,735,800,3985.154964,3991.944876, 383.721178, 0.993170, 2.606059, 33518.429900, 25938, 26060.589226,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS800/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,43,10,735,800,3818.552867,3823.799470, 400.036199, 0.993170, 2.499774, 33518.429900, 25938, 24997.737774,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS800/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,43,10,735,800,3773.991889,3779.025439, 418.096321, 0.993170, 2.391793, 33518.429900, 25938, 23917.933499,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS800/heap/run_stdout_1.log,1
no_csr,1,0,0,0,0,0,0,43,10,735,800,3783.019166,4943.224677, 247.681424, 0.000000, 4.037444, 33538.044100, 26222, 40374.444955,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS800/no_csr/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,43,10,735,800,3831.158745,3836.165303, 319.605499, 0.993170, 3.128857, 33518.429900, 25938, 31288.573084,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS800/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,43,10,735,800,3806.940345,3812.452309, 408.675612, 0.993170, 2.446928, 33518.429900, 25938, 24469.284967,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS800/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,43,10,735,800,3821.813133,3827.460253, 416.492100, 0.993170, 2.401006, 33518.429900, 25938, 24010.059226,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS800/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,43,10,735,800,3793.724769,3799.387790, 416.680083, 0.993170, 2.399923, 33518.429900, 25938, 23999.227257,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS800/no_simd/run_stdout_1.log,1
nothing,1,1,1,1,1,1,1,43,10,735,800,3791.891923,5037.810574, 232.751342, 0.000000, 4.296431, 33538.044100, 26222, 42964.306531,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS800/nothing/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,43,10,735,820,3830.523135,3836.199069, 402.549973, 0.993520, 2.484164, 34249.507000, 26419, 24841.636243,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS820/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,43,10,735,820,3866.776050,3872.479606, 360.166391, 0.993520, 2.776494, 34249.507000, 26419, 27764.944872,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS820/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,43,10,735,820,3861.861265,3867.496913, 404.880944, 0.993520, 2.469862, 34249.507000, 26419, 24698.618538,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS820/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,43,10,735,820,3831.752410,3837.380073, 409.868468, 0.993520, 2.439807, 34249.507000, 26419, 24398.071059,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS820/heap/run_stdout_1.log,1
no_csr,1,0,0,0,0,0,0,43,10,735,820,3829.503187,5086.320017, 244.358422, 0.000000, 4.092349, 34269.238800, 26703, 40923.492253,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS820/no_csr/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,43,10,735,820,3981.017211,3986.754701, 309.721666, 0.993520, 3.228705, 34249.507000, 26419, 32287.053485,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS820/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,43,10,735,820,3809.274658,3815.010796, 413.966080, 0.993520, 2.415657, 34249.507000, 26419, 24156.568568,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS820/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,43,10,735,820,3971.469699,3977.239591, 396.407267, 0.993520, 2.522658, 34249.507000, 26419, 25226.580908,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS820/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,43,10,735,820,3784.874769,3790.694555, 407.241221, 0.993520, 2.455547, 34249.507000, 26419, 24555.471044,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS820/no_simd/run_stdout_1.log,1
nothing,1,1,1,1,1,1,1,43,10,735,820,3878.778410,5147.499261, 228.576202, 0.000000, 4.374909, 34269.238800, 26703, 43749.086290,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS820/nothing/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,43,10,735,840,3816.470363,3822.874495, 394.859324, 0.993720, 2.532548, 34977.223800, 26905, 25325.475125,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS840/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,43,10,735,840,4060.352118,4067.660389, 383.202742, 0.993720, 2.609585, 34977.223800, 26905, 26095.846645,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS840/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,43,10,735,840,4703.455974,4709.752582, 390.853718, 0.993720, 2.558502, 34977.223800, 26905, 25585.019487,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS840/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,43,10,735,840,3837.050503,3842.733721, 399.120826, 0.993720, 2.505507, 34977.223800, 26905, 25055.069435,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS840/heap/run_stdout_1.log,1
no_csr,1,0,0,0,0,0,0,43,10,735,840,3875.664374,5150.114877, 236.876836, 0.000000, 4.221603, 34996.687000, 27190, 42216.031561,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS840/no_csr/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,43,10,735,840,3898.847315,3904.374498, 303.332817, 0.993720, 3.296709, 34977.223800, 26905, 32967.089137,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS840/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,43,10,735,840,3824.989558,3830.000886, 392.100967, 0.993720, 2.550364, 34977.223800, 26905, 25503.635150,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS840/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,43,10,735,840,3848.880414,3854.646608, 399.006946, 0.993720, 2.506222, 34977.223800, 26905, 25062.220320,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS840/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,43,10,735,840,3827.069423,3832.635329, 399.816115, 0.993720, 2.501150, 34977.223800, 26905, 25011.498122,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS840/no_simd/run_stdout_1.log,1
nothing,1,1,1,1,1,1,1,43,10,735,840,4019.977998,5273.654661, 223.485721, 0.000000, 4.474559, 34996.687000, 27190, 44745.588056,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS840/nothing/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,43,10,735,888,3823.626889,3828.588883, 373.087439, 0.994260, 2.680337, 36715.787600, 27941, 26803.368181,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS888/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,43,10,735,888,3894.329503,3900.328740, 382.922096, 0.994260, 2.611497, 36715.787600, 27941, 26114.972506,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS888/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,43,10,735,888,3874.546682,3880.033578, 377.031013, 0.994260, 2.652302, 36715.787600, 27941, 26523.017116,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS888/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,43,10,735,888,3834.781672,3839.811323, 381.756848, 0.994260, 2.619468, 36715.787600, 27941, 26194.684018,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS888/heap/run_stdout_1.log,1
no_csr,1,0,0,0,0,0,0,43,10,735,888,3827.214989,5060.475184, 226.157359, 0.000000, 4.421700, 36735.163300, 28226, 44217.000304,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS888/no_csr/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,43,10,735,888,3831.453158,3836.915086, 291.563350, 0.994260, 3.429786, 36715.787600, 27941, 34297.863542,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS888/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,43,10,735,888,3928.840274,3933.843044, 385.335262, 0.994260, 2.595143, 36715.787600, 27941, 25951.427176,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS888/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,43,10,735,888,3897.484814,3902.313265, 341.678281, 0.994260, 2.926730, 36715.787600, 27941, 29267.297753,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS888/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,43,10,735,888,3932.913894,3938.987952, 377.573527, 0.994260, 2.648491, 36715.787600, 27941, 26484.907688,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS888/no_simd/run_stdout_1.log,1
nothing,1,1,1,1,1,1,1,43,10,735,888,4289.552128,5815.370548, 207.271928, 0.000000, 4.824580, 36735.163300, 28226, 48245.799989,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS888/nothing/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,43,10,735,920,3971.057955,3977.029608, 319.859106, 0.994650, 3.126377, 37864.507100, 28757, 31263.765240,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS920/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,43,10,735,920,3876.471040,3882.001448, 363.095737, 0.994650, 2.754095, 37864.507100, 28757, 27540.945758,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS920/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,43,10,735,920,4021.994499,4027.865292, 358.422815, 0.994650, 2.790001, 37864.507100, 28757, 27900.009669,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS920/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,43,10,735,920,3839.384976,3844.654893, 352.463687, 0.994650, 2.837172, 37864.507100, 28757, 28371.717087,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS920/heap/run_stdout_1.log,1
no_csr,1,0,0,0,0,0,0,43,10,735,920,3919.413158,5194.322282, 188.337919, 0.000000, 5.309605, 37884.598100, 29043, 53096.052443,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS920/no_csr/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,43,10,735,920,4150.561860,4156.473980, 310.184309, 0.994650, 3.223890, 37864.507100, 28757, 32238.897008,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS920/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,43,10,735,920,3813.718288,3819.008593, 360.778115, 0.994650, 2.771787, 37864.507100, 28757, 27717.867517,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS920/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,43,10,735,920,4074.646747,4080.844859, 354.587196, 0.994650, 2.820181, 37864.507100, 28757, 28201.807932,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS920/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,43,10,735,920,3924.564135,3929.703654, 366.198671, 0.994650, 2.730758, 37864.507100, 28757, 27307.581352,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS920/no_simd/run_stdout_1.log,1
nothing,1,1,1,1,1,1,1,43,10,735,920,3934.873848,5213.068424, 203.187054, 0.000000, 4.921573, 37884.598100, 29043, 49215.733963,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS920/nothing/run_stdout_1.log,1
dynamic_struct,0,0,0,0,0,1,0,43,10,735,990,3914.307200,3919.477478, 325.648919, 0.995400, 3.070792, 40357.339200, 30445, 30707.917107,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS990/dynamic_struct/run_stdout_1.log,1
dynamic_with_opts,0,0,0,0,0,1,0,43,10,735,990,3990.416126,3996.016868, 330.823213, 0.995400, 3.022762, 40357.339200, 30445, 30227.624954,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS990/dynamic_with_opts/run_stdout_1.log,1
full,0,0,0,0,0,0,0,43,10,735,990,3903.039933,3909.036803, 335.373710, 0.995400, 2.981748, 40357.339200, 30445, 29817.483343,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS990/full/run_stdout_1.log,1
heap,0,0,0,0,1,0,0,43,10,735,990,4643.104663,4650.986810, 305.291464, 0.995400, 3.275558, 40357.339200, 30445, 32755.583336,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS990/heap/run_stdout_1.log,1
no_csr,1,0,0,0,0,0,0,43,10,735,990,4044.867801,5727.012937, 200.653696, 0.000000, 4.983711, 40376.913400, 30731, 49837.108440,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS990/no_csr/run_stdout_1.log,1
no_prefetch,0,1,0,0,0,0,0,43,10,735,990,3918.134470,3924.281996, 268.563169, 0.995400, 3.723519, 40357.339200, 30445, 37235.187685,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS990/no_prefetch/run_stdout_1.log,1
no_pruning,0,0,0,1,0,0,0,43,10,735,990,3974.281419,3980.108077, 317.640649, 0.995400, 3.148212, 40357.339200, 30445, 31482.116732,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS990/no_pruning/run_stdout_1.log,1
no_reorder,0,0,0,0,0,0,1,43,10,735,990,4003.808143,4009.659378, 322.792640, 0.995400, 3.097964, 40357.339200, 30445, 30979.640708,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS990/no_reorder/run_stdout_1.log,1
no_simd,0,0,1,0,0,0,0,43,10,735,990,4172.390862,4178.254942, 327.482556, 0.995400, 3.053598, 40357.339200, 30445, 30535.977585,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS990/no_simd/run_stdout_1.log,1
nothing,1,1,1,1,1,1,1,43,10,735,990,3870.087235,5039.485490, 160.478953, 0.000000, 6.231347, 40376.913400, 30731, 62313.467370,results/ablation_20251204_155205/params_M43_ML10_EFC735_EFS990/nothing/run_stdout_1.log,1
