STAMP,NUM_CENTROIDS,KMEANS_ITER,NPROBE,ELAPSED_s,RECALL,AVG_QUERY_TIME_ms,INDEX_BUILD_TIME_s
c2200_i16_p120,2200,16,120,40,0.9968,2.07,23
c2048_i16_p120,2048,16,120,38,0.9968,2.11,22
c2300_i16_p90,2300,16,90,37,0.9966,1.26,20
c2500_i16_p100,2500,16,100,39,0.9966,1.28,25
c4096_i16_p120,4096,16,120,57,0.9966,1.35,43
c2200_i16_p110,2200,16,110,36,0.9966,1.46,23
c2200_i16_p105,2200,16,105,39,0.9966,1.51,24
c2300_i16_p96,2300,16,96,42,0.9966,1.55,25
c2048_i16_p110,2048,16,110,37,0.9966,1.55,22
c2200_i16_p115,2200,16,115,36,0.9966,1.59,22
c2048_i16_p100,2048,16,100,37,0.9966,1.86,21
c1600_i16_p84,1600,16,84,34,0.9966,2.09,16
c2400_i16_p100,2400,16,100,38,0.9964,1.29,24
c2400_i16_p96,2400,16,96,38,0.9964,1.33,21
c2600_i16_p115,2600,16,115,40,0.9964,1.34,23
c2700_i16_p115,2700,16,115,44,0.9964,1.38,27
c2048_i16_p105,2048,16,105,35,0.9964,1.5,21
c2200_i16_p100,2200,16,100,38,0.9964,1.66,23
c1600_i16_p80,1600,16,80,31,0.9964,1.8,17
c1800_i16_p90,1800,16,90,33,0.9964,1.83,20
c2500_i16_p96,2500,16,96,39,0.9962,1.28,22
c2600_i16_p110,2600,16,110,39,0.9962,1.35,24
c2200_i16_p96,2200,16,96,36,0.9962,1.41,23
c3072_i16_p120,3072,16,120,48,0.9962,1.63,33
c2048_i16_p90,2048,16,90,36,0.9962,1.71,20
c2048_i16_p96,2048,16,96,44,0.9962,1.92,27
c1800_i16_p84,1800,16,84,36,0.9962,2.01,20
c2600_i16_p105,2600,16,105,39,0.996,1.29,26
c2700_i16_p110,2700,16,110,41,0.996,1.3,24
c2560_i16_p110,2560,16,110,39,0.996,1.33,25
c1800_i16_p80,1800,16,80,33,0.996,1.72,19
c2200_i16_p90,2200,16,90,40,0.996,1.87,24
c2560_i16_p128,2560,16,128,44,0.996,2.03,27
c2600_i16_p100,2600,16,100,40,0.9958,1.21,26
c3400_i16_p115,3400,16,115,51,0.9958,1.22,33
c2300_i16_p84,2300,16,84,37,0.9958,1.23,24
c2560_i16_p105,2560,16,105,39,0.9958,1.26,26
c3600_i16_p115,3600,16,115,51,0.9958,1.27,35
c3076_i16_p115,3076,16,115,45,0.9958,1.35,31
c2560_i16_p115,2560,16,115,41,0.9958,1.4,25
c2560_i16_p120,2560,16,120,42,0.9958,1.8,27
c1536_i16_p68,1536,16,68,33,0.9958,1.8,16
c1600_i16_p72,1600,16,72,37,0.9958,2.17,20
c1536_i16_p72,1536,16,72,34,0.9958,2.78,18
c3400_i16_p105,3400,16,105,45,0.9956,1.09,32
c3400_i16_p110,3400,16,110,47,0.9956,1.13,33
c2300_i16_p80,2300,16,80,41,0.9956,1.18,22
c2400_i16_p90,2400,16,90,38,0.9956,1.24,21
c2600_i16_p96,2600,16,96,40,0.9956,1.26,26
c2500_i16_p84,2500,16,84,39,0.9956,1.27,22
c2500_i16_p90,2500,16,90,38,0.9956,1.27,25
c2960_i16_p115,2960,16,115,41,0.9956,1.4,27
c2560_i16_p100,2560,16,100,43,0.9956,1.61,27
c1536_i16_p64,1536,16,64,34,0.9956,2.68,16
c2700_i16_p105,2700,16,105,43,0.9956,4.34,24
c2500_i16_p80,2500,16,80,37,0.9954,1.14,24
c4000_i16_p115,4000,16,115,54,0.9954,1.16,41
c3200_i16_p110,3200,16,110,44,0.9954,1.18,31
c3200_i16_p115,3200,16,115,47,0.9954,1.26,31
c2560_i16_p96,2560,16,96,40,0.9954,1.3,26
c3400_i16_p100,3400,16,100,48,0.9952,1.08,34
c2048_i32_p66,2048,32,66,55,0.9952,1.12,39
c3200_i16_p105,3200,16,105,48,0.9952,1.14,31
c2600_i16_p90,2600,16,90,42,0.9952,1.17,26
c2300_i16_p76,2300,16,76,37,0.9952,1.18,23
c2300_i16_p74,2300,16,74,41,0.9952,1.2,25
c2700_i16_p100,2700,16,100,41,0.9952,1.21,24
c2888_i16_p115,2888,16,115,42,0.9952,1.26,28
c3600_i16_p110,3600,16,110,59,0.9952,1.27,39
c1800_i16_p72,1800,16,72,36,0.9952,1.64,20
c2048_i16_p84,2048,16,84,39,0.9952,2.08,21
c3600_i16_p105,3600,16,105,48,0.995,1.06,35
c2300_i16_p72,2300,16,72,37,0.995,1.12,20
c2300_i16_p70,2300,16,70,41,0.995,1.2,25
c2960_i16_p110,2960,16,110,42,0.995,1.23,29
c2888_i16_p110,2888,16,110,42,0.995,1.24,28
c4096_i16_p100,4096,16,100,60,0.995,1.47,45
c2560_i16_p90,2560,16,90,43,0.995,1.56,26
c3400_i16_p96,3400,16,96,51,0.9948,1.02,33
c2400_i32_p66,2400,32,66,60,0.9948,1.04,46
c2048_i32_p64,2048,32,64,56,0.9948,1.1,39
c4242_i16_p115,4242,16,115,55,0.9948,1.12,41
c3200_i16_p100,3200,16,100,48,0.9948,1.14,31
c3076_i16_p105,3076,16,105,44,0.9948,1.14,30
c2400_i16_p80,2400,16,80,37,0.9948,1.17,24
c2600_i16_p84,2600,16,84,43,0.9948,1.17,23
c2400_i16_p84,2400,16,84,38,0.9948,1.23,24
c2700_i16_p96,2700,16,96,41,0.9948,1.23,27
c2048_i16_p80,2048,16,80,36,0.9948,1.54,21
c1600_i16_p68,1600,16,68,36,0.9948,2.34,18
c3076_i16_p110,3076,16,110,45,0.9948,3.51,28
c4242_i16_p110,4242,16,110,59,0.9946,1.12,41
c2960_i16_p105,2960,16,105,48,0.9946,1.19,29
c2888_i16_p105,2888,16,105,42,0.9946,1.2,29
c5120_i16_p128,5120,16,128,68,0.9946,1.3,54
c2300_i16_p68,2300,16,68,40,0.9946,1.31,24
c2560_i16_p84,2560,16,84,45,0.9946,2.05,28
c2400_i32_p64,2400,32,64,63,0.9944,1,48
c2200_i32_p66,2200,32,66,57,0.9944,1.08,43
c2500_i16_p76,2500,16,76,38,0.9944,1.09,22
c4000_i16_p110,4000,16,110,55,0.9944,1.11,38
c2200_i32_p64,2200,32,64,60,0.9944,1.12,45
c2960_i16_p100,2960,16,100,42,0.9944,1.13,29
c3600_i16_p100,3600,16,100,49,0.9944,1.15,35
c2300_i16_p64,2300,16,64,40,0.9944,1.16,23
c2300_i16_p66,2300,16,66,40,0.9944,1.2,24
c3072_i16_p100,3072,16,100,54,0.9944,1.54,36
c2960_i16_p96,2960,16,96,51,0.9944,1.71,33
c1800_i16_p68,1800,16,68,37,0.9944,1.76,18
c3600_i16_p96,3600,16,96,48,0.9942,1.01,35
c2960_i16_p90,2960,16,90,43,0.9942,1.12,30
c2400_i16_p76,2400,16,76,38,0.9942,1.13,24
c3200_i16_p96,3200,16,96,56,0.9942,1.14,37
c2700_i16_p90,2700,16,90,41,0.9942,1.17,24
c2560_i16_p80,2560,16,80,40,0.9942,1.36,26
c5120_i16_p120,5120,16,120,75,0.9942,1.44,60
c2048_i16_p76,2048,16,76,44,0.9942,1.46,25
c2200_i16_p84,2200,16,84,40,0.9942,1.82,25
c3072_i16_p90,3072,16,90,49,0.9942,1.92,34
c6600_i16_p115,6600,16,115,78,0.994,0.93,65
c4000_i16_p105,4000,16,105,52,0.994,1.01,38
c4242_i16_p105,4242,16,105,59,0.994,1.01,41
c3400_i16_p90,3400,16,90,47,0.994,1.05,33
c2600_i16_p80,2600,16,80,39,0.994,1.1,26
c2400_i16_p74,2400,16,74,38,0.994,1.13,22
c2888_i16_p100,2888,16,100,41,0.994,1.14,27
c6000_i16_p115,6000,16,115,81,0.994,1.15,63
c6144_i16_p128,6144,16,128,79,0.994,1.22,65
c3076_i16_p100,3076,16,100,51,0.994,1.33,34
c1600_i16_p64,1600,16,64,36,0.994,2.72,18
c3400_i16_p84,3400,16,84,50,0.9938,1.02,33
c2300_i32_p66,2300,32,66,61,0.9938,1.05,45
c3200_i16_p90,3200,16,90,45,0.9938,1.06,31
c2960_i16_p84,2960,16,84,43,0.9938,1.07,29
c3076_i16_p90,3076,16,90,43,0.9938,1.08,30
c2500_i16_p74,2500,16,74,41,0.9938,1.12,22
c2500_i16_p72,2500,16,72,41,0.9938,1.14,26
c2700_i16_p80,2700,16,80,40,0.9938,1.15,23
c3076_i16_p96,3076,16,96,44,0.9938,1.15,30
c2400_i16_p72,2400,16,72,41,0.9938,1.17,26
c2888_i16_p96,2888,16,96,46,0.9938,1.17,29
c3072_i16_p84,3072,16,84,48,0.9938,1.39,32
c2700_i16_p84,2700,16,84,48,0.9938,1.39,31
c2200_i16_p80,2200,16,80,37,0.9938,1.41,22
c2400_i16_p70,2400,16,70,42,0.9938,1.45,26
c2960_i16_p80,2960,16,80,47,0.9936,1.03,29
c2300_i32_p64,2300,32,64,62,0.9936,1.03,43
c3076_i16_p84,3076,16,84,43,0.9936,1.05,27
c4200_i16_p110,4200,16,110,54,0.9936,1.05,40
c4200_i16_p115,4200,16,115,56,0.9936,1.06,41
c2700_i16_p76,2700,16,76,40,0.9936,1.11,27
c2200_i16_p76,2200,16,76,36,0.9936,1.18,22
c6144_i16_p120,6144,16,120,80,0.9936,1.19,65
c2048_i16_p74,2048,16,74,34,0.9936,1.21,21
c2500_i16_p70,2500,16,70,44,0.9936,1.27,27
c2400_i16_p68,2400,16,68,41,0.9936,1.28,26
c1800_i16_p64,1800,16,64,38,0.9936,1.54,21
c2048_i16_p68,2048,16,68,39,0.9936,1.64,23
c2560_i16_p76,2560,16,76,42,0.9936,3.81,23
c4242_i16_p100,4242,16,100,61,0.9934,0.97,45
c3076_i16_p80,3076,16,80,43,0.9934,1.05,30
c7000_i16_p128,7000,16,128,88,0.9934,1.12,73
c2888_i16_p90,2888,16,90,42,0.9934,1.14,29
c2500_i16_p68,2500,16,68,40,0.9934,1.16,26
c4800_i16_p115,4800,16,115,67,0.9934,1.21,50
c2048_i16_p70,2048,16,70,39,0.9934,1.32,23
c2048_i16_p72,2048,16,72,38,0.9934,1.49,23
c6000_i16_p110,6000,16,110,72,0.9932,0.93,59
c6600_i16_p110,6600,16,110,79,0.9932,0.93,64
c6400_i16_p115,6400,16,115,76,0.9932,0.94,63
c4000_i16_p100,4000,16,100,52,0.9932,1,38
c2700_i16_p72,2700,16,72,41,0.9932,1.04,26
c2700_i16_p74,2700,16,74,40,0.9932,1.04,24
c4200_i16_p105,4200,16,105,62,0.9932,1.06,45
c4000_i16_p96,4000,16,96,51,0.9932,1.1,38
c2560_i32_p66,2560,32,66,68,0.9932,1.14,50
c2200_i16_p74,2200,16,74,36,0.9932,1.16,22
c4096_i16_p90,4096,16,90,59,0.9932,1.17,43
c2400_i16_p66,2400,16,66,41,0.9932,1.2,25
c2560_i16_p74,2560,16,74,39,0.9932,1.21,26
c2600_i16_p76,2600,16,76,40,0.9932,1.25,26
c2048_i16_p66,2048,16,66,38,0.9932,1.38,22
c2200_i16_p70,2200,16,70,39,0.9932,1.41,24
c2200_i16_p68,2200,16,68,40,0.9932,1.51,23
c2200_i16_p72,2200,16,72,41,0.9932,1.97,25
c6000_i16_p105,6000,16,105,74,0.993,0.92,57
c4800_i16_p105,4800,16,105,60,0.993,0.97,46
c4800_i16_p110,4800,16,110,60,0.993,0.99,46
c2600_i16_p74,2600,16,74,40,0.993,1.1,26
c2500_i16_p66,2500,16,66,42,0.993,1.16,26
c3072_i16_p80,3072,16,80,46,0.993,1.17,31
c2560_i32_p64,2560,32,64,65,0.9928,0.97,48
c2600_i32_p66,2600,32,66,66,0.9928,0.97,52
c4200_i16_p100,4200,16,100,54,0.9928,0.99,40
c2960_i16_p76,2960,16,76,43,0.9928,1.01,29
c3200_i16_p84,3200,16,84,45,0.9928,1.02,31
c3600_i16_p90,3600,16,90,50,0.9928,1.03,35
c6000_i16_p100,6000,16,100,75,0.9928,1.04,60
c5120_i16_p100,5120,16,100,72,0.9928,1.21,57
c2400_i16_p64,2400,16,64,42,0.9928,1.34,26
c2560_i16_p72,2560,16,72,45,0.9928,1.36,28
c6400_i16_p110,6400,16,110,79,0.9926,0.92,63
c3400_i16_p80,3400,16,80,46,0.9926,0.98,33
c2500_i32_p66,2500,32,66,64,0.9926,0.99,48
c2700_i16_p70,2700,16,70,41,0.9926,1,27
c4242_i16_p96,4242,16,96,57,0.9926,1,41
c3076_i16_p76,3076,16,76,45,0.9926,1.01,31
c5000_i16_p115,5000,16,115,64,0.9926,1.02,48
c2888_i16_p84,2888,16,84,42,0.9926,1.09,25
c4096_i16_p84,4096,16,84,57,0.9926,1.14,43
c6600_i16_p105,6600,16,105,85,0.9926,1.44,68
c2500_i16_p64,2500,16,64,51,0.9926,1.47,32
c6000_i16_p96,6000,16,96,72,0.9924,0.85,59
c4800_i16_p100,4800,16,100,62,0.9924,0.92,46
c2500_i32_p64,2500,32,64,61,0.9924,0.99,48
c2960_i16_p74,2960,16,74,42,0.9924,1,29
c3200_i16_p80,3200,16,80,48,0.9924,1.02,31
c2560_i16_p70,2560,16,70,40,0.9924,1.06,26
c2888_i16_p80,2888,16,80,42,0.9924,1.06,28
c2600_i32_p64,2600,32,64,75,0.9924,1.12,58
c2700_i16_p68,2700,16,68,45,0.9924,1.13,29
c7000_i16_p120,7000,16,120,90,0.9924,1.24,75
c2200_i16_p66,2200,16,66,39,0.9924,1.26,24
c2200_i16_p64,2200,16,64,39,0.9924,1.32,23
c2560_i16_p68,2560,16,68,42,0.9922,0.24,28
c6400_i16_p105,6400,16,105,77,0.9922,0.95,63
c5600_i16_p110,5600,16,110,70,0.9922,0.95,56
c2600_i16_p72,2600,16,72,39,0.9922,1.09,26
c3076_i16_p74,3076,16,74,45,0.9922,1.12,31
c2700_i16_p64,2700,16,64,44,0.9922,1.14,28
c2700_i16_p66,2700,16,66,44,0.9922,1.21,29
c2048_i16_p64,2048,16,64,36,0.9922,1.32,21
c4200_i16_p96,4200,16,96,65,0.9922,4.56,45
c2960_i16_p72,2960,16,72,43,0.992,0.97,29
c3600_i16_p84,3600,16,84,48,0.992,0.97,35
c5600_i16_p115,5600,16,115,69,0.992,0.98,54
c5800_i16_p115,5800,16,115,75,0.992,1.1,59
c2700_i32_p66,2700,32,66,68,0.992,1.15,54
c2560_i16_p66,2560,16,66,42,0.992,1.24,27
c6400_i16_p100,6400,16,100,76,0.9918,0.86,63
c3076_i32_p66,3076,32,66,75,0.9918,0.92,61
c4242_i16_p90,4242,16,90,54,0.9918,0.95,41
c2960_i16_p70,2960,16,70,43,0.9918,0.96,30
c3076_i16_p72,3076,16,72,43,0.9918,0.96,27
c2888_i16_p76,2888,16,76,43,0.9918,1.04,28
c6144_i16_p100,6144,16,100,82,0.9918,1.08,66
c5000_i16_p110,5000,16,110,71,0.9918,1.14,54
c3072_i16_p72,3072,16,72,53,0.9918,1.31,35
c3076_i16_p70,3076,16,70,46,0.9918,3.54,28
c2600_i16_p70,2600,16,70,42,0.9918,3.78,23
c4800_i16_p96,4800,16,96,59,0.9916,0.9,44
c5600_i16_p100,5600,16,100,69,0.9916,0.9,53
c4242_i16_p84,4242,16,84,57,0.9916,0.94,44
c5600_i16_p105,5600,16,105,68,0.9916,0.94,54
c2700_i32_p64,2700,32,64,67,0.9916,0.94,54
c3400_i16_p76,3400,16,76,46,0.9916,0.95,33
c3400_i16_p72,3400,16,72,49,0.9916,0.98,33
c4000_i16_p90,4000,16,90,56,0.9916,0.98,39
c3400_i16_p74,3400,16,74,49,0.9916,1.02,33
c2600_i16_p68,2600,16,68,44,0.9916,1.29,29
c3072_i16_p68,3072,16,68,48,0.9914,0.12,33
c6600_i16_p96,6600,16,96,78,0.9914,0.85,65
c6600_i16_p100,6600,16,100,82,0.9914,0.87,65
c2888_i16_p74,2888,16,74,43,0.9914,1.02,29
c4096_i16_p80,4096,16,80,57,0.9914,1.03,41
c4500_i16_p90,4500,16,90,77,0.9914,1.15,60
c4200_i16_p90,4200,16,90,75,0.9914,1.25,58
c8192_i16_p128,8192,16,128,99,0.9914,1.33,83
c3200_i16_p76,3200,16,76,47,0.9914,3.62,29
c3600_i16_p80,3600,16,80,48,0.9912,0.93,35
c2888_i16_p72,2888,16,72,42,0.9912,1.01,26
c3200_i16_p74,3200,16,74,48,0.9912,1.04,33
c4800_i16_p90,4800,16,90,81,0.9912,1.63,64
c6400_i16_p96,6400,16,96,76,0.991,0.85,60
c5600_i16_p96,5600,16,96,70,0.991,0.88,56
c3076_i32_p64,3076,32,64,74,0.991,0.91,61
c5800_i16_p110,5800,16,110,71,0.991,0.92,57
c2888_i32_p66,2888,32,66,71,0.991,0.93,57
c2888_i16_p70,2888,16,70,42,0.991,0.98,26
c2960_i16_p68,2960,16,68,47,0.991,1.07,31
c5120_i16_p90,5120,16,90,70,0.991,1.1,56
c2888_i16_p66,2888,16,66,47,0.991,1.13,31
c5000_i16_p105,5000,16,105,66,0.991,1.13,48
c2560_i16_p64,2560,16,64,40,0.991,1.15,26
c3076_i16_p68,3076,16,68,52,0.991,1.21,34
c2888_i16_p68,2888,16,68,54,0.991,1.25,33
c3400_i16_p70,3400,16,70,47,0.9908,0.88,33
c3200_i32_p64,3200,32,64,78,0.9908,0.93,63
c3200_i16_p72,3200,16,72,45,0.9908,0.94,31
c8192_i16_p120,8192,16,120,100,0.9908,1.09,85
c4800_i16_p84,4800,16,84,65,0.9908,1.1,50
c2600_i16_p66,2600,16,66,43,0.9908,1.17,28
c3600_i16_p76,3600,16,76,48,0.9906,0.96,35
c2888_i32_p64,2888,32,64,71,0.9906,0.99,57
c4000_i16_p84,4000,16,84,56,0.9906,1.01,41
c3076_i16_p64,3076,16,64,47,0.9906,1.05,32
c10240_i16_p120,10240,16,120,123,0.9906,1.14,109
c3076_i16_p66,3076,16,66,49,0.9906,1.14,33
c2600_i16_p64,2600,16,64,42,0.9906,1.15,27
c3400_i16_p68,3400,16,68,52,0.9906,1.15,36
c2960_i16_p66,2960,16,66,52,0.9906,1.23,33
c6000_i16_p90,6000,16,90,95,0.9906,1.29,79
c5000_i16_p96,5000,16,96,64,0.9904,0.89,51
c5600_i16_p90,5600,16,90,70,0.9904,0.91,53
c5000_i16_p100,5000,16,100,64,0.9904,0.93,51
c3072_i16_p64,3072,16,64,47,0.9904,1.13,31
c10240_i16_p128,10240,16,128,128,0.9904,1.22,110
c3200_i16_p70,3200,16,70,45,0.9902,0.91,32
c4000_i16_p80,4000,16,80,51,0.9902,0.91,39
c6000_i16_p84,6000,16,84,78,0.9902,1.04,63
c4500_i16_p84,4500,16,84,63,0.9902,1.14,47
c4200_i16_p84,4200,16,84,59,0.9902,1.15,43
c6600_i16_p90,6600,16,90,78,0.99,0.84,62
c4500_i16_p80,4500,16,80,65,0.99,1.05,48
c3400_i16_p66,3400,16,66,52,0.99,1.07,36
c6400_i16_p90,6400,16,90,78,0.9898,0.86,64
c5000_i16_p90,5000,16,90,65,0.9898,0.9,51
c3600_i16_p74,3600,16,74,48,0.9898,0.92,35
c4242_i16_p80,4242,16,80,57,0.9898,0.92,40
c5800_i16_p105,5800,16,105,70,0.9898,0.92,55
c2888_i16_p64,2888,16,64,46,0.9898,1.09,30
c3200_i16_p66,3200,16,66,49,0.9898,1.1,34
c3200_i16_p68,3200,16,68,50,0.9898,1.1,34
c7000_i16_p100,7000,16,100,92,0.9898,1.11,76
c4096_i16_p72,4096,16,72,63,0.9898,1.15,48
c6000_i16_p80,6000,16,80,86,0.9898,1.34,70
c4242_i16_p76,4242,16,76,57,0.9896,0.93,41
c2960_i32_p66,2960,32,66,76,0.9896,0.94,58
c3400_i16_p64,3400,16,64,50,0.9896,1.02,35
c6144_i16_p90,6144,16,90,81,0.9896,1.05,66
c4200_i16_p80,4200,16,80,59,0.9896,1.06,43
c2960_i16_p64,2960,16,64,46,0.9896,1.06,31
c6666_i16_p90,6666,16,90,104,0.9896,1.13,87
c4000_i16_p76,4000,16,76,59,0.9894,1.04,43
c4242_i16_p74,4242,16,74,58,0.9892,0.9,40
c3600_i16_p72,3600,16,72,59,0.9892,1.17,39
c4800_i16_p80,4800,16,80,68,0.9892,1.35,51
c6400_i16_p84,6400,16,84,78,0.989,0.81,60
c4242_i16_p72,4242,16,72,57,0.989,0.85,41
c4000_i16_p74,4000,16,74,52,0.989,0.89,39
c4096_i16_p68,4096,16,68,61,0.989,1.64,46
c3600_i16_p70,3600,16,70,52,0.9888,0.86,35
c5600_i16_p84,5600,16,84,70,0.9888,0.87,56
c5800_i16_p100,5800,16,100,71,0.9888,0.88,54
c2960_i32_p64,2960,32,64,72,0.9888,0.93,59
c3200_i16_p64,3200,16,64,49,0.9888,1.04,33
c5120_i16_p84,5120,16,84,69,0.9888,1.06,52
c8192_i16_p100,8192,16,100,108,0.9888,1.34,92
c6000_i16_p76,6000,16,76,72,0.9886,0.82,56
c4000_i16_p72,4000,16,72,55,0.9886,0.87,39
c3400_i32_p64,3400,32,64,83,0.9886,0.89,67
c4200_i16_p76,4200,16,76,56,0.9886,0.94,43
c3600_i16_p68,3600,16,68,53,0.9886,1.02,38
c6600_i16_p84,6600,16,84,78,0.9884,0.83,66
c4800_i16_p76,4800,16,76,60,0.9884,0.87,46
c4200_i16_p74,4200,16,74,57,0.9884,0.89,43
c5120_i16_p80,5120,16,80,67,0.9884,1.01,52
c6666_i16_p84,6666,16,84,88,0.9884,1.08,71
c4000_i16_p70,4000,16,70,55,0.9882,0.84,39
c4242_i16_p70,4242,16,70,55,0.9882,0.84,42
c5800_i16_p96,5800,16,96,75,0.9882,0.86,59
c3600_i16_p66,3600,16,66,53,0.9882,0.96,38
c6144_i16_p84,6144,16,84,82,0.9882,1.08,65
c4096_i16_p64,4096,16,64,63,0.9882,1.64,45
c5120_i16_p72,5120,16,72,74,0.9882,Average query time: -0.36 ms,58
c4800_i16_p74,4800,16,74,59,0.988,0.84,46
c4800_i16_p72,4800,16,72,68,0.988,1.01,53
c5000_i16_p84,5000,16,84,64,0.9878,0.87,48
c5800_i16_p90,5800,16,90,73,0.9878,0.91,58
c4000_i16_p68,4000,16,68,58,0.9878,1.02,41
c4242_i16_p68,4242,16,68,61,0.9878,1.05,45
c4200_i16_p72,4200,16,72,61,0.9878,1.13,45
c5600_i16_p80,5600,16,80,66,0.9876,0.88,53
c6144_i16_p80,6144,16,80,78,0.9876,0.93,64
c6400_i16_p80,6400,16,80,84,0.9876,1.02,68
c6666_i16_p80,6666,16,80,91,0.9876,1.1,75
c4200_i16_p68,4200,16,68,65,0.9876,2.18,47
c4200_i16_p70,4200,16,70,57,0.9874,0.83,41
c5000_i16_p80,5000,16,80,64,0.9874,0.86,51
c4000_i16_p66,4000,16,66,59,0.9874,1.09,43
c4500_i16_p72,4500,16,72,64,0.9874,1.13,48
c6000_i16_p74,6000,16,74,73,0.9872,0.79,60
c3600_i16_p64,3600,16,64,52,0.9872,1,38
c4800_i16_p70,4800,16,70,62,0.987,0.83,49
c6600_i16_p80,6600,16,80,81,0.987,0.86,65
c3600_i32_p64,3600,32,64,86,0.987,0.88,71
c4000_i32_p64,4000,32,64,101,0.987,0.99,82
c5120_i16_p68,5120,16,68,72,0.987,1.28,57
c6400_i16_p76,6400,16,76,74,0.9868,0.84,60
c5600_i16_p76,5600,16,76,77,0.9868,1.01,60
c10240_i16_p100,10240,16,100,130,0.9868,1.21,113
c4800_i16_p68,4800,16,68,69,0.9868,1.4,53
c5800_i16_p84,5800,16,84,71,0.9866,0.87,58
c6600_i16_p76,6600,16,76,85,0.9866,0.96,68
c4200_i16_p66,4200,16,66,60,0.9866,1.02,44
c4000_i16_p64,4000,16,64,58,0.9866,1.08,43
c6600_i16_p74,6600,16,74,78,0.9864,0.78,65
c4242_i16_p66,4242,16,66,60,0.9864,0.96,45
c6000_i16_p72,6000,16,72,88,0.9864,1.09,72
c7000_i16_p90,7000,16,90,90,0.9864,1.1,75
c8192_i16_p90,8192,16,90,104,0.9864,1.17,88
c4500_i16_p68,4500,16,68,65,0.9864,1.19,47
c5000_i16_p76,5000,16,76,64,0.9862,0.87,48
c4242_i16_p64,4242,16,64,59,0.9862,0.95,45
c4800_i16_p66,4800,16,66,66,0.9862,0.97,51
c5800_i16_p80,5800,16,80,71,0.9862,3.98,55
c5600_i16_p74,5600,16,74,69,0.986,0.81,53
c6144_i16_p72,6144,16,72,91,0.986,1.12,74
c4800_i16_p64,4800,16,64,75,0.986,2.21,56
c6400_i16_p74,6400,16,74,79,0.986,3.65,60
c6000_i16_p70,6000,16,70,76,0.9858,0.8,59
c6400_i16_p72,6400,16,72,76,0.9856,0.79,63
c5000_i16_p74,5000,16,74,64,0.9856,0.83,48
c5000_i16_p72,5000,16,72,64,0.9856,0.86,51
c5600_i16_p72,5600,16,72,71,0.9856,0.88,55
c6600_i16_p72,6600,16,72,78,0.9854,0.79,62
c7000_i16_p84,7000,16,84,91,0.9854,1.02,74
c8192_i16_p84,8192,16,84,125,0.9854,1.29,107
c5600_i16_p70,5600,16,70,70,0.9852,0.8,54
c6400_i16_p70,6400,16,70,83,0.9852,0.88,66
c5120_i16_p64,5120,16,64,69,0.9852,0.91,53
c5600_i16_p68,5600,16,68,76,0.9852,1.03,60
c4200_i16_p64,4200,16,64,63,0.9852,1.18,44
c6000_i16_p68,6000,16,68,88,0.9852,1.71,70
c5000_i16_p70,5000,16,70,68,0.985,0.81,53
c6144_i16_p68,6144,16,68,83,0.985,1.08,68
c6666_i16_p72,6666,16,72,93,0.985,1.24,77
c5800_i16_p76,5800,16,76,71,0.9848,0.81,55
c6000_i16_p66,6000,16,66,78,0.9848,0.88,63
c4500_i16_p64,4500,16,64,66,0.9848,1.2,48
c4200_i32_p64,4200,32,64,97,0.9846,0.78,84
c4242_i32_p64,4242,32,64,99,0.9846,0.87,85
c6600_i16_p70,6600,16,70,79,0.9844,0.77,65
