timestamp,iteration,m,max_layer,efc,efs,avg_recall,avg_time_ms,build_time_ms,score,status
2025-12-01T21:20:12.924678,1,40,17,648,457,0.97994,1.670214,1017970.956416,-501.79999999999956,INFEASIBLE
2025-12-01T21:34:47.842180,2,48,8,550,200,0.94529,0.77886,860668.727358,-675.05,INFEASIBLE
2025-12-01T21:43:38.410271,3,32,10,400,300,0.95149,0.922358,515606.89427,-644.05,INFEASIBLE
2025-12-01T22:03:25.670728,4,56,6,700,150,0.93311,0.680474,1176133.232451,-735.9499999999998,INFEASIBLE
2025-12-01T22:18:13.631507,4,40,17,648,457,0.97994,1.670214,1017970.956416,10359.999999999916,INFEASIBLE
2025-12-01T22:18:13.633477,4,48,8,550,200,0.94529,0.77886,860668.727358,45009.999999999985,INFEASIBLE
2025-12-01T22:18:13.635090,4,32,10,400,300,0.95149,0.922358,515606.89427,38810.0,INFEASIBLE
2025-12-01T22:18:13.636711,4,56,6,700,150,0.93311,0.680474,1176133.232451,57189.99999999995,INFEASIBLE
