STAMP,NUM_CENTROIDS,KMEANS_ITER,NPROBE,ELAPSED_s,RECALL,AVG_QUERY_TIME_ms,INDEX_BUILD_TIME_s
c1024_i16_p256,1024,16,256,32,0.9609,3.17,15
c2048_i16_p256,2048,16,256,40,0.9424,1.27,25
c1024_i16_p512,1024,16,512,32,0.9700,3.65,15
c1024_i16_p1024,1024,16,1024,35,0.9713,6.58,14
c1024_i16_p2048,1024,16,2048,34,0.9713,6.57,14
c1024_i16_p4096,1024,16,4096,34,0.9713,6.72,14
c1024_i16_p6000,1024,16,6000,35,0.9713,6.62,14
