C,P,I,time_pred,recall_pred,P_C_ratio,score
5008,217,6,3.98,0.997,0.0433,0.2445
5008,219,6,3.98,0.997,0.0437,0.2445
5008,221,6,3.98,0.997,0.0441,0.2445
5008,223,6,3.98,0.997,0.0445,0.2445
5008,225,6,3.98,0.997,0.0449,0.2445
5008,227,6,3.98,0.997,0.0453,0.2445
5008,229,6,3.98,0.997,0.0457,0.2445
5008,231,6,3.98,0.997,0.0461,0.2445
5008,233,6,3.98,0.997,0.0465,0.2445
5008,235,6,3.98,0.997,0.0469,0.2445
5008,237,6,3.98,0.997,0.0473,0.2445
5008,239,6,3.98,0.997,0.0477,0.2445
5008,241,6,3.98,0.998,0.0481,0.2447
5008,243,6,3.98,0.998,0.0485,0.2447
5008,245,6,3.98,0.998,0.0489,0.2447
5008,247,6,3.98,0.998,0.0493,0.2447
5008,249,6,3.98,0.998,0.0497,0.2447
5008,251,6,3.98,0.998,0.0501,0.2447
5008,253,6,3.98,0.998,0.0505,0.2447
5008,255,6,3.98,0.998,0.0509,0.2447
5008,257,6,3.98,0.998,0.0513,0.2447
5008,259,6,3.98,0.998,0.0517,0.2447
5008,261,6,3.98,0.998,0.0521,0.2447
5008,263,6,3.98,0.998,0.0525,0.2447
5008,265,6,3.98,0.998,0.0529,0.2447
5008,267,6,3.98,0.998,0.0533,0.2447
5008,269,6,3.98,0.998,0.0537,0.2447
5008,271,6,3.98,0.998,0.0541,0.2447
5008,273,6,3.98,0.998,0.0545,0.2447
5008,275,6,3.98,0.998,0.0549,0.2447
5008,277,6,3.98,0.998,0.0553,0.2447
5008,279,6,3.98,0.998,0.0557,0.2447
5008,281,6,3.98,0.998,0.0561,0.2447
5008,283,6,3.98,0.998,0.0565,0.2447
5008,285,6,3.98,0.998,0.0569,0.2447
5008,287,6,3.98,0.998,0.0573,0.2447
5008,289,6,3.98,0.998,0.0577,0.2447
5024,209,6,3.98,0.997,0.0416,0.2445
5024,211,6,3.98,0.997,0.042,0.2445
5024,213,6,3.98,0.997,0.0424,0.2445
5024,215,6,3.98,0.997,0.0428,0.2445
5024,217,6,3.98,0.997,0.0432,0.2445
5024,219,6,3.98,0.997,0.0436,0.2445
5024,221,6,3.98,0.997,0.044,0.2445
5024,223,6,3.98,0.997,0.0444,0.2445
5024,225,6,3.98,0.997,0.0448,0.2445
5024,227,6,3.98,0.997,0.0452,0.2445
5024,229,6,3.98,0.997,0.0456,0.2445
5024,231,6,3.98,0.997,0.046,0.2445
5024,233,6,3.98,0.997,0.0464,0.2445
5024,235,6,3.98,0.997,0.0468,0.2445
5024,237,6,3.98,0.997,0.0472,0.2445
5024,239,6,3.98,0.997,0.0476,0.2445
5024,241,6,3.98,0.998,0.048,0.2447
5024,243,6,3.98,0.998,0.0484,0.2447
5024,245,6,3.98,0.998,0.0488,0.2447
5024,247,6,3.98,0.998,0.0492,0.2447
5024,249,6,3.98,0.998,0.0496,0.2447
5024,251,6,3.98,0.998,0.05,0.2447
5024,253,6,3.98,0.998,0.0504,0.2447
5024,255,6,3.98,0.998,0.0508,0.2447
5024,257,6,3.98,0.998,0.0512,0.2447
5024,259,6,3.98,0.998,0.0516,0.2447
5024,261,6,3.98,0.998,0.052,0.2447
5024,263,6,3.98,0.998,0.0523,0.2447
5024,265,6,3.98,0.998,0.0527,0.2447
5024,267,6,3.98,0.998,0.0531,0.2447
5024,269,6,3.98,0.998,0.0535,0.2447
5024,271,6,3.98,0.998,0.0539,0.2447
5024,273,6,3.98,0.998,0.0543,0.2447
5024,275,6,3.98,0.998,0.0547,0.2447
5024,277,6,3.98,0.998,0.0551,0.2447
5024,279,6,3.98,0.998,0.0555,0.2447
5024,281,6,3.98,0.998,0.0559,0.2447
5024,283,6,3.98,0.998,0.0563,0.2447
5024,285,6,3.98,0.998,0.0567,0.2447
5024,287,6,3.98,0.998,0.0571,0.2447
5024,289,6,3.98,0.998,0.0575,0.2447
5040,209,6,3.98,0.997,0.0415,0.2445
5040,211,6,3.98,0.997,0.0419,0.2445
5040,213,6,3.98,0.997,0.0423,0.2445
5040,215,6,3.98,0.997,0.0427,0.2445
5040,217,6,3.98,0.997,0.0431,0.2445
5040,219,6,3.98,0.997,0.0435,0.2445
5040,221,6,3.98,0.997,0.0438,0.2445
5040,223,6,3.98,0.997,0.0442,0.2445
5040,225,6,3.98,0.997,0.0446,0.2445
5040,227,6,3.98,0.997,0.045,0.2445
5040,229,6,3.98,0.997,0.0454,0.2445
5040,231,6,3.98,0.997,0.0458,0.2445
5040,233,6,3.98,0.997,0.0462,0.2445
5040,235,6,3.98,0.997,0.0466,0.2445
5040,237,6,3.98,0.997,0.047,0.2445
5040,239,6,3.98,0.997,0.0474,0.2445
5040,241,6,3.98,0.998,0.0478,0.2447
5040,243,6,3.98,0.998,0.0482,0.2447
5040,245,6,3.98,0.998,0.0486,0.2447
5040,247,6,3.98,0.998,0.049,0.2447
5040,249,6,3.98,0.998,0.0494,0.2447
5040,251,6,3.98,0.998,0.0498,0.2447
5040,253,6,3.98,0.998,0.0502,0.2447
5040,255,6,3.98,0.998,0.0506,0.2447
5040,257,6,3.98,0.998,0.051,0.2447
5040,259,6,3.98,0.998,0.0514,0.2447
5040,261,6,3.98,0.998,0.0518,0.2447
5040,263,6,3.98,0.998,0.0522,0.2447
5040,265,6,3.98,0.998,0.0526,0.2447
5040,267,6,3.98,0.998,0.053,0.2447
5040,269,6,3.98,0.998,0.0534,0.2447
5040,271,6,3.98,0.998,0.0538,0.2447
5040,273,6,3.98,0.998,0.0542,0.2447
5040,275,6,3.98,0.998,0.0546,0.2447
5040,277,6,3.98,0.998,0.055,0.2447
5040,279,6,3.98,0.998,0.0554,0.2447
5040,281,6,3.98,0.998,0.0558,0.2447
5040,283,6,3.98,0.998,0.0562,0.2447
5040,285,6,3.98,0.998,0.0565,0.2447
5040,287,6,3.98,0.998,0.0569,0.2447
5040,289,6,3.98,0.998,0.0573,0.2447
5056,209,6,3.98,0.997,0.0413,0.2445
5056,211,6,3.98,0.997,0.0417,0.2445
5056,213,6,3.98,0.997,0.0421,0.2445
5056,215,6,3.98,0.997,0.0425,0.2445
5056,217,6,3.98,0.997,0.0429,0.2445
5056,219,6,3.98,0.997,0.0433,0.2445
5056,221,6,3.98,0.997,0.0437,0.2445
5056,223,6,3.98,0.997,0.0441,0.2445
5056,225,6,3.98,0.997,0.0445,0.2445
5056,227,6,3.98,0.997,0.0449,0.2445
5056,229,6,3.98,0.997,0.0453,0.2445
5056,231,6,3.98,0.997,0.0457,0.2445
5056,233,6,3.98,0.997,0.0461,0.2445
5056,235,6,3.98,0.997,0.0465,0.2445
5056,237,6,3.98,0.997,0.0469,0.2445
5056,239,6,3.98,0.997,0.0473,0.2445
5056,241,6,3.98,0.998,0.0477,0.2447
5056,243,6,3.98,0.998,0.0481,0.2447
5056,245,6,3.98,0.998,0.0485,0.2447
5056,247,6,3.98,0.998,0.0489,0.2447
5056,249,6,3.98,0.998,0.0492,0.2447
5056,251,6,3.98,0.998,0.0496,0.2447
5056,253,6,3.98,0.998,0.05,0.2447
5056,255,6,3.98,0.998,0.0504,0.2447
5056,257,6,3.98,0.998,0.0508,0.2447
5056,259,6,3.98,0.998,0.0512,0.2447
5056,261,6,3.98,0.998,0.0516,0.2447
5056,263,6,3.98,0.998,0.052,0.2447
5056,265,6,3.98,0.998,0.0524,0.2447
5056,267,6,3.98,0.998,0.0528,0.2447
5056,269,6,3.98,0.998,0.0532,0.2447
5056,271,6,3.98,0.998,0.0536,0.2447
5056,273,6,3.98,0.998,0.054,0.2447
5056,275,6,3.98,0.998,0.0544,0.2447
5056,277,6,3.98,0.998,0.0548,0.2447
5056,279,6,3.98,0.998,0.0552,0.2447
5056,281,6,3.98,0.998,0.0556,0.2447
5056,283,6,3.98,0.998,0.056,0.2447
5056,285,6,3.98,0.998,0.0564,0.2447
5056,287,6,3.98,0.998,0.0568,0.2447
5056,289,6,3.98,0.998,0.0572,0.2447
5072,209,6,3.98,0.997,0.0412,0.2445
5072,211,6,3.98,0.997,0.0416,0.2445
5072,213,6,3.98,0.997,0.042,0.2445
5072,215,6,3.98,0.997,0.0424,0.2445
5072,217,6,3.98,0.997,0.0428,0.2445
5072,219,6,3.98,0.997,0.0432,0.2445
5072,221,6,3.98,0.997,0.0436,0.2445
5072,223,6,3.98,0.997,0.044,0.2445
5072,225,6,3.98,0.997,0.0444,0.2445
5072,227,6,3.98,0.997,0.0448,0.2445
5072,229,6,3.98,0.997,0.0451,0.2445
5072,231,6,3.98,0.997,0.0455,0.2445
5072,233,6,3.98,0.997,0.0459,0.2445
5072,235,6,3.98,0.997,0.0463,0.2445
5072,237,6,3.98,0.997,0.0467,0.2445
5072,239,6,3.98,0.997,0.0471,0.2445
5072,241,6,3.98,0.998,0.0475,0.2447
5072,243,6,3.98,0.998,0.0479,0.2447
5072,245,6,3.98,0.998,0.0483,0.2447
5072,247,6,3.98,0.998,0.0487,0.2447
5072,249,6,3.98,0.998,0.0491,0.2447
5072,251,6,3.98,0.998,0.0495,0.2447
5072,253,6,3.98,0.998,0.0499,0.2447
5072,255,6,3.98,0.998,0.0503,0.2447
5072,257,6,3.98,0.998,0.0507,0.2447
5072,259,6,3.98,0.998,0.0511,0.2447
5072,261,6,3.98,0.998,0.0515,0.2447
5072,263,6,3.98,0.998,0.0519,0.2447
5072,265,6,3.98,0.998,0.0522,0.2447
5072,267,6,3.98,0.998,0.0526,0.2447
5072,269,6,3.98,0.998,0.053,0.2447
5072,271,6,3.98,0.998,0.0534,0.2447
5072,273,6,3.98,0.998,0.0538,0.2447
5072,275,6,3.98,0.998,0.0542,0.2447
5072,277,6,3.98,0.998,0.0546,0.2447
5072,279,6,3.98,0.998,0.055,0.2447
5072,281,6,3.98,0.998,0.0554,0.2447
5072,283,6,3.98,0.998,0.0558,0.2447
5072,285,6,3.98,0.998,0.0562,0.2447
5072,287,6,3.98,0.998,0.0566,0.2447
5072,289,6,3.98,0.998,0.057,0.2447
5088,209,6,3.98,0.997,0.0411,0.2445
5088,211,6,3.98,0.997,0.0415,0.2445
5088,213,6,3.98,0.997,0.0419,0.2445
5088,215,6,3.98,0.997,0.0423,0.2445
5088,217,6,3.98,0.997,0.0426,0.2445
5088,219,6,3.98,0.997,0.043,0.2445
5088,221,6,3.98,0.997,0.0434,0.2445
5088,223,6,3.98,0.997,0.0438,0.2445
5088,225,6,3.98,0.997,0.0442,0.2445
5088,227,6,3.98,0.997,0.0446,0.2445
5088,229,6,3.98,0.997,0.045,0.2445
5088,231,6,3.98,0.997,0.0454,0.2445
5088,233,6,3.98,0.997,0.0458,0.2445
5088,235,6,3.98,0.997,0.0462,0.2445
5088,237,6,3.98,0.997,0.0466,0.2445
5088,239,6,3.98,0.997,0.047,0.2445
5088,241,6,3.98,0.998,0.0474,0.2447
5088,243,6,3.98,0.998,0.0478,0.2447
5088,245,6,3.98,0.998,0.0482,0.2447
5088,247,6,3.98,0.998,0.0485,0.2447
5088,249,6,3.98,0.998,0.0489,0.2447
5088,251,6,3.98,0.998,0.0493,0.2447
5088,253,6,3.98,0.998,0.0497,0.2447
5088,255,6,3.98,0.998,0.0501,0.2447
5088,257,6,3.98,0.998,0.0505,0.2447
5088,259,6,3.98,0.998,0.0509,0.2447
5088,261,6,3.98,0.998,0.0513,0.2447
5088,263,6,3.98,0.998,0.0517,0.2447
5088,265,6,3.98,0.998,0.0521,0.2447
5088,267,6,3.98,0.998,0.0525,0.2447
5088,269,6,3.98,0.998,0.0529,0.2447
5088,271,6,3.98,0.998,0.0533,0.2447
5088,273,6,3.98,0.998,0.0537,0.2447
5088,275,6,3.98,0.998,0.054,0.2447
5088,277,6,3.98,0.998,0.0544,0.2447
5088,279,6,3.98,0.998,0.0548,0.2447
5088,281,6,3.98,0.998,0.0552,0.2447
5088,283,6,3.98,0.998,0.0556,0.2447
5088,285,6,3.98,0.998,0.056,0.2447
5088,287,6,3.98,0.998,0.0564,0.2447
5088,289,6,3.98,0.998,0.0568,0.2447
5104,209,6,3.98,0.997,0.0409,0.2445
5104,211,6,3.98,0.997,0.0413,0.2445
5104,213,6,3.98,0.997,0.0417,0.2445
5104,215,6,3.98,0.997,0.0421,0.2445
5104,217,6,3.98,0.997,0.0425,0.2445
5104,219,6,3.98,0.997,0.0429,0.2445
5104,221,6,3.98,0.997,0.0433,0.2445
5104,223,6,3.98,0.997,0.0437,0.2445
5104,225,6,3.98,0.997,0.0441,0.2445
5104,227,6,3.98,0.997,0.0445,0.2445
5104,229,6,3.98,0.997,0.0449,0.2445
5104,231,6,3.98,0.997,0.0453,0.2445
5104,233,6,3.98,0.997,0.0457,0.2445
5104,235,6,3.98,0.997,0.046,0.2445
5104,237,6,3.98,0.997,0.0464,0.2445
5104,239,6,3.98,0.997,0.0468,0.2445
5104,241,6,3.98,0.998,0.0472,0.2447
5104,243,6,3.98,0.998,0.0476,0.2447
5104,245,6,3.98,0.998,0.048,0.2447
5104,247,6,3.98,0.998,0.0484,0.2447
5104,249,6,3.98,0.998,0.0488,0.2447
5104,251,6,3.98,0.998,0.0492,0.2447
5104,253,6,3.98,0.998,0.0496,0.2447
5104,255,6,3.98,0.998,0.05,0.2447
5104,257,6,3.98,0.998,0.0504,0.2447
5104,259,6,3.98,0.998,0.0507,0.2447
5104,261,6,3.98,0.998,0.0511,0.2447
5104,263,6,3.98,0.998,0.0515,0.2447
5104,265,6,3.98,0.998,0.0519,0.2447
5104,267,6,3.98,0.998,0.0523,0.2447
5104,269,6,3.98,0.998,0.0527,0.2447
5104,271,6,3.98,0.998,0.0531,0.2447
5104,273,6,3.98,0.998,0.0535,0.2447
5104,275,6,3.98,0.998,0.0539,0.2447
5104,277,6,3.98,0.998,0.0543,0.2447
5104,279,6,3.98,0.998,0.0547,0.2447
5104,281,6,3.98,0.998,0.0551,0.2447
5104,283,6,3.98,0.998,0.0554,0.2447
5104,285,6,3.98,0.998,0.0558,0.2447
5104,287,6,3.98,0.998,0.0562,0.2447
5104,289,6,3.98,0.998,0.0566,0.2447
5120,209,6,3.98,0.997,0.0408,0.2445
5120,211,6,3.98,0.997,0.0412,0.2445
5120,213,6,3.98,0.997,0.0416,0.2445
5120,215,6,3.98,0.997,0.042,0.2445
5120,217,6,3.98,0.997,0.0424,0.2445
5120,219,6,3.98,0.997,0.0428,0.2445
5120,221,6,3.98,0.997,0.0432,0.2445
5120,223,6,3.98,0.997,0.0436,0.2445
5120,225,6,3.98,0.997,0.0439,0.2445
5120,227,6,3.98,0.997,0.0443,0.2445
5120,229,6,3.98,0.997,0.0447,0.2445
5120,231,6,3.98,0.997,0.0451,0.2445
5120,233,6,3.98,0.997,0.0455,0.2445
5120,235,6,3.98,0.997,0.0459,0.2445
5120,237,6,3.98,0.997,0.0463,0.2445
5120,239,6,3.98,0.997,0.0467,0.2445
5120,241,6,3.98,0.998,0.0471,0.2447
5120,243,6,3.98,0.998,0.0475,0.2447
5120,245,6,3.98,0.998,0.0479,0.2447
5120,247,6,3.98,0.998,0.0482,0.2447
5120,249,6,3.98,0.998,0.0486,0.2447
5120,251,6,3.98,0.998,0.049,0.2447
5120,253,6,3.98,0.998,0.0494,0.2447
5120,255,6,3.98,0.998,0.0498,0.2447
5120,257,6,3.98,0.998,0.0502,0.2447
5120,259,6,3.98,0.998,0.0506,0.2447
5120,261,6,3.98,0.998,0.051,0.2447
5120,263,6,3.98,0.998,0.0514,0.2447
5120,265,6,3.98,0.998,0.0518,0.2447
5120,267,6,3.98,0.998,0.0521,0.2447
5120,269,6,3.98,0.998,0.0525,0.2447
5120,271,6,3.98,0.998,0.0529,0.2447
5120,273,6,3.98,0.998,0.0533,0.2447
5120,275,6,3.98,0.998,0.0537,0.2447
5120,277,6,3.98,0.998,0.0541,0.2447
5120,279,6,3.98,0.998,0.0545,0.2447
5120,281,6,3.98,0.998,0.0549,0.2447
5120,283,6,3.98,0.998,0.0553,0.2447
5120,285,6,3.98,0.998,0.0557,0.2447
5120,287,6,3.98,0.998,0.0561,0.2447
5120,289,6,3.98,0.998,0.0564,0.2447
5136,209,6,3.98,0.997,0.0407,0.2445
5136,211,6,3.98,0.997,0.0411,0.2445
5136,213,6,3.98,0.997,0.0415,0.2445
5136,215,6,3.98,0.997,0.0419,0.2445
5136,217,6,3.98,0.997,0.0423,0.2445
5136,219,6,3.98,0.997,0.0426,0.2445
5136,221,6,3.98,0.997,0.043,0.2445
5136,223,6,3.98,0.997,0.0434,0.2445
5136,225,6,3.98,0.997,0.0438,0.2445
5136,227,6,3.98,0.997,0.0442,0.2445
5136,229,6,3.98,0.997,0.0446,0.2445
5136,231,6,3.98,0.997,0.045,0.2445
5136,233,6,3.98,0.997,0.0454,0.2445
5136,235,6,3.98,0.997,0.0458,0.2445
5136,237,6,3.98,0.997,0.0461,0.2445
5136,239,6,3.98,0.997,0.0465,0.2445
5136,241,6,3.98,0.998,0.0469,0.2447
5136,243,6,3.98,0.998,0.0473,0.2447
5136,245,6,3.98,0.998,0.0477,0.2447
5136,247,6,3.98,0.998,0.0481,0.2447
5136,249,6,3.98,0.998,0.0485,0.2447
5136,251,6,3.98,0.998,0.0489,0.2447
5136,253,6,3.98,0.998,0.0493,0.2447
5136,255,6,3.98,0.998,0.0496,0.2447
5136,257,6,3.98,0.998,0.05,0.2447
5136,259,6,3.98,0.998,0.0504,0.2447
5136,261,6,3.98,0.998,0.0508,0.2447
5136,263,6,3.98,0.998,0.0512,0.2447
5136,265,6,3.98,0.998,0.0516,0.2447
5136,267,6,3.98,0.998,0.052,0.2447
5136,269,6,3.98,0.998,0.0524,0.2447
5136,271,6,3.98,0.998,0.0528,0.2447
5136,273,6,3.98,0.998,0.0532,0.2447
5136,275,6,3.98,0.998,0.0535,0.2447
5136,277,6,3.98,0.998,0.0539,0.2447
5136,279,6,3.98,0.998,0.0543,0.2447
5136,281,6,3.98,0.998,0.0547,0.2447
5136,283,6,3.98,0.998,0.0551,0.2447
5136,285,6,3.98,0.998,0.0555,0.2447
5136,287,6,3.98,0.998,0.0559,0.2447
5136,289,6,3.98,0.998,0.0563,0.2447
5152,209,6,3.98,0.997,0.0406,0.2445
5152,211,6,3.98,0.997,0.041,0.2445
5152,213,6,3.98,0.997,0.0413,0.2445
5152,215,6,3.98,0.997,0.0417,0.2445
5152,217,6,3.98,0.997,0.0421,0.2445
5152,219,6,3.98,0.997,0.0425,0.2445
5152,221,6,3.98,0.997,0.0429,0.2445
5152,223,6,3.98,0.997,0.0433,0.2445
5152,225,6,3.98,0.997,0.0437,0.2445
5152,227,6,3.98,0.997,0.0441,0.2445
5152,229,6,3.98,0.997,0.0444,0.2445
5152,231,6,3.98,0.997,0.0448,0.2445
5152,233,6,3.98,0.997,0.0452,0.2445
5152,235,6,3.98,0.997,0.0456,0.2445
5152,237,6,3.98,0.997,0.046,0.2445
5152,239,6,3.98,0.997,0.0464,0.2445
5152,241,6,3.98,0.998,0.0468,0.2447
5152,243,6,3.98,0.998,0.0472,0.2447
5152,245,6,3.98,0.998,0.0476,0.2447
5152,247,6,3.98,0.998,0.0479,0.2447
5152,249,6,3.98,0.998,0.0483,0.2447
5152,251,6,3.98,0.998,0.0487,0.2447
5152,253,6,3.98,0.998,0.0491,0.2447
5152,255,6,3.98,0.998,0.0495,0.2447
5152,257,6,3.98,0.998,0.0499,0.2447
5152,259,6,3.98,0.998,0.0503,0.2447
5152,261,6,3.98,0.998,0.0507,0.2447
5152,263,6,3.98,0.998,0.051,0.2447
5152,265,6,3.98,0.998,0.0514,0.2447
5152,267,6,3.98,0.998,0.0518,0.2447
5152,269,6,3.98,0.998,0.0522,0.2447
5152,271,6,3.98,0.998,0.0526,0.2447
5152,273,6,3.98,0.998,0.053,0.2447
5152,275,6,3.98,0.998,0.0534,0.2447
5152,277,6,3.98,0.998,0.0538,0.2447
5152,279,6,3.98,0.998,0.0542,0.2447
5152,281,6,3.98,0.998,0.0545,0.2447
5152,283,6,3.98,0.998,0.0549,0.2447
5152,285,6,3.98,0.998,0.0553,0.2447
5152,287,6,3.98,0.998,0.0557,0.2447
5152,289,6,3.98,0.998,0.0561,0.2447
5168,209,6,3.98,0.997,0.0404,0.2445
5168,211,6,3.98,0.997,0.0408,0.2445
5168,213,6,3.98,0.997,0.0412,0.2445
5168,215,6,3.98,0.997,0.0416,0.2445
5168,217,6,3.98,0.997,0.042,0.2445
5168,219,6,3.98,0.997,0.0424,0.2445
5168,221,6,3.98,0.997,0.0428,0.2445
5168,223,6,3.98,0.997,0.0432,0.2445
5168,225,6,3.98,0.997,0.0435,0.2445
5168,227,6,3.98,0.997,0.0439,0.2445
5168,229,6,3.98,0.997,0.0443,0.2445
5168,231,6,3.98,0.997,0.0447,0.2445
5168,233,6,3.98,0.997,0.0451,0.2445
5168,235,6,3.98,0.997,0.0455,0.2445
5168,237,6,3.98,0.997,0.0459,0.2445
5168,239,6,3.98,0.997,0.0462,0.2445
5168,241,6,3.98,0.998,0.0466,0.2447
5168,243,6,3.98,0.998,0.047,0.2447
5168,245,6,3.98,0.998,0.0474,0.2447
5168,247,6,3.98,0.998,0.0478,0.2447
5168,249,6,3.98,0.998,0.0482,0.2447
5168,251,6,3.98,0.998,0.0486,0.2447
5168,253,6,3.98,0.998,0.049,0.2447
5168,255,6,3.98,0.998,0.0493,0.2447
5168,257,6,3.98,0.998,0.0497,0.2447
5168,259,6,3.98,0.998,0.0501,0.2447
5168,261,6,3.98,0.998,0.0505,0.2447
5168,263,6,3.98,0.998,0.0509,0.2447
5168,265,6,3.98,0.998,0.0513,0.2447
5168,267,6,3.98,0.998,0.0517,0.2447
5168,269,6,3.98,0.998,0.0521,0.2447
5168,271,6,3.98,0.998,0.0524,0.2447
5168,273,6,3.98,0.998,0.0528,0.2447
5168,275,6,3.98,0.998,0.0532,0.2447
5168,277,6,3.98,0.998,0.0536,0.2447
5168,279,6,3.98,0.998,0.054,0.2447
5168,281,6,3.98,0.998,0.0544,0.2447
5168,283,6,3.98,0.998,0.0548,0.2447
5168,285,6,3.98,0.998,0.0551,0.2447
5168,287,6,3.98,0.998,0.0555,0.2447
5168,289,6,3.98,0.998,0.0559,0.2447
5184,209,6,3.98,0.997,0.0403,0.2445
5184,211,6,3.98,0.997,0.0407,0.2445
5184,213,6,3.98,0.997,0.0411,0.2445
5184,215,6,3.98,0.997,0.0415,0.2445
5184,217,6,3.98,0.997,0.0419,0.2445
5184,219,6,3.98,0.997,0.0422,0.2445
5184,221,6,3.98,0.997,0.0426,0.2445
5184,223,6,3.98,0.997,0.043,0.2445
5184,225,6,3.98,0.997,0.0434,0.2445
5184,227,6,3.98,0.997,0.0438,0.2445
5184,229,6,3.98,0.997,0.0442,0.2445
5184,231,6,3.98,0.997,0.0446,0.2445
5184,233,6,3.98,0.997,0.0449,0.2445
5184,235,6,3.98,0.997,0.0453,0.2445
5184,237,6,3.98,0.997,0.0457,0.2445
5184,239,6,3.98,0.997,0.0461,0.2445
5184,241,6,3.98,0.998,0.0465,0.2447
5184,243,6,3.98,0.998,0.0469,0.2447
5184,245,6,3.98,0.998,0.0473,0.2447
5184,247,6,3.98,0.998,0.0476,0.2447
5184,249,6,3.98,0.998,0.048,0.2447
5184,251,6,3.98,0.998,0.0484,0.2447
5184,253,6,3.98,0.998,0.0488,0.2447
5184,255,6,3.98,0.998,0.0492,0.2447
5184,257,6,3.98,0.998,0.0496,0.2447
5184,259,6,3.98,0.998,0.05,0.2447
5184,261,6,3.98,0.998,0.0503,0.2447
5184,263,6,3.98,0.998,0.0507,0.2447
5184,265,6,3.98,0.998,0.0511,0.2447
5184,267,6,3.98,0.998,0.0515,0.2447
5184,269,6,3.98,0.998,0.0519,0.2447
5184,271,6,3.98,0.998,0.0523,0.2447
5184,273,6,3.98,0.998,0.0527,0.2447
5184,275,6,3.98,0.998,0.053,0.2447
5184,277,6,3.98,0.998,0.0534,0.2447
5184,279,6,3.98,0.998,0.0538,0.2447
5184,281,6,3.98,0.998,0.0542,0.2447
5184,283,6,3.98,0.998,0.0546,0.2447
5184,285,6,3.98,0.998,0.055,0.2447
5184,287,6,3.98,0.998,0.0554,0.2447
5184,289,6,3.98,0.998,0.0557,0.2447
5200,209,6,3.98,0.997,0.0402,0.2445
5200,211,6,3.98,0.997,0.0406,0.2445
5200,213,6,3.98,0.997,0.041,0.2445
5200,215,6,3.98,0.997,0.0413,0.2445
5200,217,6,3.98,0.997,0.0417,0.2445
5200,219,6,3.98,0.997,0.0421,0.2445
5200,221,6,3.98,0.997,0.0425,0.2445
5200,223,6,3.98,0.997,0.0429,0.2445
5200,225,6,3.98,0.997,0.0433,0.2445
5200,227,6,3.98,0.997,0.0437,0.2445
5200,229,6,3.98,0.997,0.044,0.2445
5200,231,6,3.98,0.997,0.0444,0.2445
5200,233,6,3.98,0.997,0.0448,0.2445
5200,235,6,3.98,0.997,0.0452,0.2445
5200,237,6,3.98,0.997,0.0456,0.2445
5200,239,6,3.98,0.997,0.046,0.2445
5200,241,6,3.98,0.998,0.0463,0.2447
5200,243,6,3.98,0.998,0.0467,0.2447
5200,245,6,3.98,0.998,0.0471,0.2447
5200,247,6,3.98,0.998,0.0475,0.2447
5200,249,6,3.98,0.998,0.0479,0.2447
5200,251,6,3.98,0.998,0.0483,0.2447
5200,253,6,3.98,0.998,0.0487,0.2447
5200,255,6,3.98,0.998,0.049,0.2447
5200,257,6,3.98,0.998,0.0494,0.2447
5200,259,6,3.98,0.998,0.0498,0.2447
5200,261,6,3.98,0.998,0.0502,0.2447
5200,263,6,3.98,0.998,0.0506,0.2447
5200,265,6,3.98,0.998,0.051,0.2447
5200,267,6,3.98,0.998,0.0513,0.2447
5200,269,6,3.98,0.998,0.0517,0.2447
5200,271,6,3.98,0.998,0.0521,0.2447
5200,273,6,3.98,0.998,0.0525,0.2447
5200,275,6,3.98,0.998,0.0529,0.2447
5200,277,6,3.98,0.998,0.0533,0.2447
5200,279,6,3.98,0.998,0.0537,0.2447
5200,281,6,3.98,0.998,0.054,0.2447
5200,283,6,3.98,0.998,0.0544,0.2447
5200,285,6,3.98,0.998,0.0548,0.2447
5200,287,6,3.98,0.998,0.0552,0.2447
5200,289,6,3.98,0.998,0.0556,0.2447
5216,209,6,3.98,0.997,0.0401,0.2445
5216,211,6,3.98,0.997,0.0405,0.2445
5216,213,6,3.98,0.997,0.0408,0.2445
5216,215,6,3.98,0.997,0.0412,0.2445
5216,217,6,3.98,0.997,0.0416,0.2445
5216,219,6,3.98,0.997,0.042,0.2445
5216,221,6,3.98,0.997,0.0424,0.2445
5216,223,6,3.98,0.997,0.0428,0.2445
5216,225,6,3.98,0.997,0.0431,0.2445
5216,227,6,3.98,0.997,0.0435,0.2445
5216,229,6,3.98,0.997,0.0439,0.2445
5216,231,6,3.98,0.997,0.0443,0.2445
5216,233,6,3.98,0.997,0.0447,0.2445
5216,235,6,3.98,0.997,0.0451,0.2445
5216,237,6,3.98,0.997,0.0454,0.2445
5216,239,6,3.98,0.997,0.0458,0.2445
5216,241,6,3.98,0.998,0.0462,0.2447
5216,243,6,3.98,0.998,0.0466,0.2447
5216,245,6,3.98,0.998,0.047,0.2447
5216,247,6,3.98,0.998,0.0474,0.2447
5216,249,6,3.98,0.998,0.0477,0.2447
5216,251,6,3.98,0.998,0.0481,0.2447
5216,253,6,3.98,0.998,0.0485,0.2447
5216,255,6,3.98,0.998,0.0489,0.2447
5216,257,6,3.98,0.998,0.0493,0.2447
5216,259,6,3.98,0.998,0.0497,0.2447
5216,261,6,3.98,0.998,0.05,0.2447
5216,263,6,3.98,0.998,0.0504,0.2447
5216,265,6,3.98,0.998,0.0508,0.2447
5216,267,6,3.98,0.998,0.0512,0.2447
5216,269,6,3.98,0.998,0.0516,0.2447
5216,271,6,3.98,0.998,0.052,0.2447
