STAMP,NUM_CENTROIDS,KMEANS_ITER,NPROBE,ELAPSED_s,RECALL,AVG_QUERY_TIME_ms,INDEX_BUILD_TIME_s
c512_i16_p800,512,16,800,30,0.9986,8.3,6
c512_i16_p512,512,16,512,30,0.9986,8.62,5
c1280_i1_p648,1280,1,648,30,0.9986,8.68,4
c96_i1_p32,96,1,32,23,0.9986,8.76,1
c1280_i1_p4096,1280,1,4096,28,0.9986,9.24,2
c256_i1_p2048,256,1,2048,27,0.9986,9.39,1
c256_i1_p1024,256,1,1024,28,0.9986,9.4,3
c512_i16_p3000,512,16,3000,29,0.9986,9.52,6
c256_i1_p3000,256,1,3000,26,0.9986,9.54,4
c256_i1_p4096,256,1,4096,28,0.9986,9.6,1
c256_i1_p256,256,1,256,25,0.9986,9.98,1
c256_i1_p400,256,1,400,26,0.9986,10.04,1
c1280_i1_p800,1280,1,800,25,0.9986,10.09,1
c256_i1_p648,256,1,648,28,0.9986,10.23,1
c256_i1_p512,256,1,512,27,0.9986,11.17,1
c512_i16_p400,512,16,400,30,0.9986,11.38,5
c256_i1_p800,256,1,800,26,0.9986,11.91,1
c96_i1_p64,96,1,64,26,0.9986,12.02,1
c256_i1_p324,256,1,324,30,0.9986,12.13,1
c64_i1_p3000,64,1,3000,27,0.9986,12.16,1
c64_i1_p1024,64,1,1024,26,0.9986,12.18,1
c64_i1_p800,64,1,800,30,0.9986,12.91,1
c64_i1_p512,64,1,512,29,0.9986,13.06,2
c64_i1_p324,64,1,324,28,0.9986,13.17,1
c64_i1_p224,64,1,224,30,0.9986,13.35,1
c64_i1_p400,64,1,400,30,0.9986,13.36,1
c64_i1_p128,64,1,128,32,0.9986,13.92,3
c64_i1_p64,64,1,64,29,0.9986,13.96,2
c64_i1_p256,64,1,256,28,0.9986,13.98,1
c64_i1_p648,64,1,648,35,0.9986,14.81,1
c64_i1_p2048,64,1,2048,29,0.9986,15.11,1
c64_i1_p4096,64,1,4096,34,0.9986,15.37,3
c8192_i16_p324,8192,16,324,109,0.9984,2.18,89
c8192_i16_p400,8192,16,400,108,0.9984,2.45,87
c8192_i16_p648,8192,16,648,100,0.9984,2.55,81
c8192_i16_p512,8192,16,512,103,0.9984,2.64,85
c1280_i16_p128,1280,16,128,29,0.9984,2.7,14
c10240_i1_p648,10240,1,648,25,0.9984,2.92,8
c10240_i16_p648,10240,16,648,132,0.9984,2.92,107
c1024_i16_p128,1024,16,128,27,0.9984,2.94,10
c2560_i1_p224,2560,1,224,20,0.9984,3.05,2
c10240_i1_p800,10240,1,800,25,0.9984,3.1,6
c2560_i1_p256,2560,1,256,19,0.9984,3.13,2
c8192_i1_p1024,8192,1,1024,22,0.9984,3.56,5
c8192_i16_p1024,8192,16,1024,100,0.9984,3.74,80
c2560_i1_p324,2560,1,324,22,0.9984,3.83,2
c192_i16_p32,192,16,32,23,0.9984,3.96,3
c1024_i1_p128,1024,1,128,19,0.9984,4.11,2
c1024_i16_p224,1024,16,224,29,0.9984,4.46,10
c8192_i16_p800,8192,16,800,106,0.9984,4.53,83
c6144_i1_p648,6144,1,648,27,0.9984,4.62,7
c10240_i1_p2048,10240,1,2048,26,0.9984,4.86,6
c3072_i1_p800,3072,1,800,22,0.9984,5.32,2
c1536_i1_p324,1536,1,324,22,0.9984,5.46,2
c128_i16_p32,128,16,32,20,0.9984,5.91,2
c1536_i1_p400,1536,1,400,23,0.9984,6.11,2
c3072_i1_p1024,3072,1,1024,21,0.9984,6.18,2
c640_i16_p256,640,16,256,28,0.9984,6.87,9
c3072_i1_p4096,3072,1,4096,27,0.9984,6.92,6
c8192_i16_p2048,8192,16,2048,113,0.9984,6.93,86
c192_i16_p64,192,16,64,24,0.9984,7.06,3
c1536_i1_p3000,1536,1,3000,24,0.9984,7.07,2
c3072_i1_p648,3072,1,648,25,0.9984,7.09,3
c3072_i1_p3000,3072,1,3000,26,0.9984,7.15,5
c1536_i1_p1024,1536,1,1024,22,0.9984,7.16,2
c8192_i16_p3000,8192,16,3000,105,0.9984,7.19,83
c1536_i1_p2048,1536,1,2048,24,0.9984,7.29,2
c1280_i16_p648,1280,16,648,36,0.9984,7.44,15
c1280_i16_p4096,1280,16,4096,35,0.9984,7.44,14
c1536_i1_p800,1536,1,800,24,0.9984,7.52,2
c640_i16_p2048,640,16,2048,29,0.9984,7.64,7
c1280_i16_p1024,1280,16,1024,34,0.9984,7.67,12
c640_i16_p512,640,16,512,29,0.9984,7.71,7
c8192_i16_p4096,8192,16,4096,113,0.9984,7.86,91
c1280_i16_p800,1280,16,800,35,0.9984,7.87,13
c640_i16_p324,640,16,324,35,0.9984,7.91,11
c1280_i16_p3000,1280,16,3000,35,0.9984,7.95,13
c640_i16_p4096,640,16,4096,30,0.9984,8.01,7
c640_i16_p1024,640,16,1024,37,0.9984,8.08,11
c640_i16_p3000,640,16,3000,29,0.9984,8.11,7
c1280_i16_p512,1280,16,512,36,0.9984,8.12,12
c3072_i1_p2048,3072,1,2048,27,0.9984,8.29,2
c192_i16_p224,192,16,224,29,0.9984,8.37,3
c1536_i1_p512,1536,1,512,28,0.9984,8.39,2
c192_i16_p256,192,16,256,24,0.9984,8.42,3
c640_i16_p800,640,16,800,38,0.9984,8.43,11
c1280_i16_p2048,1280,16,2048,37,0.9984,8.45,12
c192_i16_p400,192,16,400,28,0.9984,8.53,3
c192_i16_p128,192,16,128,26,0.9984,8.54,3
c192_i16_p648,192,16,648,28,0.9984,8.97,3
c128_i16_p256,128,16,256,24,0.9984,8.98,2
c128_i16_p324,128,16,324,29,0.9984,8.99,2
c192_i16_p1024,192,16,1024,26,0.9984,9.02,3
c128_i16_p128,128,16,128,24,0.9984,9.06,2
c128_i16_p400,128,16,400,26,0.9984,9.07,2
c192_i16_p512,192,16,512,33,0.9984,9.35,5
c1536_i1_p4096,1536,1,4096,24,0.9984,9.37,2
c128_i16_p648,128,16,648,30,0.9984,9.4,4
c192_i16_p4096,192,16,4096,27,0.9984,9.43,3
c10240_i1_p3000,10240,1,3000,32,0.9984,9.47,6
c192_i16_p800,192,16,800,27,0.9984,9.53,3
c128_i16_p64,128,16,64,24,0.9984,9.55,2
c192_i16_p3000,192,16,3000,28,0.9984,9.66,3
c128_i16_p1024,128,16,1024,29,0.9984,9.75,4
c128_i16_p224,128,16,224,29,0.9984,9.8,3
c1536_i1_p648,1536,1,648,26,0.9984,9.84,2
c128_i16_p4096,128,16,4096,28,0.9984,9.89,3
c192_i1_p1024,192,1,1024,24,0.9984,9.96,1
c192_i1_p4096,192,1,4096,23,0.9984,10.07,1
c192_i1_p3000,192,1,3000,31,0.9984,10.12,3
c128_i16_p512,128,16,512,30,0.9984,10.15,2
c192_i1_p2048,192,1,2048,28,0.9984,10.18,1
c640_i16_p400,640,16,400,32,0.9984,10.28,7
c192_i1_p128,192,1,128,25,0.9984,10.38,1
c192_i16_p2048,192,16,2048,28,0.9984,10.47,3
c128_i16_p3000,128,16,3000,28,0.9984,10.48,3
c640_i16_p648,640,16,648,39,0.9984,10.76,11
c192_i1_p648,192,1,648,27,0.9984,11.08,1
c192_i1_p256,192,1,256,27,0.9984,11.1,1
c128_i16_p800,128,16,800,37,0.9984,11.13,8
c128_i1_p3000,128,1,3000,30,0.9984,11.24,1
c128_i1_p324,128,1,324,25,0.9984,11.35,1
c192_i1_p324,192,1,324,28,0.9984,11.37,1
c192_i1_p512,192,1,512,28,0.9984,11.39,1
c192_i1_p400,192,1,400,29,0.9984,11.41,2
c96_i1_p3000,96,1,3000,30,0.9984,11.45,1
c192_i16_p324,192,16,324,28,0.9984,11.68,3
c96_i1_p2048,96,1,2048,27,0.9984,11.74,1
c128_i1_p128,128,1,128,27,0.9984,11.81,1
c128_i1_p512,128,1,512,27,0.9984,11.81,1
c96_i1_p256,96,1,256,30,0.9984,11.91,3
c96_i1_p4096,96,1,4096,28,0.9984,11.93,3
c128_i1_p256,128,1,256,28,0.9984,11.94,1
c128_i1_p1024,128,1,1024,33,0.9984,12.02,1
c192_i1_p224,192,1,224,35,0.9984,12.04,5
c128_i1_p400,128,1,400,28,0.9984,12.14,1
c128_i1_p648,128,1,648,29,0.9984,12.14,1
c96_i1_p324,96,1,324,27,0.9984,12.17,1
c128_i16_p2048,128,16,2048,33,0.9984,12.26,2
c96_i1_p128,96,1,128,27,0.9984,12.36,1
c96_i1_p512,96,1,512,31,0.9984,12.69,2
c128_i1_p2048,128,1,2048,38,0.9984,12.79,3
c96_i1_p648,96,1,648,28,0.9984,12.8,1
c96_i1_p224,96,1,224,28,0.9984,12.94,1
c128_i1_p224,128,1,224,29,0.9984,13.22,1
c192_i1_p800,192,1,800,34,0.9984,13.73,4
c128_i1_p800,128,1,800,30,0.9984,13.87,1
c96_i1_p400,96,1,400,34,0.9984,14.17,1
c128_i1_p4096,128,1,4096,30,0.9984,14.27,1
c96_i1_p1024,96,1,1024,29,0.9984,14.36,1
c96_i1_p800,96,1,800,29,0.9984,15.68,1
c5120_i1_p400,5120,1,400,21,0.9982,2.64,5
c4096_i1_p324,4096,1,324,31,0.9982,3.02,11
c16384_i16_p800,16384,16,800,193,0.9982,3.16,170
c5120_i1_p512,5120,1,512,21,0.9982,3.23,4
c1536_i16_p224,1536,16,224,32,0.9982,3.26,16
c3072_i16_p324,3072,16,324,54,0.9982,3.35,34
c6144_i1_p800,6144,1,800,27,0.9982,3.59,6
c4096_i1_p512,4096,1,512,21,0.9982,3.62,3
c768_i16_p128,768,16,128,27,0.9982,3.81,10
c4096_i1_p400,4096,1,400,32,0.9982,4.06,10
c1536_i16_p128,1536,16,128,32,0.9982,4.12,14
c2048_i1_p324,2048,1,324,21,0.9982,4.22,2
c2560_i1_p400,2560,1,400,23,0.9982,4.22,2
c5120_i1_p648,5120,1,648,24,0.9982,4.57,4
c2048_i1_p400,2048,1,400,21,0.9982,4.88,2
c6144_i1_p1024,6144,1,1024,35,0.9982,4.96,14
c1024_i16_p256,1024,16,256,35,0.9982,5.16,11
c8192_i1_p2048,8192,1,2048,23,0.9982,5.23,5
c4096_i1_p648,4096,1,648,25,0.9982,5.44,3
c1024_i16_p324,1024,16,324,32,0.9982,5.9,10
c1024_i1_p256,1024,1,256,20,0.9982,6.13,1
c3072_i16_p400,3072,16,400,50,0.9982,6.27,27
c6144_i1_p2048,6144,1,2048,26,0.9982,6.45,6
c1024_i1_p224,1024,1,224,24,0.9982,6.49,2
c512_i1_p128,512,1,128,22,0.9982,6.69,1
c1024_i16_p4096,1024,16,4096,32,0.9982,6.88,11
c10240_i1_p4096,10240,1,4096,28,0.9982,7.07,9
c6144_i1_p4096,6144,1,4096,27,0.9982,7.14,4
c768_i16_p324,768,16,324,30,0.9982,7.24,8
c1024_i16_p400,1024,16,400,43,0.9982,7.24,19
c1024_i1_p324,1024,1,324,23,0.9982,7.32,1
c1024_i16_p3000,1024,16,3000,32,0.9982,7.4,11
c1024_i16_p2048,1024,16,2048,33,0.9982,7.41,11
c1024_i1_p3000,1024,1,3000,21,0.9982,7.45,1
c96_i16_p32,96,16,32,24,0.9982,7.51,2
c768_i16_p1024,768,16,1024,30,0.9982,7.57,8
c1024_i1_p400,1024,1,400,24,0.9982,7.59,1
c768_i16_p2048,768,16,2048,32,0.9982,7.6,9
c768_i16_p3000,768,16,3000,29,0.9982,7.61,9
c768_i16_p4096,768,16,4096,32,0.9982,7.74,9
c1024_i1_p2048,1024,1,2048,23,0.9982,7.78,1
c768_i16_p800,768,16,800,30,0.9982,7.82,9
c768_i16_p224,768,16,224,28,0.9982,7.83,8
c768_i16_p648,768,16,648,32,0.9982,7.93,11
c1024_i1_p800,1024,1,800,25,0.9982,7.99,4
c6144_i1_p3000,6144,1,3000,31,0.9982,8,4
c1024_i1_p512,1024,1,512,35,0.9982,8.05,8
c384_i1_p128,384,1,128,24,0.9982,8.13,1
c384_i1_p1024,384,1,1024,23,0.9982,8.54,1
c1024_i16_p1024,1024,16,1024,36,0.9982,8.57,10
c1024_i16_p512,1024,16,512,37,0.9982,8.58,13
c1024_i16_p800,1024,16,800,41,0.9982,8.59,14
c384_i1_p4096,384,1,4096,22,0.9982,8.6,1
c384_i1_p800,384,1,800,25,0.9982,8.65,2
c1024_i1_p648,1024,1,648,24,0.9982,8.66,2
c384_i1_p2048,384,1,2048,24,0.9982,8.76,4
c384_i1_p256,384,1,256,25,0.9982,8.82,1
c768_i16_p256,768,16,256,35,0.9982,8.84,11
c384_i1_p224,384,1,224,25,0.9982,9.1,1
c384_i1_p400,384,1,400,27,0.9982,9.29,1
c96_i16_p64,96,16,64,25,0.9982,9.36,2
c384_i1_p648,384,1,648,25,0.9982,9.38,1
c384_i1_p512,384,1,512,27,0.9982,9.72,1
c384_i1_p324,384,1,324,24,0.9982,9.99,1
c1024_i16_p648,1024,16,648,40,0.9982,10.15,14
c96_i16_p648,96,16,648,29,0.9982,10.23,2
c1024_i1_p1024,1024,1,1024,25,0.9982,10.26,1
c1024_i1_p4096,1024,1,4096,25,0.9982,10.31,2
c96_i16_p1024,96,16,1024,27,0.9982,10.42,2
c768_i16_p400,768,16,400,32,0.9982,10.65,8
c96_i16_p2048,96,16,2048,30,0.9982,10.79,2
c768_i16_p512,768,16,512,39,0.9982,10.89,11
c96_i16_p800,96,16,800,29,0.9982,10.95,2
c96_i16_p4096,96,16,4096,27,0.9982,10.99,2
c96_i16_p400,96,16,400,26,0.9982,11.07,2
c96_i16_p512,96,16,512,33,0.9982,11.61,2
c384_i1_p3000,384,1,3000,28,0.9982,11.65,1
c96_i16_p128,96,16,128,27,0.9982,12.26,2
c96_i16_p224,96,16,224,28,0.9982,12.44,2
c96_i16_p3000,96,16,3000,34,0.9982,12.46,2
c96_i16_p256,96,16,256,29,0.9982,12.65,2
c96_i16_p324,96,16,324,27,0.9982,12.94,2
c16384_i16_p512,16384,16,512,192,0.998,1.98,166
c3072_i16_p224,3072,16,224,43,0.998,2.09,28
c3072_i16_p256,3072,16,256,51,0.998,2.35,33
c16384_i16_p648,16384,16,648,196,0.998,2.57,170
c640_i16_p64,640,16,64,22,0.998,2.72,7
c20480_i1_p1024,20480,1,1024,32,0.998,2.77,15
c6144_i1_p400,6144,1,400,22,0.998,2.83,4
c10240_i16_p800,10240,16,800,121,0.998,2.83,102
c1536_i1_p128,1536,1,128,21,0.998,2.9,2
c2560_i16_p324,2560,16,324,43,0.998,3.02,25
c16384_i16_p1024,16384,16,1024,191,0.998,3.05,168
c8192_i1_p648,8192,1,648,25,0.998,3.48,6
c1536_i16_p256,1536,16,256,37,0.998,3.92,18
c5120_i1_p800,5120,1,800,23,0.998,3.95,4
c10240_i16_p1024,10240,16,1024,129,0.998,3.95,106
c1280_i1_p128,1280,1,128,20,0.998,4.34,2
c896_i16_p128,896,16,128,29,0.998,4.47,9
c5120_i1_p1024,5120,1,1024,21,0.998,4.66,4
c3072_i16_p512,3072,16,512,50,0.998,4.85,30
c2560_i16_p256,2560,16,256,44,0.998,5,22
c2560_i1_p512,2560,1,512,21,0.998,5.05,2
c1536_i16_p400,1536,16,400,37,0.998,5.26,17
c4096_i1_p1024,4096,1,1024,25,0.998,5.32,3
c16384_i16_p2048,16384,16,2048,210,0.998,5.5,184
c192_i1_p32,192,1,32,19,0.998,5.54,1
c256_i16_p64,256,16,64,22,0.998,5.67,3
c1536_i16_p324,1536,16,324,41,0.998,5.67,14
c16384_i1_p1024,16384,1,1024,30,0.998,5.83,10
c256_i16_p32,256,16,32,23,0.998,5.92,4
c16384_i16_p3000,16384,16,3000,207,0.998,6.18,187
c8192_i1_p3000,8192,1,3000,27,0.998,6.51,5
c5120_i1_p2048,5120,1,2048,25,0.998,6.6,3
c4096_i1_p2048,4096,1,2048,26,0.998,6.86,3
c16384_i16_p4096,16384,16,4096,207,0.998,7,185
c8192_i1_p4096,8192,1,4096,29,0.998,7.07,5
c5120_i1_p3000,5120,1,3000,23,0.998,7.17,4
c1536_i16_p4096,1536,16,4096,38,0.998,7.27,16
c4096_i1_p800,4096,1,800,25,0.998,7.28,3
c1536_i16_p1024,1536,16,1024,38,0.998,7.83,15
c256_i16_p400,256,16,400,25,0.998,7.94,3
c1536_i16_p2048,1536,16,2048,47,0.998,8.03,18
c1536_i16_p3000,1536,16,3000,37,0.998,8.13,16
c512_i1_p1024,512,1,1024,23,0.998,8.16,1
c512_i1_p4096,512,1,4096,26,0.998,8.22,1
c512_i1_p800,512,1,800,22,0.998,8.27,1
c256_i16_p648,256,16,648,29,0.998,8.31,3
c256_i16_p324,256,16,324,29,0.998,8.38,6
c256_i16_p1024,256,16,1024,28,0.998,8.6,4
c1536_i16_p800,1536,16,800,40,0.998,8.72,16
c512_i1_p3000,512,1,3000,22,0.998,8.79,1
c256_i16_p4096,256,16,4096,27,0.998,8.87,4
c512_i1_p400,512,1,400,25,0.998,8.96,1
c512_i1_p648,512,1,648,27,0.998,8.97,1
c5120_i1_p4096,5120,1,4096,26,0.998,8.98,3
c256_i16_p2048,256,16,2048,34,0.998,8.99,7
c512_i1_p256,512,1,256,24,0.998,9.06,1
c4096_i1_p4096,4096,1,4096,24,0.998,9.06,3
c1536_i16_p648,1536,16,648,41,0.998,9.26,14
c256_i16_p800,256,16,800,29,0.998,9.26,4
c256_i16_p512,256,16,512,29,0.998,9.3,4
c256_i16_p256,256,16,256,31,0.998,9.49,3
c1536_i16_p512,1536,16,512,41,0.998,9.56,15
c256_i16_p3000,256,16,3000,28,0.998,9.85,4
c512_i1_p224,512,1,224,25,0.998,9.89,1
c512_i1_p324,512,1,324,29,0.998,10.78,1
c4096_i1_p3000,4096,1,3000,30,0.998,10.83,3
c256_i16_p224,256,16,224,26,0.998,10.87,3
c512_i1_p512,512,1,512,30,0.998,11.19,1
c512_i1_p2048,512,1,2048,27,0.998,11.51,1
c256_i16_p128,256,16,128,27,0.998,11.65,3
c8192_i1_p512,8192,1,512,23,0.9978,2.3,6
c10240_i1_p512,10240,1,512,31,0.9978,2.37,11
c10240_i16_p400,10240,16,400,129,0.9978,2.4,106
c6144_i16_p512,6144,16,512,87,0.9978,2.6,68
c2048_i16_p224,2048,16,224,37,0.9978,2.67,21
c18432_i1_p1024,18432,1,1024,31,0.9978,2.73,15
c2048_i16_p256,2048,16,256,36,0.9978,2.89,20
c6144_i16_p648,6144,16,648,88,0.9978,2.95,67
c20480_i16_p648,20480,16,648,236,0.9978,2.95,212
c20480_i16_p800,20480,16,800,232,0.9978,3.07,209
c20480_i16_p1024,20480,16,1024,231,0.9978,3.31,207
c2560_i16_p400,2560,16,400,47,0.9978,3.46,26
c20480_i1_p2048,20480,1,2048,28,0.9978,3.99,11
c16384_i1_p2048,16384,1,2048,29,0.9978,4.52,12
c768_i1_p128,768,1,128,21,0.9978,4.74,1
c3072_i16_p648,3072,16,648,53,0.9978,4.8,32
c20480_i1_p3000,20480,1,3000,32,0.9978,5.09,12
c16384_i1_p800,16384,1,800,29,0.9978,5.24,9
c10240_i16_p512,10240,16,512,128,0.9978,5.33,106
c2048_i1_p512,2048,1,512,22,0.9978,5.35,2
c10240_i16_p2048,10240,16,2048,130,0.9978,5.45,105
c3072_i16_p800,3072,16,800,49,0.9978,5.5,30
c3072_i16_p1024,3072,16,1024,50,0.9978,5.94,29
c2560_i1_p648,2560,1,648,23,0.9978,6.13,2
c2560_i1_p800,2560,1,800,24,0.9978,6.48,5
c2560_i1_p4096,2560,1,4096,21,0.9978,6.68,2
c2048_i1_p800,2048,1,800,26,0.9978,6.83,4
c2560_i1_p1024,2560,1,1024,26,0.9978,6.86,2
c3072_i16_p3000,3072,16,3000,51,0.9978,6.88,31
c2048_i1_p3000,2048,1,3000,25,0.9978,6.89,2
c3072_i16_p4096,3072,16,4096,54,0.9978,7.02,33
c2048_i1_p1024,2048,1,1024,25,0.9978,7.06,2
c2048_i1_p4096,2048,1,4096,30,0.9978,7.13,5
c128_i1_p32,128,1,32,25,0.9978,7.33,3
c2560_i1_p3000,2560,1,3000,25,0.9978,7.35,5
c768_i1_p256,768,1,256,22,0.9978,7.4,1
c896_i16_p224,896,16,224,30,0.9978,7.45,9
c3072_i16_p2048,3072,16,2048,55,0.9978,7.5,31
c768_i1_p4096,768,1,4096,23,0.9978,7.64,2
c768_i1_p224,768,1,224,23,0.9978,7.67,2
c768_i1_p1024,768,1,1024,25,0.9978,7.67,1
c768_i1_p3000,768,1,3000,24,0.9978,7.73,1
c768_i1_p324,768,1,324,24,0.9978,7.89,1
c768_i1_p800,768,1,800,24,0.9978,8.5,2
c2048_i1_p648,2048,1,648,29,0.9978,8.82,2
c768_i1_p648,768,1,648,25,0.9978,9.16,1
c768_i1_p400,768,1,400,25,0.9978,9.29,1
c2560_i1_p2048,2560,1,2048,24,0.9978,9.32,2
c768_i1_p512,768,1,512,36,0.9978,10.28,8
c64_i16_p512,64,16,512,32,0.9978,10.42,2
c768_i1_p2048,768,1,2048,25,0.9978,10.45,1
c2048_i1_p2048,2048,1,2048,28,0.9978,10.5,2
c64_i16_p64,64,16,64,25,0.9978,10.74,2
c64_i16_p324,64,16,324,33,0.9978,10.82,6
c64_i16_p4096,64,16,4096,27,0.9978,11.52,1
c64_i16_p400,64,16,400,29,0.9978,11.6,2
c64_i16_p800,64,16,800,32,0.9978,11.7,3
c64_i16_p2048,64,16,2048,31,0.9978,11.88,3
c64_i16_p3000,64,16,3000,32,0.9978,11.99,2
c64_i16_p32,64,16,32,30,0.9978,12.78,2
c64_i16_p648,64,16,648,37,0.9978,12.9,5
c64_i16_p128,64,16,128,29,0.9978,13.02,2
c64_i16_p224,64,16,224,29,0.9978,13.14,2
c64_i16_p256,64,16,256,30,0.9978,13.3,2
c64_i16_p1024,64,16,1024,36,0.9978,13.67,3
c8192_i16_p256,8192,16,256,107,0.9976,1.67,87
c2560_i16_p224,2560,16,224,48,0.9976,2.33,30
c4096_i16_p324,4096,16,324,68,0.9976,2.36,45
c16384_i16_p400,16384,16,400,192,0.9976,2.6,170
c4096_i16_p400,4096,16,400,65,0.9976,2.66,47
c6144_i16_p800,6144,16,800,88,0.9976,4.04,66
c6144_i16_p1024,6144,16,1024,90,0.9976,4.18,67
c384_i1_p64,384,1,64,20,0.9976,5.18,1
c16384_i1_p3000,16384,1,3000,29,0.9976,5.33,10
c896_i16_p256,896,16,256,27,0.9976,5.56,9
c20480_i1_p4096,20480,1,4096,34,0.9976,6.03,14
c16384_i1_p4096,16384,1,4096,32,0.9976,6.42,12
c6144_i16_p2048,6144,16,2048,90,0.9976,6.82,65
c18432_i1_p2048,18432,1,2048,31,0.9976,7.05,10
c10240_i16_p3000,10240,16,3000,136,0.9976,7.08,115
c896_i16_p1024,896,16,1024,32,0.9976,7.18,9
c6144_i16_p3000,6144,16,3000,88,0.9976,7.23,67
c896_i16_p512,896,16,512,32,0.9976,7.44,12
c896_i16_p648,896,16,648,34,0.9976,7.61,9
c896_i16_p324,896,16,324,34,0.9976,7.62,9
c10240_i16_p4096,10240,16,4096,135,0.9976,7.76,113
c896_i16_p4096,896,16,4096,31,0.9976,7.79,10
c6144_i16_p4096,6144,16,4096,90,0.9976,7.96,68
c896_i16_p800,896,16,800,34,0.9976,8.33,9
c896_i16_p2048,896,16,2048,40,0.9976,8.53,13
c896_i16_p3000,896,16,3000,32,0.9976,8.85,10
c896_i16_p400,896,16,400,34,0.9976,10.2,9
c4096_i16_p224,4096,16,224,53,0.9974,1.65,38
c6144_i16_p256,6144,16,256,86,0.9974,1.75,67
c6144_i16_p324,6144,16,324,82,0.9974,1.78,65
c6144_i16_p400,6144,16,400,80,0.9974,2.02,64
c4096_i16_p256,4096,16,256,63,0.9974,2.17,41
c5120_i1_p324,5120,1,324,21,0.9974,2.3,4
c18432_i1_p800,18432,1,800,29,0.9974,2.47,11
c16384_i1_p648,16384,1,648,32,0.9974,2.55,12
c20480_i1_p800,20480,1,800,30,0.9974,2.57,14
c18432_i16_p800,18432,16,800,214,0.9974,2.94,190
c4096_i16_p512,4096,16,512,62,0.9974,3.02,41
c20480_i16_p512,20480,16,512,240,0.9974,3.06,214
c2048_i16_p324,2048,16,324,37,0.9974,3.49,20
c2048_i16_p400,2048,16,400,40,0.9974,4.08,22
c2560_i16_p512,2560,16,512,57,0.9974,4.97,33
c2560_i16_p648,2560,16,648,44,0.9974,4.98,25
c18432_i1_p3000,18432,1,3000,40,0.9974,5.61,14
c512_i1_p64,512,1,64,24,0.9974,5.72,1
c2048_i16_p512,2048,16,512,47,0.9974,6.09,25
c2048_i16_p648,2048,16,648,48,0.9974,6.17,26
