STAMP,NUM_CENTROIDS,KMEANS_ITER,NPROBE,ELAPSED_s,RECALL,AVG_QUERY_TIME_ms,INDEX_BUILD_TIME_s
c896_i1_p224,896,1,224,28,0.9628,7.71,3
c1024_i1_p224,1024,1,224,21,0.9569,6.75,1
c1280_i1_p224,1280,1,224,21,0.9499,6.63,2
c1536_i1_p224,1536,1,224,22,0.9419,4.83,2
c2048_i1_p224,2048,1,224,19,0.9238,3.79,2
c2560_i1_p224,2560,1,224,18,0.9167,3.26,2
c3072_i1_p224,3072,1,224,20,0.9074,3.38,3
c4096_i1_p224,4096,1,224,20,0.8969,2.50,3
c5120_i1_p224,5120,1,224,20,0.8884,2.23,5
c6144_i1_p224,6144,1,224,21,0.8816,2.10,5
c8192_i1_p224,8192,1,224,21,0.8713,1.75,6
c10240_i1_p224,10240,1,224,22,0.8633,1.61,8
c16384_i1_p224,16384,1,224,28,0.8535,1.68,12
c18432_i1_p224,18432,1,224,28,0.8503,1.63,13
c20480_i1_p224,20480,1,224,30,0.8477,1.59,15
c64_i1_p256,64,1,256,41,1.0000,27.75,1
c96_i1_p256,96,1,256,41,1.0000,26.17,1
c128_i1_p256,128,1,256,44,1.0000,26.71,1
c192_i1_p256,192,1,256,38,1.0000,24.23,1
c256_i1_p256,256,1,256,43,1.0000,26.09,1
c384_i1_p256,384,1,256,31,0.9944,17.42,1
c512_i1_p256,512,1,256,32,0.9867,14.45,1
c640_i1_p256,640,1,256,26,0.9798,11.55,1
c768_i1_p256,768,1,256,24,0.9744,9.69,1
c896_i1_p256,896,1,256,24,0.9700,8.12,1
c1024_i1_p256,1024,1,256,22,0.9647,7.16,1
c1280_i1_p256,1280,1,256,25,0.9568,7.11,2
c1536_i1_p256,1536,1,256,20,0.9488,5.20,2
c2048_i1_p256,2048,1,256,19,0.9333,4.79,2
c2560_i1_p256,2560,1,256,23,0.9250,4.65,2
c3072_i1_p256,3072,1,256,19,0.9191,3.09,3
c4096_i1_p256,4096,1,256,18,0.9080,2.53,3
c5120_i1_p256,5120,1,256,19,0.8980,2.31,4
c6144_i1_p256,6144,1,256,21,0.8913,2.08,5
c8192_i1_p256,8192,1,256,22,0.8821,1.86,6
c10240_i1_p256,10240,1,256,30,0.8736,1.80,11
c16384_i1_p256,16384,1,256,26,0.8646,1.56,12
c18432_i1_p256,18432,1,256,27,0.8610,1.65,12
c20480_i1_p256,20480,1,256,38,0.8586,1.61,22
c64_i1_p324,64,1,324,46,1.0000,27.94,1
c96_i1_p324,96,1,324,41,1.0000,26.54,1
c128_i1_p324,128,1,324,45,1.0000,25.68,3
c192_i1_p324,192,1,324,38,1.0000,24.80,1
c256_i1_p324,256,1,324,39,1.0000,24.52,1
c384_i1_p324,384,1,324,35,0.9991,21.56,1
c512_i1_p324,512,1,324,33,0.9944,15.46,1
c640_i1_p324,640,1,324,28,0.9878,13.04,1
c768_i1_p324,768,1,324,29,0.9820,12.19,2
c896_i1_p324,896,1,324,24,0.9792,10.00,1
c1024_i1_p324,1024,1,324,29,0.9761,10.06,2
c1280_i1_p324,1280,1,324,22,0.9685,7.43,2
c1536_i1_p324,1536,1,324,23,0.9608,6.90,2
c2048_i1_p324,2048,1,324,23,0.9484,5.29,3
c2560_i1_p324,2560,1,324,21,0.9399,4.47,2
c3072_i1_p324,3072,1,324,21,0.9336,3.81,3
c4096_i1_p324,4096,1,324,21,0.9237,3.06,3
c5120_i1_p324,5120,1,324,21,0.9137,2.80,5
c6144_i1_p324,6144,1,324,21,0.9093,2.51,5
c8192_i1_p324,8192,1,324,23,0.9001,2.57,6
c10240_i1_p324,10240,1,324,23,0.8918,1.91,8
c16384_i1_p324,16384,1,324,31,0.8806,2.24,14
c18432_i1_p324,18432,1,324,28,0.8785,1.77,13
c20480_i1_p324,20480,1,324,34,0.8755,1.88,16
c64_i1_p400,64,1,400,42,1.0000,27.65,1
c96_i1_p400,96,1,400,42,1.0000,26.53,1
c128_i1_p400,128,1,400,40,1.0000,26.22,1
c192_i1_p400,192,1,400,40,1.0000,25.14,1
c256_i1_p400,256,1,400,43,1.0000,25.68,1
c384_i1_p400,384,1,400,39,1.0000,24.55,1
c512_i1_p400,512,1,400,39,0.9985,21.52,1
c640_i1_p400,640,1,400,30,0.9940,16.26,1
c768_i1_p400,768,1,400,34,0.9897,15.66,1
c896_i1_p400,896,1,400,27,0.9858,12.41,1
c1024_i1_p400,1024,1,400,26,0.9827,11.21,2
c1280_i1_p400,1280,1,400,25,0.9789,8.81,2
c1536_i1_p400,1536,1,400,23,0.9704,7.42,2
c2048_i1_p400,2048,1,400,26,0.9586,6.38,4
c2560_i1_p400,2560,1,400,21,0.9521,4.96,2
c3072_i1_p400,3072,1,400,20,0.9462,4.48,3
c4096_i1_p400,4096,1,400,22,0.9361,3.62,3
c5120_i1_p400,5120,1,400,20,0.9283,3.19,4
c6144_i1_p400,6144,1,400,26,0.9221,3.75,5
c8192_i1_p400,8192,1,400,23,0.9126,2.55,7
c10240_i1_p400,10240,1,400,24,0.9073,2.25,7
c16384_i1_p400,16384,1,400,30,0.8952,1.94,12
c18432_i1_p400,18432,1,400,28,0.8911,2.07,13
c20480_i1_p400,20480,1,400,32,0.8894,1.95,14
c64_i1_p512,64,1,512,42,1.0000,27.69,1
c96_i1_p512,96,1,512,42,1.0000,26.20,1
c128_i1_p512,128,1,512,46,1.0000,27.70,1
c192_i1_p512,192,1,512,40,1.0000,25.55,1
c256_i1_p512,256,1,512,43,1.0000,25.14,3
c384_i1_p512,384,1,512,38,1.0000,24.24,1
c512_i1_p512,512,1,512,39,1.0000,23.62,1
c640_i1_p512,640,1,512,34,0.9983,19.94,1
c768_i1_p512,768,1,512,33,0.9957,17.59,1
c896_i1_p512,896,1,512,29,0.9938,14.46,1
c1024_i1_p512,1024,1,512,30,0.9910,13.35,1
c1280_i1_p512,1280,1,512,26,0.9855,11.48,2
c1536_i1_p512,1536,1,512,26,0.9818,9.18,2
c2048_i1_p512,2048,1,512,24,0.9704,8.03,2
c2560_i1_p512,2560,1,512,22,0.9634,6.56,2
c3072_i1_p512,3072,1,512,22,0.9585,5.33,3
c4096_i1_p512,4096,1,512,22,0.9505,4.31,4
c5120_i1_p512,5120,1,512,28,0.9419,3.84,7
c6144_i1_p512,6144,1,512,22,0.9374,3.31,5
c8192_i1_p512,8192,1,512,22,0.9277,2.96,6
c10240_i1_p512,10240,1,512,25,0.9224,2.60,8
c16384_i1_p512,16384,1,512,27,0.9122,2.31,12
c18432_i1_p512,18432,1,512,30,0.9075,2.30,13
c20480_i1_p512,20480,1,512,31,0.9047,2.45,14
c64_i1_p648,64,1,648,44,1.0000,27.85,1
c96_i1_p648,96,1,648,46,1.0000,27.31,1
c128_i1_p648,128,1,648,40,1.0000,25.36,1
c192_i1_p648,192,1,648,44,1.0000,27.06,1
c256_i1_p648,256,1,648,40,1.0000,24.87,1
c384_i1_p648,384,1,648,43,1.0000,24.30,3
c512_i1_p648,512,1,648,38,1.0000,23.39,1
c640_i1_p648,640,1,648,41,1.0000,24.35,1
c768_i1_p648,768,1,648,36,0.9994,21.19,1
c896_i1_p648,896,1,648,35,0.9977,18.58,1
c1024_i1_p648,1024,1,648,32,0.9961,16.99,1
c1280_i1_p648,1280,1,648,31,0.9925,13.13,2
c1536_i1_p648,1536,1,648,28,0.9880,12.33,2
c2048_i1_p648,2048,1,648,28,0.9799,9.80,2
c2560_i1_p648,2560,1,648,25,0.9737,8.65,3
c3072_i1_p648,3072,1,648,33,0.9703,8.74,7
c4096_i1_p648,4096,1,648,25,0.9615,6.94,5
c5120_i1_p648,5120,1,648,26,0.9550,5.81,5
c6144_i1_p648,6144,1,648,25,0.9498,4.45,5
c8192_i1_p648,8192,1,648,25,0.9423,4.20,6
c10240_i1_p648,10240,1,648,27,0.9358,3.20,10
c16384_i1_p648,16384,1,648,29,0.9253,2.97,12
c18432_i1_p648,18432,1,648,36,0.9201,3.55,16
c20480_i1_p648,20480,1,648,32,0.9199,2.69,15
c1280_i1_p32,1280,1,32,28,0.7638,1.46,2
c4096_i1_p64,4096,1,64,18,0.7875,1.13,4
c16384_i1_p128,16384,1,128,36,0.8079,1.60,15
c64_i1_p800,64,1,800,42,1.0000,27.92,1
c96_i1_p800,96,1,800,41,1.0000,24.73,2
c128_i1_p800,128,1,800,39,1.0000,25.74,1
c192_i1_p800,192,1,800,38,1.0000,25.23,1
c256_i1_p800,256,1,800,38,1.0000,25.07,1
c384_i1_p800,384,1,800,41,1.0000,24.43,1
c512_i1_p800,512,1,800,42,1.0000,22.65,1
c640_i1_p800,640,1,800,41,1.0000,26.92,1
c768_i1_p800,768,1,800,40,1.0000,23.20,1
c896_i1_p800,896,1,800,35,0.9996,21.39,1
c1024_i1_p800,1024,1,800,38,0.9992,21.84,1
c1280_i1_p800,1280,1,800,28,0.9963,14.36,2
c1536_i1_p800,1536,1,800,30,0.9936,16.33,2
c2048_i1_p800,2048,1,800,25,0.9871,9.65,2
c2560_i1_p800,2560,1,800,23,0.9817,8.21,2
c3072_i1_p800,3072,1,800,27,0.9774,7.01,7
c4096_i1_p800,4096,1,800,21,0.9703,5.72,3
c5120_i1_p800,5120,1,800,21,0.9637,5.05,4
c6144_i1_p800,6144,1,800,25,0.9610,4.35,4
c8192_i1_p800,8192,1,800,22,0.9528,3.79,6
c10240_i1_p800,10240,1,800,29,0.9470,3.34,11
c16384_i1_p800,16384,1,800,25,0.9354,2.84,10
c18432_i1_p800,18432,1,800,38,0.9315,3.22,19
c20480_i1_p800,20480,1,800,32,0.9290,5.50,14
c64_i1_p1024,64,1,1024,49,1.0000,29.11,1
c96_i1_p1024,96,1,1024,40,1.0000,26.80,1
c128_i1_p1024,128,1,1024,39,1.0000,25.99,1
c192_i1_p1024,192,1,1024,39,1.0000,25.38,1
c256_i1_p1024,256,1,1024,42,1.0000,25.05,1
c384_i1_p1024,384,1,1024,45,1.0000,22.84,1
c512_i1_p1024,512,1,1024,38,1.0000,21.83,1
c640_i1_p1024,640,1,1024,43,1.0000,25.83,1
c768_i1_p1024,768,1,1024,38,1.0000,24.37,1
c896_i1_p1024,896,1,1024,43,1.0000,25.82,1
c1024_i1_p1024,1024,1,1024,39,1.0000,24.39,1
c1280_i1_p1024,1280,1,1024,45,0.9992,21.13,5
c1536_i1_p1024,1536,1,1024,32,0.9972,16.90,2
c2048_i1_p1024,2048,1,1024,38,0.9931,12.30,10
c2560_i1_p1024,2560,1,1024,28,0.9884,12.71,2
c3072_i1_p1024,3072,1,1024,30,0.9859,9.76,3
c4096_i1_p1024,4096,1,1024,26,0.9778,10.02,3
c5120_i1_p1024,5120,1,1024,25,0.9737,5.94,4
c6144_i1_p1024,6144,1,1024,26,0.9697,5.32,6
c8192_i1_p1024,8192,1,1024,26,0.9637,4.59,6
c10240_i1_p1024,10240,1,1024,31,0.9588,3.99,11
c16384_i1_p1024,16384,1,1024,27,0.9468,3.23,11
c18432_i1_p1024,18432,1,1024,38,0.9440,3.44,18
c20480_i1_p1024,20480,1,1024,32,0.9410,3.07,17
c64_i1_p2048,64,1,2048,45,1.0000,28.15,2
c96_i1_p2048,96,1,2048,41,1.0000,24.04,1
c128_i1_p2048,128,1,2048,40,1.0000,26.11,1
c192_i1_p2048,192,1,2048,43,1.0000,26.61,1
c256_i1_p2048,256,1,2048,38,1.0000,24.86,1
c384_i1_p2048,384,1,2048,42,1.0000,26.20,1
c512_i1_p2048,512,1,2048,38,1.0000,25.01,1
c640_i1_p2048,640,1,2048,45,1.0000,24.00,5
c768_i1_p2048,768,1,2048,35,1.0000,21.12,1
c896_i1_p2048,896,1,2048,39,1.0000,23.45,3
c1024_i1_p2048,1024,1,2048,38,1.0000,21.06,1
c1280_i1_p2048,1280,1,2048,40,1.0000,21.57,4
c1536_i1_p2048,1536,1,2048,38,1.0000,23.85,2
c2048_i1_p2048,2048,1,2048,39,1.0000,24.28,2
c2560_i1_p2048,2560,1,2048,34,0.9997,20.29,2
c3072_i1_p2048,3072,1,2048,32,0.9987,15.10,2
c4096_i1_p2048,4096,1,2048,28,0.9959,13.05,3
c5120_i1_p2048,5120,1,2048,31,0.9927,10.36,5
c6144_i1_p2048,6144,1,2048,27,0.9903,11.38,4
c8192_i1_p2048,8192,1,2048,36,0.9857,8.79,9
c10240_i1_p2048,10240,1,2048,27,0.9824,6.74,9
c16384_i1_p2048,16384,1,2048,37,0.9756,8.42,14
c18432_i1_p2048,18432,1,2048,31,0.9716,7.66,11
c20480_i1_p2048,20480,1,2048,43,0.9694,5.41,16
c64_i1_p3000,64,1,3000,40,1.0000,24.81,1
c96_i1_p3000,96,1,3000,41,1.0000,26.18,1
c128_i1_p3000,128,1,3000,39,1.0000,25.83,1
c192_i1_p3000,192,1,3000,39,1.0000,25.35,1
c256_i1_p3000,256,1,3000,38,1.0000,25.13,1
c384_i1_p3000,384,1,3000,38,1.0000,24.80,1
c512_i1_p3000,512,1,3000,44,1.0000,25.24,1
c640_i1_p3000,640,1,3000,37,1.0000,22.05,1
c768_i1_p3000,768,1,3000,42,1.0000,23.12,1
c896_i1_p3000,896,1,3000,37,1.0000,23.95,1
c1024_i1_p3000,1024,1,3000,45,1.0000,22.53,1
c1280_i1_p3000,1280,1,3000,38,1.0000,21.41,2
c1536_i1_p3000,1536,1,3000,42,1.0000,25.80,2
c2048_i1_p3000,2048,1,3000,38,1.0000,24.52,2
c2560_i1_p3000,2560,1,3000,43,1.0000,24.46,4
c3072_i1_p3000,3072,1,3000,38,1.0000,23.71,2
c4096_i1_p3000,4096,1,3000,34,0.9997,16.97,3
c5120_i1_p3000,5120,1,3000,35,0.9975,14.20,4
c6144_i1_p3000,6144,1,3000,32,0.9957,12.44,4
c8192_i1_p3000,8192,1,3000,30,0.9940,12.66,6
c10240_i1_p3000,10240,1,3000,32,0.9910,11.28,7
c16384_i1_p3000,16384,1,3000,30,0.9852,7.21,10
c18432_i1_p3000,18432,1,3000,32,0.9834,6.73,11
c20480_i1_p3000,20480,1,3000,34,0.9832,6.51,13
c64_i1_p4096,64,1,4096,41,1.0000,27.20,1
c96_i1_p4096,96,1,4096,43,1.0000,27.51,1
c128_i1_p4096,128,1,4096,38,1.0000,24.76,1
c192_i1_p4096,192,1,4096,42,1.0000,23.47,1
c256_i1_p4096,256,1,4096,38,1.0000,25.38,1
c384_i1_p4096,384,1,4096,40,1.0000,21.45,3
c512_i1_p4096,512,1,4096,38,1.0000,25.04,1
c640_i1_p4096,640,1,4096,42,1.0000,23.63,3
c768_i1_p4096,768,1,4096,37,1.0000,20.99,1
c896_i1_p4096,896,1,4096,38,1.0000,21.23,1
c1024_i1_p4096,1024,1,4096,36,1.0000,22.11,1
c1280_i1_p4096,1280,1,4096,39,1.0000,24.13,2
c1536_i1_p4096,1536,1,4096,38,1.0000,23.92,2
c2048_i1_p4096,2048,1,4096,39,1.0000,23.85,2
c2560_i1_p4096,2560,1,4096,39,1.0000,23.97,2
c3072_i1_p4096,3072,1,4096,40,1.0000,24.23,2
c4096_i1_p4096,4096,1,4096,44,1.0000,25.49,3
c5120_i1_p4096,5120,1,4096,35,0.9999,18.84,4
c6144_i1_p4096,6144,1,4096,38,0.9989,17.24,6
c8192_i1_p4096,8192,1,4096,33,0.9972,13.36,8
c10240_i1_p4096,10240,1,4096,37,0.9954,15.66,7
c16384_i1_p4096,16384,1,4096,33,0.9901,11.63,10
c18432_i1_p4096,18432,1,4096,42,0.9895,11.81,15
c20480_i1_p4096,20480,1,4096,36,0.9893,8.51,15
c64_i16_p32,64,16,32,26,0.9920,11.11,2
c96_i16_p32,96,16,32,24,0.9808,7.75,5
c128_i16_p32,128,16,32,28,0.9732,7.22,2
c192_i16_p32,192,16,32,19,0.9573,4.23,3
c256_i16_p32,256,16,32,18,0.9447,3.20,3
c384_i16_p32,384,16,32,27,0.9274,3.80,6
c512_i16_p32,512,16,32,21,0.9162,1.77,6
c640_i16_p32,640,16,32,24,0.9041,1.64,10
c768_i16_p32,768,16,32,27,0.8959,1.36,11
c896_i16_p32,896,16,32,26,0.8816,1.20,12
c1024_i16_p32,1024,16,32,32,0.8791,1.30,14
c1280_i16_p32,1280,16,32,29,0.8666,0.97,13
c1536_i16_p32,1536,16,32,35,0.8580,1.14,19
c2048_i16_p32,2048,16,32,36,0.8458,0.78,23
c64_i16_p64,64,16,64,44,1.0000,22.15,3
c96_i16_p64,96,16,64,31,0.9971,13.87,2
c128_i16_p64,128,16,64,33,0.9939,11.03,4
c192_i16_p64,192,16,64,25,0.9868,7.91,5
c256_i16_p64,256,16,64,23,0.9765,5.84,3
c384_i16_p64,384,16,64,24,0.9632,6.32,5
c512_i16_p64,512,16,64,23,0.9527,3.17,6
c640_i16_p64,640,16,64,28,0.9417,2.71,9
c768_i16_p64,768,16,64,23,0.9387,2.23,8
c896_i16_p64,896,16,64,25,0.9302,2.07,11
c1024_i16_p64,1024,16,64,25,0.9253,1.80,10
c1280_i16_p64,1280,16,64,29,0.9152,1.50,13
c1536_i16_p64,1536,16,64,32,0.9043,1.37,17
c2048_i16_p64,2048,16,64,39,0.8911,2.12,22
c2560_i16_p64,2560,16,64,40,0.8816,0.99,28
c3072_i16_p64,3072,16,64,47,0.8756,1.00,31
c4096_i16_p64,4096,16,64,61,0.8583,0.83,43
c5120_i16_p64,5120,16,64,70,0.8508,0.79,52
c6144_i16_p64,6144,16,64,78,0.8425,0.78,64
c8192_i16_p64,8192,16,64,106,0.8282,0.94,89
c64_i16_p128,64,16,128,40,1.0000,23.97,2
c96_i16_p128,96,16,128,35,1.0000,22.32,2
c128_i16_p128,128,16,128,43,1.0000,21.06,2
c192_i16_p128,192,16,128,31,0.9982,13.94,3
c256_i16_p128,256,16,128,32,0.9951,11.98,3
c384_i16_p128,384,16,128,27,0.9890,7.34,5
c512_i16_p128,512,16,128,22,0.9832,5.62,5
c640_i16_p128,640,16,128,27,0.9746,4.51,7
c768_i16_p128,768,16,128,26,0.9719,6.48,8
c896_i16_p128,896,16,128,29,0.9635,3.39,9
c1024_i16_p128,1024,16,128,28,0.9595,2.95,13
c1280_i16_p128,1280,16,128,32,0.9514,2.68,17
c1536_i16_p128,1536,16,128,29,0.9409,2.20,15
c2048_i16_p128,2048,16,128,37,0.9326,1.84,19
c2560_i16_p128,2560,16,128,49,0.9232,1.76,30
c3072_i16_p128,3072,16,128,46,0.9175,1.38,32
c4096_i16_p128,4096,16,128,57,0.9044,1.21,43
c5120_i16_p128,5120,16,128,67,0.8962,1.15,50
c6144_i16_p128,6144,16,128,86,0.8851,1.18,68
c8192_i16_p128,8192,16,128,97,0.8746,0.97,84
c10240_i16_p128,10240,16,128,129,0.8664,1.20,109
c16384_i16_p128,16384,16,128,193,0.8539,1.39,175
c18432_i16_p128,18432,16,128,226,0.8469,1.61,204
c20480_i16_p128,20480,16,128,236,0.8513,1.51,216
c64_i16_p224,64,16,224,41,1.0000,24.28,2
c96_i16_p224,96,16,224,34,1.0000,20.16,2
c128_i16_p224,128,16,224,39,1.0000,21.26,2
c192_i16_p224,192,16,224,38,1.0000,23.18,3
c256_i16_p224,256,16,224,42,1.0000,20.02,7
c384_i16_p224,384,16,224,29,0.9980,12.08,4
c512_i16_p224,512,16,224,33,0.9951,9.45,7
c640_i16_p224,640,16,224,29,0.9913,7.69,9
c768_i16_p224,768,16,224,33,0.9875,8.69,10
c896_i16_p224,896,16,224,26,0.9842,5.50,9
c1024_i16_p224,1024,16,224,35,0.9815,4.91,12
c1280_i16_p224,1280,16,224,31,0.9756,3.99,15
c1536_i16_p224,1536,16,224,36,0.9690,3.49,19
c2048_i16_p224,2048,16,224,36,0.9611,2.68,22
c2560_i16_p224,2560,16,224,45,0.9519,2.71,29
c3072_i16_p224,3072,16,224,52,0.9463,2.21,33
c4096_i16_p224,4096,16,224,65,0.9355,1.90,46
c5120_i16_p224,5120,16,224,75,0.9266,1.69,58
c6144_i16_p224,6144,16,224,79,0.9189,1.37,63
c8192_i16_p224,8192,16,224,107,0.9071,1.54,89
c10240_i16_p224,10240,16,224,129,0.9028,1.52,109
c16384_i16_p224,16384,16,224,191,0.8890,1.53,169
c18432_i16_p224,18432,16,224,216,0.8854,1.55,193
c20480_i16_p224,20480,16,224,235,0.8861,1.64,217
c64_i16_p256,64,16,256,41,1.0000,22.88,3
c96_i16_p256,96,16,256,36,1.0000,22.54,2
c128_i16_p256,128,16,256,41,1.0000,22.70,2
c192_i16_p256,192,16,256,37,1.0000,19.67,3
c256_i16_p256,256,16,256,38,1.0000,19.49,3
c384_i16_p256,384,16,256,32,0.9991,13.56,4
c512_i16_p256,512,16,256,31,0.9970,10.49,8
c640_i16_p256,640,16,256,30,0.9935,11.14,7
c768_i16_p256,768,16,256,32,0.9902,9.90,8
c896_i16_p256,896,16,256,29,0.9875,6.19,9
c1024_i16_p256,1024,16,256,31,0.9854,5.40,10
c1280_i16_p256,1280,16,256,31,0.9808,4.50,15
c1536_i16_p256,1536,16,256,34,0.9740,3.84,18
c2048_i16_p256,2048,16,256,44,0.9659,3.18,26
c2560_i16_p256,2560,16,256,41,0.9597,2.66,27
c3072_i16_p256,3072,16,256,50,0.9536,2.46,31
c4096_i16_p256,4096,16,256,58,0.9420,1.89,42
c5120_i16_p256,5120,16,256,75,0.9347,3.94,56
c6144_i16_p256,6144,16,256,95,0.9263,1.81,71
c8192_i16_p256,8192,16,256,114,0.9158,1.93,95
c10240_i16_p256,10240,16,256,137,0.9113,1.94,117
c16384_i16_p256,16384,16,256,205,0.8963,1.91,183
c18432_i16_p256,18432,16,256,228,0.8931,2.28,205
c20480_i16_p256,20480,16,256,249,0.8938,1.59,229
c64_i16_p324,64,16,324,40,1.0000,23.88,2
c96_i16_p324,96,16,324,44,1.0000,26.50,2
c128_i16_p324,128,16,324,39,1.0000,24.63,2
c192_i16_p324,192,16,324,44,1.0000,24.37,4
c256_i16_p324,256,16,324,41,1.0000,24.92,3
c384_i16_p324,384,16,324,38,0.9998,19.92,4
c512_i16_p324,512,16,324,35,0.9988,13.22,9
c640_i16_p324,640,16,324,35,0.9968,11.02,7
c768_i16_p324,768,16,324,36,0.9951,10.08,8
c896_i16_p324,896,16,324,32,0.9924,7.51,9
c1024_i16_p324,1024,16,324,41,0.9908,7.12,15
c1280_i16_p324,1280,16,324,36,0.9871,6.87,14
c1536_i16_p324,1536,16,324,38,0.9820,7.51,16
c2048_i16_p324,2048,16,324,44,0.9732,4.90,23
c2560_i16_p324,2560,16,324,48,0.9693,5.93,27
c3072_i16_p324,3072,16,324,52,0.9637,5.78,29
c4096_i16_p324,4096,16,324,61,0.9516,2.20,45
c5120_i16_p324,5120,16,324,74,0.9448,2.15,57
c6144_i16_p324,6144,16,324,93,0.9357,5.21,71
c8192_i16_p324,8192,16,324,112,0.9288,1.85,94
c10240_i16_p324,10240,16,324,135,0.9228,1.75,116
c16384_i16_p324,16384,16,324,207,0.9089,1.89,184
c18432_i16_p324,18432,16,324,232,0.9076,5.26,209
c20480_i16_p324,20480,16,324,258,0.9054,1.81,232
c64_i16_p400,64,16,400,41,1.0000,22.79,2
c96_i16_p400,96,16,400,45,1.0000,21.32,2
c128_i16_p400,128,16,400,39,1.0000,20.62,2
c192_i16_p400,192,16,400,47,1.0000,20.96,5
c256_i16_p400,256,16,400,40,1.0000,21.08,3
c384_i16_p400,384,16,400,45,1.0000,24.72,4
c512_i16_p400,512,16,400,43,0.9997,22.11,5
c640_i16_p400,640,16,400,36,0.9991,17.56,7
c768_i16_p400,768,16,400,39,0.9976,14.80,9
c896_i16_p400,896,16,400,34,0.9959,12.56,9
c1024_i16_p400,1024,16,400,37,0.9942,9.81,13
c1280_i16_p400,1280,16,400,39,0.9918,8.32,15
c1536_i16_p400,1536,16,400,36,0.9880,5.80,18
c2048_i16_p400,2048,16,400,43,0.9820,5.00,21
c2560_i16_p400,2560,16,400,52,0.9767,4.00,33
c3072_i16_p400,3072,16,400,50,0.9718,3.13,33
c4096_i16_p400,4096,16,400,63,0.9605,2.80,47
c5120_i16_p400,5120,16,400,81,0.9536,2.47,62
c6144_i16_p400,6144,16,400,94,0.9454,2.27,71
c8192_i16_p400,8192,16,400,112,0.9370,2.15,93
c10240_i16_p400,10240,16,400,136,0.9331,4.75,114
c16384_i16_p400,16384,16,400,206,0.9209,2.21,182
c18432_i16_p400,18432,16,400,228,0.9193,1.94,208
c20480_i16_p400,20480,16,400,253,0.9178,2.30,230
